TPSA_label_continuous,SMILES
55.400000000000006,O=C(COc1cc(Cl)ccc1Cl)C(=O)NCc1ccc(Cl)c(Cl)c1
41.46,Cc1ccc2cc(/C=N/NC(=O)c3ccc(Cl)c(Cl)c3)ccc2c1
51.02,COc1ccc(C2=NC3=NC(C)CC(=O)C3=C2)cc1
61.83,COCCCCOS(=O)(=O)OC
50.69,C/C(=N\NC(=O)COc1ccc(F)cc1Br)c1ccccc1
41.46,O=C1N=C(SCc2ccccc2)NC1c1ccccc1
41.57000000000001,O=C(/C=C/c1ccc(N2CCCC2)cc1)Nc1ccc(OC(F)F)cc1
38.33,COc1ccc(CNC(=O)CC(C)C)cc1
55.400000000000006,O=C(COC(=O)c1cccs1)NCCCCCl
39.19,O=C(OF)c1ccc(-c2ccc3nc4ccccc4cc3c2)cc1
35.580000000000005,CCCCNC(=O)N1CCN(c2ccccc2Cl)CC1
48.150000000000006,Clc1ccccc1CSc1nnc(COc2ccc3ccccc3c2)o1
49.33,O=C(Nc1ccccc1Cl)c1ccc(O)cc1
43.18,COc1ccc(OCC2=NN=C(c3ccc(C)cc3)CS2)cc1
51.39000000000001,COc1cc(Cl)ccc1Cc1nnc(SCc2ccc(N(C)C)cc2)o1
47.900000000000006,COc1ccc(-c2ncc(-c3ccc(C)cc3)nn2)cc1
50.95,Brc1ccc(CNCCc2nnc(SCc3ccccc3)o2)cc1
49.41,CC(C(=O)NC(=O)CSc1ccccc1)N(C)c1cccc(Cl)c1
38.92,Fc1cccc(-c2nnc(SC/C=C/c3ccccc3)o2)c1
34.15,Cc1ccc(OCc2cc(Br)c3nc(Nc4ccccc4)sc3c2)cc1
49.33,O=C(O)NCCCCCCl
59.32,COc1ccc(OC(=O)c2ccc(C#N)cc2)cc1
55.4,Cc1ccc(NC(=O)COC(=O)/C=C/c2ccccc2)cc1
49.77,CN(C)CCCCc1ccc(OCC(=O)O)cc1
52.32000000000001,NC(=O)Cc1cccc(COc2ccc(Br)cc2)c1
41.13,CC(C)CCC(=O)NC(=S)Nc1ccc(Cl)cc1
45.23,Cc1cc2c(cc1C(=O)Nc1nc3ccccc3s1)CCN2C(C)C
38.33,O=C(COc1ccc(Br)cc1Cl)Nc1ccccc1
46.010000000000005,Cc1ccc(-c2ccc(CO)nn2)cc1
48.150000000000006,c1ccc(CCCCOc2nnc(-c3ccccc3)o2)cc1
50.36,O=C(CCCOc1ccccc1Cl)NC(=[SH+])Nc1ccc(Br)cc1
44.760000000000005,COc1ccc(COC(=O)C2CCCC(c3ccccc3)O2)cc1
55.400000000000006,O=C(COC(=O)CC1=C(Cl)C=C2C=CCC=C2C1)Nc1cccc(Cl)c1
52.650000000000006,CN(NC(=O)CN1CCc2ccccc21)C(=O)c1ccccc1
53.49,O=C(N/N=C/c1ccc(Cl)cc1)Nc1ccc(Cl)cc1Cl
36.75,Fc1ccc(/C=N/N/N=C/c2ccc(Br)cc2)cc1
58.2,CCc1ccc(NC(=O)CCC(=O)Nc2ccccc2C)cc1
47.56,CCNC(=O)COc1ccc(OCc2ccccc2)cc1
55.400000000000006,CC(OC(=O)c1ccccc1)C(=O)NCc1ccccc1Br
45.64,CC(C)CCNc1nn(/C=C/c2ccccc2)c(=S)[nH]1
50.69,O=C(COc1ccccc1)N/N=C/c1ccc(Cl)c(Br)c1
58.2,O=C(CCCc1ccccc1)NCC(=O)Nc1ccccc1Cl
49.64,ClC1=NN=C(NCCCc2ccc(Cl)nc2)[S-]1
60.39,O=c1oc(-c2ccccc2)nn1/N=C/c1ccc(F)cc1
38.33,O=C(COc1ccc(Cl)c(Cl)c1)Nc1ccc(F)c(Cl)c1
55.400000000000006,O=C(CCCOC(=O)c1ccc(Br)cc1)Nc1ccccc1
58.64,CCN(C)C(=O)CCC(=O)NCc1ccc(OC(C)C)cc1
39.94,C=CCn1c(Cc2ccccc2)nnc1SCc1ccc(OC)cc1
47.56,O=C(COOc1ccc(Br)cc1)NCc1ccccc1
54.35,Cc1ccc(NC(=O)CC/N=C/c2nc3ccccc3s2)cc1
52.6,COc1c(Cl)cc(/C=C/C(=O)OCC(=O)c2ccccc2)cc1Br
47.56,CCCc1ccc(OCC(=O)Nc2ccc(OCF)cc2)cc1
53.82,O=C(NC1=NN=C(c2cccc(Br)c2)[S-]1)c1ccccc1
52.6,COc1ccc(C(=O)COC(=O)Cc2ccc(Br)cc2)cc1
41.57000000000001,CCc1ccc(NC(=O)CCCN(C)C2CCOCC2)cc1
38.33,Cc1ccc(NC(=O)C(C)Oc2ccccc2C)cc1
38.33,O=C(/C=C/c1ccccc1)NCCCOc1ccc(Cl)c(Cl)c1
50.36,Cc1ccccc1OCCNC(=O)Nc1ccccc1
48.78,Cc1ccc(/C=N/NC(=S)N/N=C/c2ccc(Br)cc2)cc1
54.88,O=C(CSc1nnc(-c2ccccc2)s1)Nc1ccccc1
58.2,O=C(NNC(=O)c1ccc(-c2cccc(Br)c2)cc1)c1ccc(F)cc1
55.760000000000005,O=C(O)CCOc1ccc(OCc2ccc(Br)cc2)cc1
36.42,Fc1ccc(/C=N/NC(=S)NCc2ccc(F)cc2)cc1
49.330000000000005,CCCCC(=O)N1CCN(c2nnc(SCC)s2)CC1
41.46,O=C(C/C=C/c1ccccc1)N/N=C/c1ccc(Br)cc1
49.84,Brc1ccccc1CNNc1nnc(-c2ccccc2)s1
49.41,CN(C)c1ccc(S(=O)(=O)NCCCCl)cc1
44.120000000000005,CCn1c(SCOC(=O)/C=C/c2ccc(Br)cc2)nc2ccccc21
50.69,COc1ccc(/C=N/NC(=O)c2ccc3ccccc3c2)cc1
47.56,COCCCCCC(=O)NOC
41.46,O=C(/C=C/c1ccccc1Br)N/N=C/c1ccccc1
43.85,Cn1nc([S-]c2nc3ccc(Cl)cc3o2)sc1=S
52.32,CCC[S-]c1csc(C(=O)ON)c1
38.33,Cc1ccccc1NC(=O)COc1ccc(-c2ccc(Br)cc2)cc1
52.6,Cc1ccc(OCC(=O)OCC(=O)c2ccc(F)cc2)c(Br)c1
51.22,C[S-]c1ccc(OCC(=O)Nc2nc3cc(Cl)ccc3s2)cc1
38.33,Cc1cccc(NC(=O)COc2ccc(Br)cc2)c1
59.92,CCOc1ccc(/C=N/NC(=O)COc2ccc(Cl)cc2)cc1
47.56,Cc1ccc(NC(=O)C(C)Oc2ccc(OC(F)F)cc2)cc1
52.60000000000001,O=C(COC(=O)c1ccc(Cl)cc1)c1ccc2c(c1)OCC2
55.400000000000006,O=C(COC(=O)c1ccc(F)cc1)Nc1ccc(Br)cc1
39.44,O=C(OCc1ccccc1Cl)c1cc2ccccc2o1
48.78,C/C(=N\NC(=S)N/N=C/c1ccccc1)c1ccccc1
