TPSA_label_continuous,SMILES
209.22,COc1ccc(NC(=O)C2=CCC([N+](=O)[O-])=CC2)cc1C(=O)OCC(=O)Nc1cccc(C(=O)C([NH3+])[NH3+])c1
149.67999999999998,C=CC(NC(=O)COC(=O)c1ccc(/N=N/S(O)(O)c2ccc(Cl)c(NC(C)=O)c2Cl)cc1)c1ccccc1
160.66,CN(C(=O)Nc1cc(N2CCCC2)ccc1C(=O)NC(=O)CC(=O)NC1CCCCC1)c1ccc(C#N)c(N)c1
177.89,COc1ccc(N(C2=CCC(C(=O)Nc3ccc([N+](=O)[O-])cc3)CC2)C2C(=O)C=C(C#N)C(N)C2=O)c(OC)c1
192.58,C[C@H]1OC(=O)C(/C(=C/NC(=O)c2ccc(NC(=O)C(N)O)cc2)c2ccc3c(c2)OCCO3)=C2COC3=CCC(=O)C(=O)C3=C21
219.25,COC(=O)c1ccc(O)cc1NC(=O)COc1cc2c([nH]c1=O)c(=O)n(-c1ccc(Cl)cc1)n2S(=O)(=O)c1ccc(O)c(O)c1
173.61999999999998,C#Cc1ccc(N[C@@H](C)[P](O)(O)c2ccc3c(c2)C(=O)N([PH](O)(O)c2ccc(C([O-])O)cc2)CC3=O)cc1
174.98999999999998,COC(=O)c1cccc(C(=O)n2[nH]c(=O)c3c(OC)cc(Cl)cc3/c2=N/CC(=O)Nc2ccc([N+](=O)[O-])cc2)c1
239.28,C=CCCC1=C(C(=O)COC(=O)O)N2C(=O)[N+](N)[C@@H](CC(=O)CCC(=O)c3ccc([N+](=O)[O-])cc3)C(=O)[C@H]2C(=O)N1
221.99,COc1cccc(C(=O)N/C(=C/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)C(=O)NC(=O)NC(=O)Nc2ccc(C(=O)O)cc2)c1
186.91,COc1cccc(C2C(=O)C3=C(CC4=C(C3)C(=O)N(C#N)CC4)C3NC(=O)/C(=C\NC(=O)[O-])C(N)=C32)c1OC
178.83,COc1cc([C@H]2c3c(oc(=O)c(OC(=O)c4ccc(C(N)=O)c(OC)c4)c3O)C(=O)N2c2ccc(Cl)cc2Cl)ccc1O
164.97,COCc1cccc(S(=O)(=O)c2cc(C(=O)NN)cc(C)c2NC(=O)c2ccc(S(=O)(=O)N3CCCCCC3)cc2)c1
203.49999999999997,Cc1c(C(=O)C(=O)NC(=O)NC(=O)c2ccc(S(=O)(=O)O[C@H]3CCNC[C@@H]3C(=O)O)cc2)ccc2c1OCO2
153.56999999999996,Cc1c(Cl)cccc1NC(=O)Cn1c(=O)n(-c2ccccc2)c(=O)c2cc(S(=O)(=O)N3CCCC(C(N)=O)C3)ccc21
158.72,CO/C(=C\NC(=O)c1ccccc1)C(=O)C1OC(=O)[C@H]2OC(c3ccc(C(=O)OO)c(NC=C4CCCCC4)c3)=CC=C2O1
132.99,CCOC1=CCOC(N2CCC(NC(=O)Nc3ccc(C)cc3C)CC2)=C1C(=O)c1cc(=O)c2cc(O)ccc2[nH]1
141.59,CSc1ccc(CN(C2=C(O)C(C3CCCCC3)N(c3ncnc(N)n3)C(c3cccnc3)C2=O)c2ccccc2)cc1O
122.95000000000002,C[CH]Oc1ccc(C(=O)n2c(NC(=O)C3CCN(S(=O)(=O)N4CCC[C@H](CC)[C@@H]4C)CC3)c(Cl)c(=O)n2-c2ccccc2)cc1
224.74,CC(=O)C(=O)c1cc(S(=O)(=O)Nc2ccc(NC(=O)CNS(=O)(=O)c3ccccc3F)cc2[N+](=O)[O-])ccc1N
256.46,O=C(CC(C(=O)Nc1cc([N+](=O)[O-])ccc1O)C1C(=O)C(=O)N(c2ccc([N+](=O)[O-])cc2)C1=O)Nc1ccccc1C(=O)O
176.24999999999997,C[C@H](CN(C)S(=O)(=O)c1cccc2c1CCCN2C(=O)[O-])C(=O)Nc1ccc(C(=O)NC(=O)c2ccc(O)cc2)cc1
181.72,C[C@@H](NS(=O)(=O)N1CCOCC1)c1ccccc1S(=O)(=O)[NH+]1CC[C@@H](C(=O)OCC(=O)N[C@H]2C=CNC2=O)CC1
182.51,CNC(=O)OC(=O)C1=CC(CCO)C2=C(C#N)CC(C)=C(OC(=O)OCC(=O)Nc3ccc(OC)cc3)C2C1c1ccc(OC)cc1
218.46,O=C(O)Nc1cc(C(=O)Nc2ccc([N+](=O)[O-])cc2NC(=O)NC2=CC3OCOC3C=C2)ccc1C(=O)O
173.76,CCC(=O)N(O)c1ccc(C(=O)Nc2nn(C(=O)C(=O)Nc3ccc(C(=O)[O-])cc3)c3ccc(Cl)cc23)cc1
181.52,COc1cccc(OCc2cc(O)c(C(=O)c3cccc([N+](=O)[O-])c3)c(NC(=O)NNc3cccc(O)c3)c2)c1OC
175.11,COC1=C(Cc2ccc(NC(N)=O)cc2)n2c(c(Oc3cc(Cl)cc(C)c3C)c(=O)n2-c2ccc(C(=O)O)c(O)c2)C(=O)C1
160.64999999999998,CCOC(=O)c1ccc(N2C(=O)C(=O)N(c3ccc(C(=O)NNC(=O)c4c(OC)cccc4OCC)cc3)C2=O)c(Cl)c1
155.28,CC(C)N(C)S(=O)(=O)N(C)C1CCN(S(=O)(=O)c2cccc(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)c2)CC1
213.17999999999995,CCOc1ccc(NC(=O)C(C)O)cc1CC(=O)c1c(C#N)oc2cc(C(N)=O)c(=O)n(C3=CCC4OCC(F)OC4=C3)c2c1=O
166.63999999999996,CCCC(=O)Oc1ccc2c(c1)C(=O)C1=C(C2=O)C(=O)N(C(=O)Nc2cccc(C(=O)NC)c2)[C@H]1c1ccc(OC)c(OOC)c1
182.23,[N-]C(=O)c1ccc(C(OCC(=O)Nc2ccccc2Cl)C(N)=O)c(NC(=O)C2=CC(=O)N3CCCCC3N2)c1
165.41,COc1ccc(C(=O)NC2CC[C@H](N3C(=O)C(=O)N(CC(=O)C(=O)c4ccc(N)cc4)C3=O)CC2)cc1OC
144.72,COC(=O)C1=CC2C(=C(O)C1)C1=C(C(=O)C2c2cc(OC)c(N(C)C)cc2OC)[C@H](C=C(C)OC)C(c2ccnc(O)c2)CC1=O
179.99999999999997,Cc1ccc([C@H]2NC(=O)C(=O)C(CC(=O)C(=O)Nc3cc(NC(=O)C(=O)c4cccc(Cl)c4)ccc3Cl)N2)c(OCCO)c1
119.77,O=C1Nc2ccc([C@H](O)N(CCC3CCCCN3)Cc3cccc([N+](=O)[O-])c3)cc2NC1c1ccccc1Cl
169.83,Cc1cc(N(c2cccc(Cl)c2)S(=O)(=O)c2ccc(S(=O)(=O)Nc3ccc([N+](=O)[O-])cc3)cc2)ccc1[N+](=O)[O-]
168.03000000000003,CC1CCCCN1S(=O)(=O)Nc1cccc(NC(=O)CN(c2cccc(Cl)c2)c2cc([N+](=O)[O-])ccc2[N+](=O)[O-])c1
191.1,COc1ccc(NC(=O)CCC2C(=O)NC3=C(C2=O)C(c2cccc(OOC(N)=O)c2)C(C#N)=C(C)N3)c(OC)c1
193.81,CC1CCC(NC(=O)C2=CCCC(C=O)=C2/C(O)=C(\NC(=O)c2cccc([N+](=O)[O-])c2)Nc2ccc([N+](=O)[O-])cc2)CC1
188.12,COC1=CC2C(=O)C(=O)C([C@@H](C)NC3=N[C@H](C(=O)C(=O)OCC(=O)Nc4ccc5c(c4)C(=O)CO5)C=N3)OC2=CC1
194.04,CCC(C)C(=O)C1=CC(Nc2ccc([N+](=O)[O-])cc2)C2=C(C(=O)C(C(=O)Nc3ccc(O)c(C(=O)[O-])c3)CN2)N1c1ccccc1
