QED_label_continuous,SMILES
0.5837990419261397,CCCC(c1ccco1)n1nnnc1SCc1cccc(Cl)c1
0.5117301992142598,CC(=O)c1c(C)oc2ccc(COC(=O)c3ccc4c(c3)OCCO4)cc12
0.6847272523439358,CN(CC(=O)CN(C=O)c1ccccc1)C(=O)c1cccc(Br)c1
0.708008770480604,COc1ccc(/C=C/C(=O)Nc2ccc3c(C)c(C)oc3c2)cc1
0.6125017114148729,COC(=O)c1ccccc1OCC(=O)c1ccc(Br)cc1
0.5929314719421186,O=C(COc1ccc([N+](=O)[O-])cc1)NCc1ccc(Br)c(Cl)c1
0.5810341228363964,Cc1ccc(NC(=O)CCC(=O)Nc2ccccc2[N+]=O)c([N+](=O)[O-])c1
0.6842281688495043,O=C(CCCCc1nc2ccccc2c(=O)[nH]1)Nc1ccccc1
0.5233730189734894,O=C(N/N=C/c1ccc(Br)cc1[N+](=O)[O-])c1ccccc1
0.6448649139523412,COc1ccc(NC(=O)[C@H](C)OC(=O)c2ccc(C(C)=O)cc2)cc1
0.5832629826976875,CCc1ccccc1NC(=O)CCCC(=O)c1ccc2ccccc2c1
0.6859605422318332,Clc1ccc(Cl)c(-c2noc(-c3ccccc3)n2)c1
0.6067912600331725,CNC(=O)c1ccc([N+](=O)[O-])c(NC(=O)C2CSC(c3ccccc3)C2)c1
0.5249496232970124,O=C(N/N=C/c1cccc([N+](=O)[O-])c1)c1ccccc1
0.6634922453190074,COCCCCNCc1ccc([N+]=O)o1
0.5894993588368886,COc1ccc(C(=O)NC(C)OC(=O)c2ccc(Cl)cc2Cl)cc1OC
0.6158441446086912,COC(=O)C(C)Sc1cnc2ccccc2n1
0.620525233235424,CCCC(=O)OCCC(=O)OCCC(=O)O
0.6530280114870262,O=C([NH+]CCOc1ccccc1Br)C1=CC=C[S-]1
0.6108887990628153,COc1ccc(/C=C(\C(=O)O)c2sc3c(c2C=O)CCCC3)c(OC)c1
0.6429200659737067,COc1cc(C(=O)NNC(=O)c2ccc(OC(C)C)cc2)cc(Br)c1O
0.6567931311545667,CN(C(=O)Nc1cc(Cl)ccc1Cl)c1cccc([N+](=O)[O-])c1
0.6117467760792297,Cc1ccc(C[S-]Cc2nc(-c3ccccc3Br)no2)cc1
0.761871055932865,CNC(=O)Cc1ccc(-c2cnc(-c3ccc(Cl)cc3Cl)nc2)o1
0.6541912749839944,COc1ccc(OCC(=O)Nc2cccc(Oc3ccc(C)cc3)c2)cc1
0.7072140071563104,CC(NC(=O)c1ccccc1)C(=O)c1ccc(-c2ccccc2)cc1
0.5145836574793833,COc1ccc(/C=C/c2cc(-c3ccccc3Cl)oc2C)cc1Cl
0.5612021832120856,O=C(COc1ccccc1OC(F)(F)F)c1ccc(C(F)(F)F)cc1
