MolWt_label_continuous,SMILES
297.35400000000004,Cc1ccc(OCC(=O)NC/C=C/c2ccccc2O)cc1
297.354,Cc1ccc(CNC(=O)COC(=O)c2ccc(C)cc2)cc1
297.398,Cc1ccc(NC(=O)CCCCOc2ccccc2)c(C)c1
334.75900000000007,O=C(CCOc1ccccc1Cl)NCc1ccc([N+](=O)[O-])cc1
332.227,CC(C)CC(=O)OCC(=O)NCCc1ccc(Cl)c(Cl)c1
307.4440000000001,CCCCCNC(=S)Nc1nc2ccccc2c(=O)s1
287.29,CC1Oc2ccccc2OC1C(=O)Nc1ccccc1F
297.354,Cc1ccc(C)c(NC(=O)COC(=O)Cc2ccccc2)c1
275.373,CCc1ccc(OCC(=O)NCc2cccs2)cc1
272.329,CC(=O)c1cnc(NC(=O)/C=C/c2ccccc2)s1
311.391,N#C[S-]c1ccc(C(=O)Nc2nc3ccccc3s2)cc1
314.725,CCCC(=O)OC(C)C(=O)Nc1ccc([N+](=O)[O-])c(Cl)c1
293.322,CCc1ccc(C(=O)COC(=O)c2ccc(C#N)cc2)cc1
310.349,CCc1ccc(/C=C/C(=O)OCC(=O)c2ccccc2O)cc1
266.3,Cc1ccc(CCC(=O)c2ccc3nonc3c2)cc1
310.40700000000004,c1ccc(-c2nnc(Nc3nc4ccccc4s3)s2)cc1
275.37699999999995,C=CCCCC(=O)NC1N=CC(Cc2cccs2)=N1
272.275,COC(=O)c1ccc(/C=C/c2ccccc2F)cc1O
267.266,CC(=O)n1cccc1-c1nnc(SCC(=O)O)o1
299.326,Cc1ccc(C(=O)NCCOC(=O)c2ccc(O)cc2)cc1
266.41,Cc1ccc(OCCNC(=S)NCC(C)C)cc1
337.231,N#Cc1ccc(SCC(=O)Nc2cc(Cl)ccc2Cl)cc1
290.34000000000003,O=C(CS(=O)(=O)c1ccccc1)OCc1ccccc1
260.249,Cc1ccc2cc(C(=O)CC(=O)NC(N)=O)oc2c1
304.729,CC(OC(=O)c1ccccc1Cl)C(=O)c1ccccc1O
303.745,CC(OC(=O)c1ccccc1Cl)C(=O)Nc1ccccc1
291.803,Cc1ccc(NC(=O)C[S-]c2ccccc2Cl)cc1
285.343,CCc1ccc(NC(=O)C(C)Oc2ccc(O)cc2)cc1
281.31100000000004,Cc1ccc(/C=C/C(=O)ONC(=O)c2ccccc2)cc1
299.754,NC(=O)OCCCCCCOC(=O)c1cccc(Cl)c1
322.45500000000004,CC1=CC(CNS(=O)(=O)NC/C=C/c2ccccc2)=C[S-]1
268.272,O=C(/C=C/c1ccccc1)Nc1cccc([N+](=O)[O-])c1
317.796,CCOc1ccc(C(=O)[NH2+]/N=C/c2ccc(C)c(Cl)c2)cc1
312.365,Cc1cc(C)c(OCC(=O)OCC(=O)c2ccccc2)c(C)c1
307.378,c1ccc2[nH]c(-c3ccc(OCc4nccs4)cc3)nc2c1
318.17,COC(=O)c1ccc(/C=N/c2ccc(Br)cc2)cc1
331.422,Cc1cccc(NC(=O)CSc2nnc(C3=CC=C[S-]3)o2)c1
310.80600000000004,Clc1ccccc1-c1noc([S-]CCC2CCCO2)n1
317.39500000000004,O=C(C[S-]c1nnc(-c2ccccc2)o1)NC1=C[S-]C=C1
289.718,Cc1ccc(C(=O)NOC(=O)c2ccccc2Cl)cc1
305.333,O=C(COC(=O)c1ccc2ccccc2c1)Nc1ccccc1
287.334,Nc1ccc(C2COC(c3ccccc3)C(O)C2)c(F)c1
288.30300000000005,COc1ccc(OCC(=O)N/N=C/c2ccc(C)o2)cc1
307.25600000000003,CCc1cc(CSc2ccccc2)ccc1Br
310.422,Cc1cccc(OCc2csc(NCc3ccccc3)n2)c1
306.70500000000004,COc1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)cc1
276.719,Cc1cccc(OC(=O)COc2ccc(Cl)cc2)c1
308.341,COc1ccc(-c2nc(NC(=O)c3ccc(C)cc3)n[nH]2)cc1
315.844,CCCCCOc1ccc(/C=N/Cc2ccc(Cl)cc2)cc1
265.298,Cc1nnc(NC(=O)c2ccc(C(N)=O)s2)n1C
318.76,COc1ccc(/C=N/OCC(=O)Nc2ccc(Cl)cc2)cc1
281.355,COc1ccc(/C=C/C(=O)Nc2ccc(C)c(C)c2)cc1
288.35,COc1ccc(/C=N/c2ccc(-c3ccncc3)cc2)cc1
346.224,COc1ccc(/C=C/C(=O)NCc2cccc(Br)c2)cc1
253.283,Nc1ccc(-c2nnc(SCCO)o2)cc1O
267.419,Cc1cc(SCC(=O)C2CCCS2)ccc1N
314.40600000000006,Cc1ccc(C(=O)OCC(=O)CSc2cccc(C)c2)cc1
293.4360000000001,CCCCCCNn1c(=O)[nH]c2c3c(sc21)CCCC3
278.13800000000003,O=C(/N=C/c1ccc(Cl)cc1)c1cccc(Cl)c1
313.209,O=C(CSc1ccccc1)Nc1ccc(Cl)c(Cl)n1
312.394,Cc1cccc(OCc2nnc(SCc3ccccc3)o2)c1
271.291,COc1cc(F)cc(NC(=O)/C=C/c2ccccc2)c1
314.797,O=C(/C=C/c1ccc(Cl)cc1)Nc1nc2ccccc2s1
303.3580000000001,O=C(/C=C/c1ccc2c(c1)OCCO2)NCCC1CCCO1
290.386,c1ccc(C[NH2+]Cc2ccc(Oc3ccccc3)cc2)cc1
287.70300000000003,CN(C)CNC(=O)COc1c(Cl)cccc1[N+](=O)[O-]
296.39500000000004,CCc1nnc(SCc2ccc(-c3ccccc3)cc2)o1
308.337,O=C(/C=C/c1ccc2c(c1)OCCO2)N/N=C/c1ccccc1
321.21400000000006,O=C(CSc1nnns1)Nc1ccc(Cl)cc1Cl
286.31600000000003,N#C/C=C/c1nnc(SCC(=O)Nc2ccccc2)o1
297.38300000000004,Cc1ccc(-c2csc(N/N=C/c3ccc(C)o3)n2)cc1
289.356,Cc1cc(CNCC(=O)O)c(C(=O)c2ccccc2)s1
287.38400000000007,Cc1ccc(NC(=O)CSc2ccc(O)cc2)c(C)c1
305.42800000000017,O=C(Sc1nc(-c2ccccc2)ns1)N1CCCCC1
301.773,CC(COc1ccc(Cl)cc1)COc1ccc(C#N)cc1
311.293,CC(=O)c1ccc(NC(=O)C2OC(=O)c3ccccc3O2)cc1
296.37000000000006,O=C(C[C@H](O)CCc1ccccc1)N/N=C/c1ccccc1
317.80100000000004,COc1ccc(Nc2nc(-c3ccc(Cl)cc3)ns2)cc1
287.74600000000004,COc1ccc(/C=C/N=C/c2ccc(Cl)cc2)cc1O
306.41200000000003,Cc1ccc(SCC(=O)NNC(=O)c2cccs2)cc1
298.30600000000004,Cn1c(CC(=O)Nc2ccccc2)nnc1Cc1cnon1
303.452,O=C(C[S-]c1ccccc1)NCC[S-]c1ccccc1
297.398,Nc1cccc(OCCCCC2COc3ccccc3C2)c1
289.28700000000003,CCOC(=O)CNC(=O)Cc1coc2ccccc2c1=O
319.71900000000005,O=C(/C=C/c1ccc(F)cc1)NC(=O)Oc1cccc(Cl)c1
273.079,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cnon1
330.59800000000007,COc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1Cl
317.7320000000001,O=C(CN1ON=C(c2ccccc2)O1)Nc1cccc(Cl)c1
296.153,O=C(COc1cccc(Cl)c1)Nc1ccc(Cl)cc1
245.282,CCCNC(=O)Cc1nc(-c2ccccc2)no1
286.718,Cc1ccc(On2cnc3cc(Cl)ccc3c2=O)cc1
290.721,COc1ccc(C(=O)/C=C/c2ccc(F)cc2Cl)cc1
290.16,O=C(Cc1ccccc1)Nc1ccc(Br)cc1
316.744,Cc1ccc(/C=C/C(=O)Nc2ccc([N+](=O)[O-])c(Cl)c2)cc1
301.773,CCc1ccc(NC(=O)CC(=O)c2ccc(Cl)cc2)cc1
294.42300000000006,Cc1ccc(CNc2nc(-c3ccc(C)cc3)cs2)cc1
285.94500000000005,O=C(/C=N/Cl)Nc1cc(Cl)c(Cl)cc1Cl
326.24800000000016,O=C(Nc1cccc(Cl)c1)c1sc2c(c1Cl)CCCC2
264.28000000000003,O=c1c(/C=C/c2ccccc2)c(O)oc2ccccc12
315.79999999999995,CCOc1ccc(/C=C/CNC(=O)c2ccccc2)cc1Cl
315.41900000000004,O=C(CSc1nc2ccccc2s1)C(O)c1ccccc1
288.372,Cc1ccc(C(=O)Nc2nc3c(s2)CC(O)CC3)cc1
318.40100000000007,c1ccc(C[S-]c2nnc(-c3ccc4ccccc4c3)o2)cc1
324.243,O=C(CCC1=CC=C(Br)[S-]1)NCc1ccccc1
336.78200000000004,O=C(Nc1ncc(/C=C/c2ccccc2)nn1)c1ccc(Cl)cc1
298.34200000000004,Cc1ccc(C(=O)NNC(=O)COc2ccccc2C)cc1
296.322,CCOC(=O)c1ccc(/C=C/C(=O)/C=C/c2ccco2)cc1
323.348,CC(C)C(=O)Nc1ccc(/C=C2/OC(=O)c3ccccc3O2)cc1
300.333,CCc1ccccc1NC(=O)CO/N=C/c1ccccc1F
306.134,O=C(/N=C/c1ccc(Br)c(F)c1)c1ccccc1
303.789,COc1ccccc1CN(C)CC(=O)c1ccc(Cl)cc1
289.13199999999995,O=C(/N=C/c1cccc(Br)c1)c1cccnc1
258.41,C[S-]c1ccc(C[NH2+]CCc2ccccc2)cc1
289.762,Cc1cc(Cl)ccc1OC(C)C(=O)Nc1ccccc1
276.787,Clc1cccc(C[NH2+]CCCOc2ccccc2)c1
294.713,[NH2+]C(Oc1ccccc1F)C(=O)Nc1ccc(Cl)cc1
292.63800000000003,O=[N+]([O-])c1ccc(-c2nnc(-c3cnco3)o2)cc1Cl
283.762,N#Cc1c(/N=C/c2ccc(Cl)cc2)[nH]c2c1CCCC2
322.19100000000003,COc1ccc(/C=N/CC(=O)c2ccc(Cl)cc2Cl)cc1
309.818,Cc1ccc(S(=O)(=O)NCCc2ccc(Cl)cc2)cc1
323.8,O=C(CSc1ccc(Cl)cc1)[NH2+]/N=C/c1cccc(F)c1
269.329,Nc1ccc([S-]c2noc(-c3ccccc3)n2)cc1
314.4100000000001,COc1ccc([S-]CC(=O)N/N=C/c2ccc(C)cc2)cc1
289.76200000000006,Cc1ccc(NC(=O)COc2ccc(Cl)cc2)cc1C
296.39500000000004,CCc1ccc2nc(/N=C(\O)c3ccc(C)cc3)sc2c1
297.373,C/C(=C\c1cccc(C)c1)CCC(=O)Nc1ccc(F)cc1
305.83000000000004,O=C(NCCC[S-]c1ccc(Cl)cc1)c1ccccc1
297.13700000000006,COc1cc(-c2ccc(C(=O)O)cc2)c(Cl)cc1Cl
257.68,Clc1ccc(-c2nnc(-c3ccncc3)o2)cc1
297.398,CCCOc1cccc(C(=O)CNc2ccc(C)c(C)c2)c1
279.336,CCCCNC(=O)CCOC(=O)c1ccccc1OC
259.22099999999995,O=c1[nH]cc(/C=C/c2ccc([N+](=O)[O-])cc2)c(=O)[nH]1
302.761,Cc1cccc(/C=N/NC(=O)COc2ccc(Cl)cc2)c1
292.79100000000005,O=C(C[S-]c1ccccc1)NNc1cccc(Cl)c1
314.4100000000001,COc1ccc(/C=N/NC(=O)c2cc3c(s2)CCCC3)cc1
304.34900000000005,COc1ccc(/C=N/c2ccc(/C=C/c3ccno3)cc2)cc1
291.69,O=C(COc1ccc(Cl)cc1[N+](=O)[O-])c1ccccc1
312.34000000000003,Cc1ccc(CC(=O)OCC(=O)/C=C/c2ccc(F)cc2)cc1
275.76,O=C(NC(=S)c1ccccc1)c1cccc(Cl)c1
287.74600000000004,CCOc1ccc2nc(Cc3cccc(Cl)c3)oc2c1
312.394,COc1ccc(-c2nnc(SCc3ccc(C)cc3)o2)cc1
296.278,COc1cccc(C(=O)c2coc3cccc(O)c3c2=O)c1
283.327,COC(=O)c1ccc(CCNC(=O)c2ccccc2)cc1
266.3879999999999,Cc1cc(/C=C/c2ccc(C3CCCCC3)cc2)n[nH]1
285.303,Cc1cn(C2CC2)nc1C(=O)Nc1ccc(C(=O)O)cc1
298.81000000000006,OCCCCCOC1CCC(c2ccc(Cl)cc2)OC1
263.33699999999993,CCCOc1ccc(NC(=O)C(=O)CC(C)C)cc1
287.362,COc1ccc(/C=N/c2ccc(-c3ccccc3)cc2)cc1
