MolWt_label_continuous,SMILES
354.3810000000001,CCn1cc(COC(=O)CC(=O)Nc2ccccc2F)c2ccccc21
366.598,O=C(/C=C/c1cc(Cl)cc([N+](=O)[O-])c1)c1ccc(Br)cc1
330.3650000000001,COc1cccc2c1SC(Nc1ccc([N+](=O)[O-])cc1)CC2=O
391.9050000000001,COc1ccccc1-c1nnc(SCC(=O)Nc2ccccc2Cl)s1
355.35,CC(=O)c1cccc(NC(=O)CCC(=O)Nc2cccc([N+](=O)[O-])c2)c1
338.19000000000005,Cc1cccc(Cl)c1C(=O)OCC(=O)Nc1ccc(Cl)cc1
339.41600000000005,CC(C)OC(=O)c1ccc(NC(=O)c2cc3ccccc3s2)cc1
356.49100000000004,C[C@H](NC(=O)CSCC(=O)NCCc1ccccc1)c1ccccc1
375.906,Cc1ccc(-c2nc(NC(=O)CSc3ccc(Cl)cc3)ns2)cc1
365.4770000000001,CC(C)c1ccc(CCNc2nc3cc4ccc(F)cc4nc3s2)cc1
334.3550000000001,CC1C(=O)N=C(c2cccc([NH+]=O)c2)C=C1NC(=O)c1ccccc1
350.469,CC(C)CNC(=O)CSc1nnc(NC(=O)c2ccccc2)s1
378.9250000000002,Cc1ccc(S(=O)(=O)NC2CCN(c3ccc(Cl)cc3C)CC2)cc1
370.4740000000001,CCc1ccc(NC(=O)CSCC(=O)NC(=O)c2ccc(C)cc2)cc1
361.2320000000001,CCn1c(NC(=O)c2ccc(Cl)cc2)nnc1-c1ccccc1Cl
350.20100000000014,Cc1ccc(NC(=O)/C=C/c2cc3c(cc2Cl)OCO3)cc1Cl
361.85,Cc1csc2c1C(=O)CC(C(=O)CC(=O)Nc1ccc(Cl)cc1)C2
337.40000000000003,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)c1ccccc1
368.8450000000001,Cc1csc(-c2ccc(C3=NO/C(=C\c4cccc(Cl)c4)O3)cc2)n1
324.38000000000017,O=C(COc1ccccc1)NNC(=O)c1ccc2c(c1)CCCC2
347.39200000000005,CCOc1ccc(/C=C/C(=O)Nc2ccc(S(=O)(=O)O)cc2)cc1
353.759,O=C(COc1ccc(Cl)cc1C(=O)[O-])OCC(=O)c1ccsc1
367.43,Cc1cccc(C(=O)OCC(=O)Nc2nnc(Cc3ccccc3)s2)c1
374.44000000000005,COc1cccc(/C=N/NC(=O)c2ccc(OCc3ccc(C)cc3)cc2)c1
337.33500000000004,CC(=O)c1ccc(/C=N/NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)cc1
353.447,CC(C)c1ccc(NC(=O)CSc2nc(-c3ccccc3)no2)cc1
354.43100000000004,Cc1ccc(-c2nnc(SCC(=O)COc3cccc(C)c3)o2)cc1
373.36800000000005,O=C(N/N=C/c1cc2nc(-c3ccccc3)oc2c(O)c1O)c1ccccc1
356.47200000000004,COC(=O)c1ccc(Nc2cc3cc([S-]C)ccc3[nH]c2=S)cc1
364.852,C[NH+](Cc1ccccc1Cl)Cc1coc2cc3ccccc3cc2c1=O
379.27900000000005,COc1ccc(SCC(=O)N/N=C/c2ccc(Br)cc2)cc1
342.7340000000001,CC(=O)Oc1ccc2cc(C(=O)c3ccc(Cl)cc3)c(=O)oc2c1
350.422,CCCc1cccc(NC(=O)CCCn2nnc3ccccc3c2=O)c1
