QED_label_continuous,SMILES
0.6923811615803239,Cc1cccc(C(=O)C[NH2+]Cc2cc3ccccc3[nH]2)c1
0.853356702358643,O=C(COC(=O)c1ccc2c(c1)OCO2)NCc1ccccc1
0.8470098521077495,CCCc1cc(C)cc(OCC(=O)NCc2ccccc2)c1
0.7158265744665182,O=C1CC(=O)N(c2ccc(Br)cc2)C1
0.7122355700418505,C/N=C(/c1ccccc1)c1ccc(NC(=O)c2ccccc2)cc1
0.9092012616552652,N#Cc1ccc(NC(=O)COc2ccccc2)cc1
0.7700496196077452,CNC(=O)OCCOc1ccccc1OC
0.6592426101303444,Cc1cccc(OCC(=O)[NH2+]OC(=O)/C=C/c2ccc(C#N)cc2)c1
0.8811247286072149,O=C(COc1ccccc1Br)NCCc1ccccc1
0.6987465012178532,Cn1c(SCC(=O)Nc2ccccc2Br)nc2ccccc21
0.7445851232525608,COc1ccc(NC(=O)[C@@H](C)OC(=O)c2cccc3c2OCO3)cc1Br
0.7175392956402262,O=c1oc2ccccc2cc1CC[NH+]1CCN(c2ccccc2Cl)CC1
0.7616116276436938,O=C(OCC1=NC(=O)C(COc2ccccc2)O1)c1ccccc1
0.76867273440584,CC(=O)COc1ccc(C(=O)Nc2ccc(Br)cc2)cc1Br
0.8091504531735695,CCCOc1ccc(C[NH+]C(C)(C)C)cc1
0.7242390883156086,COc1ccc2oc3cc(C(=O)O)ccc3c(=O)c2c1
0.843372771721528,CC(CC(=O)N1CCC2=Nc3ccccc3C(=O)C2C1)c1ccccc1
0.7709927330642437,CCC(C)CCNCc1ccc(Br)cc1
0.7319572185070725,Cc1ccc(C(=O)Nc2ccc(OCc3ccccc3)cc2)cc1
0.6721420775207843,COc1ccc(NC(=S)NC(=O)/C=C/c2ccccc2)cc1
0.7220183861620599,O=C(CNC(=O)c1ccccc1)NCCCOc1ccc(Cl)cc1
0.8678810649562468,Cc1cccc(CCNC(=O)COc2ccc(Br)cc2)c1
0.8037846756720401,COc1ccccc1OCc1ccc(F)cc1
0.8872199141657406,COc1ccc(NC(=O)COc2ccc(OC)cc2)cc1
0.8372214567748592,COc1ccc(C(=O)NNC(=O)c2ccc(Br)cc2)cc1
0.6811170474003226,Fc1cccc(OCc2nnc(COc3ccc(Cl)cc3)o2)c1
0.7519547989813377,O=C(COc1cccc(F)c1)Nc1ccc2oc(=O)ccc2c1
0.8357922549612,O=C(COc1cccc(Cl)c1)NC(=O)Nc1ccc(Cl)c(Cl)c1
0.5847970766019565,O=C(Nc1nc(-c2ccc([N+](=O)[O-])cc2)ns1)c1ccco1
0.825804411907737,Cc1ccc(NC(=O)CSc2nnc(N)n2C)cc1
0.6745421484364059,O=C(O)C(=O)Cc1ccccc1
