HBA,SMILES
2.0,C[NH+](CC(=O)Nc1ccccc1)CC(=O)Nc1cccc(Br)c1
3.0,COc1ccc2c(c1)CCN(CC(=O)Nc1ccc(F)cc1)C2
3.0,O=C(Nc1ccc(Cl)cc1)Nc1nc(/C=C/c2ccccc2)cs1
3.0,CCCCC(=O)NNC(=O)/C=C/c1ccc(C(C)=O)cc1
3.0,O=C(/C=C/c1cccc([N+](=O)[O-])c1)NCCc1ccccc1
4.0,Oc1ccc(Oc2ccc3c(c2)OCCO3)cc1
4.0,COC(Cl)C(=O)O/N=C\Cc1ccccc1
3.0,C/C(=N\c1ccccc1)NC(=O)c1ccc(N)cc1
3.0,N#[N+]c1ccc(Cc2ccccc2)c([N+](=O)[O-])c1
2.0,O=C(COc1cc(F)ccc1F)Nc1ccc(Cl)c(Cl)c1
3.0,CCNNC(=S)N/N=C/CCc1ccccc1
3.0,O=C(COC(=O)/C=C/c1ccccc1)Nc1cccc(F)c1F
3.0,CC(N)NCC/N=C/c1ccc(F)cc1
3.0,Cc1cccc(OCC(=O)N/N=C/c2cccc(Br)c2)c1
1.0,C(=N/c1ccc2c(c1)[nH]c1ccccc12)\c1ccccc1
1.0,Cc1ccc(NC(=O)/C=C/c2ccccc2)cc1Cl
3.0,COc1ccc(Br)cc1C(=O)Nc1ccc2occc2c1
4.0,CCCCOCC(O)OCN(C)c1ccccc1
3.0,CC(CCc1ccccc1)OC(=O)COc1ccc(Cl)cc1
2.0,CC(C)CNCCCCOc1ccc(Br)cc1
2.0,COc1ccc(CCCNC(F)(F)F)cc1
2.0,CCc1cc(C(=O)/C=C/c2ccc(OC)cc2)c[nH]1
2.0,O=C(N/N=C/c1ccccc1)c1ccccc1
2.0,COc1cc(Cl)ccc1CNCCCl
3.0,Cc1cccc(NC(=O)c2ccc(/C=N/N=C/c3ccccc3)cc2)c1
4.0,Cc1ccc(C(=O)OC(C)C(=O)Nc2ccc3c(c2)CCO3)cc1
2.0,Cc1cccc(C)c1NC(=O)c1ccc(NC(=O)c2ccc(Br)cc2)cc1
2.0,Brc1cccc(/C=C/c2ccc3c(c2)OCCO3)c1
3.0,C/C=C/N=N/OCCCC
2.0,O=C(Nc1cccc(OCc2ccccc2)c1)c1ccccc1Cl
2.0,O=c1cc(-c2cccc(CO)c2)[nH]c2ccc(F)cc12
3.0,O=C(COc1ccc(C(F)(F)F)cc1)N/N=C/c1ccc(Cl)c(Cl)c1
3.0,Cc1ccc(C(=O)C(C)OC(=O)c2ccc(Cl)cc2)cc1
2.0,O=C(/C=C/c1ccccc1F)N/N=C/c1cccc(Br)c1
1.0,CC[C@H](C)c1ccc(NC(=[SH+])NC(=O)/C=C/c2ccccc2Cl)cc1
3.0,CCOCCCCN1CC(C)OC(C)C1
1.0,CCCCc1ccc(C(=O)NCC[NH+](C)C)cc1
2.0,Cc1ccc(-c2ccc(-c3cc(-c4ccccc4)[nH]n3)o2)cc1
1.0,Cc1ccc(NC(=O)c2c(Cl)cc(Cl)cc2Cl)cc1
3.0,Cc1cccc(NC(=O)/C=C/c2ccc(OC3CCCO3)cc2)c1C
2.0,CCc1ccccc1NC(=S)N/N=C/c1ccccc1
3.0,O=C(/C=C/c1ccccc1)NC(=O)c1cccs1
2.0,COc1cccc(C[NH+]2CCCN(C(=O)c3ccc4cccc(F)c4c3)C2)c1
3.0,CN(CC(=O)Nc1cc(F)ccc1F)C(=O)c1ccc(C#N)cc1
3.0,COC(=O)CC/N=C/N1CCCCC1
2.0,C(=N/NCCCc1ccccc1)\c1ccccc1
3.0,COc1ccc(OCCCCCCO)cc1
3.0,COc1ccc(/C=N/N/C=C/c2ccccc2)cc1Br
2.0,Cc1ccc(NC(=O)CCSC(F)(F)F)cc1
3.0,COC(=O)c1ccc(-c2cccc(OC)c2)cc1C
4.0,O=C(/C=C/c1cccc(O)c1)NC1COc2ccccc2O1
1.0,Cc1ccc(NC(=[SH+])N2CCN(c3ccccc3)CC2)cc1
3.0,O=C(COc1ccccc1Br)N/N=C/c1ccccc1
2.0,Clc1ccc(COc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1
2.0,O=C(/C=C/c1ccc(Br)o1)NCCCc1ccc(Cl)cc1
4.0,O=C(/C=C/c1ccccc1)OC(=O)c1cc2ccccc2o1
3.0,CCCONC(=O)COc1ccccc1Br
3.0,CCOC(=O)CCCOc1ccc(-c2ccc(C)c(C)c2)cc1
3.0,CCC(NC(=O)/C=C/c1ccc2c(c1)OCO2)c1ccccc1C
1.0,c1ccc(C[NH2+]OCc2ccccc2)cc1
1.0,COc1ccc(/C=C/c2ccc(Br)cc2)cc1
3.0,O=C(NCc1ccc(Cl)cc1)c1ccc(Nc2ccc(F)cc2)o1
3.0,CCC(C(=O)NCc1ccc2c(c1)SCCCO2)C(C)C
4.0,C(=C/c1ccccc1)\CCCSc1nn[nH]n1
3.0,COc1cccc(NC(=O)CCC(=O)Nc2ccc(Cl)cc2)c1
3.0,O=C1CC(CCCOc2ccccc2Cl)=Nc2ccccc21
2.0,O=C(Cc1ccccc1)Nc1ccc(C(=O)NC2CCCC2)cc1
4.0,Cc1ccc(S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2)cc1[N+](=O)[O-]
3.0,COc1ccc2c(c1O)C(=O)C[NH+](Cc1ccccc1)C2
3.0,COc1ccc(OC(=O)c2cccc(I)c2)cc1
2.0,COc1ccc(/C=C/C(=O)Nc2ccccc2F)cc1
3.0,O=C(Oc1ccccc1Br)c1ccc(-c2ccccn2)cc1
2.0,O=C(CC[NH2+]Cc1ccccc1)NC(=O)c1ccccc1
2.0,CC(C)c1cc(/C=C/C(=O)NCCCCC2CCCCC2)[nH]n1
4.0,CCCSNc1ncn[nH]1
3.0,CN(CCC1CCCN(c2ccccc2)C1)C(=O)C1=CC=C[S-]1
3.0,Cc1ccc(N2CC(C(=O)Nc3ccccc3)OC2=O)cc1
3.0,COc1cc(Cl)ccc1C(=O)NN/C=C/c1ccc(Br)cc1
3.0,COc1cc(F)ccc1NC(=O)c1cc2ccc(C)cc2o1
1.0,O=C(/C=C/c1ccccc1)c1ccc(/C=C/Br)cc1
4.0,Cc1ccc(OCCCNCc2ccc3c(c2)OCO3)cc1C
3.0,C=CCNC(=O)COC(=O)c1ccccc1
1.0,CCC(=O)Nc1ccc(/C=C/c2ccc(-c3ccccc3)cc2)cc1
3.0,COc1ccc(NC(=[SH+])NC(=O)COc2ccc(Br)cc2Br)cc1
1.0,CCCCCC(=O)c1[nH]c2c(c1Cl)CCC(C)C2
3.0,O=C(CC1CCO1)NNC(=O)c1ccc(Cl)cc1
3.0,N#Cc1cc(-c2csc(Br)c2)ccc1NC(=O)c1ccccc1
4.0,O=C(COc1ccc(-c2ccccc2)cc1)N/N=C/c1ccncc1
2.0,Cc1ccc(NC(=O)c2ccc(-c3nc4ccccc4[nH]3)cc2)cc1
3.0,COc1ccc(OC(C)C(=O)Nc2ccccc2Br)cc1
4.0,Cc1ccc(/C=C/C(=O)CNC(=O)c2ccc(O)cc2)o1
3.0,COc1ccc(/C=N/NC(=O)Cc2ccc(Br)cc2)cc1
2.0,CCCC1=NC(=O)C(C(=O)O)=C1
3.0,O=C1OC(c2ccccc2)C/C1=C(\O)c1ccc(Br)cc1
3.0,O=C(NCc1ccc(-c2ccc(Cl)cc2[N+](=O)[O-])cc1)c1ccccc1
3.0,O=C(C[S-]c1ccccc1)NC(=O)Cc1cccc(F)c1
4.0,O=C(/C=N/N=C/C(=O)Nc1ccc(Cl)cc1)C/C=C/c1ccccc1Cl
4.0,c1cc(CC2NCCc3cc4c(cc32)OCCO4)ccn1
2.0,OCC(CCc1ccc(Cl)cc1)OCc1ccccc1
3.0,COc1ccc(CNS(=O)(=O)/C=C/c2ccc(Cl)cc2)cc1Cl
3.0,CCOC(=O)c1ccc(C(=O)Nc2ccccc2F)cc1
1.0,Cc1cc(Cl)c(OCC/C=C/c2ccc(Br)cc2)c(Br)c1
3.0,COc1ccc(/C=N/NC(=S)Nc2ccc(Br)cc2)cc1
2.0,CCCNC(=S)NC(=O)/C=C/c1ccccc1
3.0,COc1cccc(/C=C/C(=O)NNC(=O)c2ccc(Br)cc2)c1
3.0,O=C(CCCc1c[nH]c2ccccc12)NCCc1ccc2c(c1)OCO2
3.0,O=C(COc1ccc(F)cc1)N/N=C/c1ccccc1Br
2.0,CC(=O)c1ccc(OCc2cc(-c3ccccc3Cl)c[nH]2)cc1
3.0,O=C(NCCCc1ccccc1)N/N=C/c1ccco1
3.0,O=C(Nc1cc2ccccc2oc1=O)c1ccc(F)cc1Cl
3.0,Cc1cc(/C=N/NCC2CO2)ccc1Br
3.0,COc1ccc(/C=C/c2ccc(OC)c(Cl)c2)c(OC)c1
2.0,CCCCCSOC
3.0,Cc1cc(C)c(NC(=S)N/N=C/c2ccccc2)c(O)c1
4.0,O=[N+]c1c(Cl)cccc1NC(=O)C1CCCCN1
3.0,CN(C)Cc1ccc(OCCC#N)cc1
2.0,Cc1ccccc1NC(=O)CN1CCC(c2ccccc2)=CC1=O
3.0,O=C(N/N=C/c1ccc(OCc2ccccc2)cc1)c1ccccc1
3.0,Cc1ccc2c(C)c(C(=O)Nc3cccc(Oc4ccccc4)c3)oc2c1
4.0,O=C(CC1=CC2OCOC2C=C1)N/N=C/c1ccc(F)cc1
3.0,O=C(CN1C(=O)N/C(=C\c2ccccc2)C1=O)Nc1ccccc1
