TPSA_label_continuous,SMILES
66.48,O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)Nc1ccccc1Cl
78.46,COc1ccc(/C=C/C(=O)Nc2ccc(C(=O)[O-])cc2)cc1
55.400000000000006,O=C1CC(C(=O)NCCc2cccs2)Oc2ccc(C(F)(F)F)cc21
53.08,Cn1c(COc2ccc(Cl)cc2Cl)nnc1SCc1ccco1
72.47,CCCNC(=O)COC(=O)C(=O)CCc1ccccc1
70.67,Cc1cc(C)c2sc3nc(SCC(=O)Nc4ccccc4)[nH]c3c2n1
50.69,COc1ccc(/C=N/NC(=O)c2cccs2)cc1
71.06,COc1ccc(OCC(=O)COC(=O)COc2ccccc2C)cc1
51.22,COc1ccc(NC(=O)CSc2cc(Cl)c3cc(Cl)ccc3n2)cc1
71.95,CCOc1ccc(/C=N/NC(=O)CNc2ccccc2)cc1OC
57.120000000000005,COc1ccc(P(=O)(OC)O/N=C/c2ccccc2)cc1
69.15,COc1ccc(Br)c(/C=N/NC(=O)c2ccc3c(c2)OCCO3)c1
64.11,C[C@@H](OC(=O)c1cccc(Br)c1)c1nnc(Nc2cccc(Cl)c2)s1
73.86,COc1ccc(NC(=O)COC(=O)COc2cccc(Br)c2)cc1
58.010000000000005,Brc1ccc(/N=C/C2=NNON2)cc1
76.99,CCCCCCOC(=O)/C=N/NC(=O)c1ccc(OC)cc1
56.790000000000006,CC(OCCc1ccccc1)C(=O)Nc1ccc2c(c1)OCO2
72.83000000000001,COc1cc(S(=O)(=O)c2ccc(C)c(C)c2)cc(O)c1OC
78.27000000000001,COc1ccc(OCC(=O)NCCc2nnc(C)n2-c2cccc(Cl)c2)cc1
52.61,COCC(CNc1nc(-c2ccc(OC)cc2)cs1)OC
55.400000000000006,CCOc1ccccc1S(=O)(=O)NC/C=C/c1ccc(Br)cc1
56.48,O=c1cc(-c2ccccc2)nc2n1N=C(COc1ccccc1)[S-]2
54.02,O=C(CNCCSC(F)(F)F)Nc1ccccn1
67.43,O=C(COC(=O)Nc1ccc(Br)cc1)Nc1ccccc1Cl
73.44,COc1ccc2nc(COc3ccccc3OC)[nH]c(=O)c2c1
50.69,COc1ccccc1/C=N/NC(=O)c1cc(Br)ccc1F
59.07000000000001,Cc1nnc(NC(=S)NCCOc2ccccc2Cl)s1
54.88,O=C(CSc1nccc(-c2ccccc2)n1)Nc1ccc(Cl)c(Cl)c1
64.63,COC(=O)c1ccc(NC(=O)c2ccc(SC)cc2)c(OC)c1
68.28999999999999,O=C(COc1cnc2ccccc2c1)CC(=O)NCc1ccccc1Br
72.19,NC(=O)c1ccc(C(=O)Nc2ccc(Br)cc2)cc1
78.00999999999999,Cc1c(C(=O)c2ccccc2O)n[nH]c1NCc1ccccc1
52.21,O=c1oc2cc(Sc3ccccc3Cl)ccc2c(=O)n1-c1ccccc1Cl
51.47,COc1ccc2oc(CSCC(=O)Nc3ccc(Cl)cc3)cc2c1
79.77,O=C1C(=O)N(C[NH2+]Cc2nc3c(s2)CCCCC3)c2nc3ccccc3cc21
67.43,COc1ccc(/C=C/CNC(=O)CNC(=O)c2ccc(Cl)cc2)cc1
54.88,O=C(Nc1nc(-c2ccc(Br)cc2)ns1)c1ccccc1
75.06,CCn1c(CCn2ncn3c(COC)nnc23)nc2ccccc21
71.95,COc1cc(/C=N/NC(=O)NC(C)C)cc(Br)c1Oc1ccc(C)cc1
68.53999999999999,O=C(NCOC(=O)c1cc2c(o1)CCCC2)c1ccccc1
72.83000000000001,CC(Oc1ccc(O)cc1Br)C(=O)OCC(=O)c1ccc(F)cc1
72.18,Cc1ccc(NC(=O)CSCc2ncnn3c(Cl)cnc23)cc1
50.69,O=C(COc1ccccc1)N/N=C/c1ccccc1
55.400000000000006,O=C(COC(=O)/C=C/c1ccc(Br)cc1)NC1=CC=C2C=CCC=C2C1
76.26,O=[N+]([O-])c1ccc(/C(O)=C/c2nc3ccccc3s2)cc1
59.28,Cn1c(SCC(=O)N/N=C/c2ccccc2)nc2ccccc21
72.95,O=c1c(Br)ccc2n1CC(c1nc(Nc3ccccc3)no1)C2
77.25,COc1ccccc1NC(=O)Cc1nnc(-c2cccc(Br)c2)o1
