rotatable,SMILES
5.0,COc1ccc([N+](=O)[O-])c(-c2cnc(Nc3ccccc3C)o2)c1
3.0,O=C(N/N=C/c1cccc(O)c1)c1ccccc1O
4.0,O=C(COC(=O)Nc1cccc2ccccc12)NC1=CC2OCOC2C=C1
4.0,O=C(/C=C/c1ccccc1)N/N=C/c1ccccc1
5.0,COc1ccc(Cc2cc(C=O)c(OC)cc2Br)cc1
4.0,CNC(=O)c1cccc(NS(=O)(=O)c2ccccc2C)c1
5.0,O=C(OCc1ccco1)c1cccc(S(=O)(=O)c2ccccc2)c1
4.0,O=C(C/N=C/C1=CC=C2C=CCC=C2C1)Nc1ccccc1F
3.0,O=C(/C=C/c1ccccc1)NNC(=O)c1ccccc1
3.0,O=C(N/N=C/c1ccccc1F)c1cc2cc(Br)ccc2oc1=O
2.0,Cc1ccccc1C1CC(=O)c2cc(-c3ccc(Cl)cc3)cc(Br)c2O1
3.0,Oc1ccc(-c2noc(Cc3ccccc3)n2)cc1O
4.0,O=C(COc1ccc(Br)cc1Br)c1ccc[nH]1
3.0,O=C(N/N=C/c1ccccc1)c1ccccc1
2.0,COC(=O)CC1C(=O)Nc2cc(F)ccc2C1=O
5.0,Cc1cccc(CN(C)CC(=O)Nc2ccc(Br)o2)c1
3.0,O=C(Cn1cnc2c3ccccc3cnc21)c1cccc(Br)c1
3.0,O=C(COC(=O)N1C(=O)c2cccc3cccc1c23)Nc1ccccc1
4.0,COc1ccc(/C=C/c2nc(-c3ccc(Br)cc3)co2)cc1
4.0,Cc1ccc(C(=O)N/N=C/c2ccc(N(C)C)c(O)c2)cc1
3.0,Cc1ccc(NC(=O)/C=C/c2cc(Cl)ccc2Cl)cc1
5.0,O=C(CCn1[nH]c(=O)c2ccccc2c1=O)Nc1ccccc1C(=O)[O-]
3.0,Cc1ccc(C(=O)Nc2ccc(-c3ccccc3Cl)cc2)cc1
3.0,O=C(NCc1ccc(F)cc1)NNC(=O)c1c(F)cccc1Br
3.0,O=C(Cc1n[nH]c(=S)s1)c1cc2ccccc2o1
4.0,COc1ccc(/C=C/c2nc3ccccc3[nH]2)cc1OC
5.0,O=C(O)c1ccc(/C=N/NC(=O)c2ccc3ccccc3c2C(=O)O)cc1
3.0,Cc1cccc(NC(=O)NCc2nc3ccccc3c(=O)[nH]2)c1
4.0,Cc1cc(Oc2ccccc2)ccc1NC(=O)c1cccc(O)c1
4.0,COc1ccc(CNc2cc(=O)c3ccccc3[nH]2)cc1
3.0,O=C(Nc1ccc(Br)cc1)C1CC=C(c2ccccc2)OC1
2.0,Cc1ccc(NC(=O)c2ccc3c(=O)c4ccccc4oc3c2)cc1
4.0,Cn1c(CSc2nc(-c3ccccc3)cs2)nc2ccccc21
3.0,Fc1cc(Cl)cc(OCc2nc3cccc(F)c3o2)c1Cl
4.0,O=C(/C=C\c1ccco1)/N=C/c1ccccc1[N+](=O)[O-]
5.0,CCc1ccccc1NC(=O)COc1cc2ccccc2oc1=O
4.0,O=C(COc1cc(Cl)ccc1F)Nc1ccc(F)cc1F
4.0,Cc1c(Cl)cccc1OC(=O)/C=C/c1ccc([N+](=O)[O-])cc1
5.0,COc1c(Br)cc(/C=C/C(=O)Nc2ccccc2F)c(O)c1OC
3.0,Cc1ccccc1OC(=O)C(=O)Nc1cccc([N+](=O)[O-])c1
2.0,Cc1cccc(N2Cn3nc(-c4ccc(Cl)cc4)nc3CC2=O)c1
4.0,O=C(C[S-]c1nc2ccc(Br)cc2[nH]1)Nc1ccccc1Cl
4.0,Cc1ccccc1NC(=O)COC(=O)Nc1ccc(Br)cc1Cl
4.0,Cc1cccc(NC(=O)NCC(=O)Nc2ccc(C(F)(F)F)cc2Cl)c1C
5.0,N#CSc1ccccc1NC(=O)COc1ccc(Cl)cc1Br
3.0,O=C(O)Nc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2F)cc1
4.0,O=C(CCN1C(=O)C2=CC(Cl)=CCC2C1=O)Nc1cc(F)c(F)c(F)c1
4.0,O=C(/C=C/c1ccco1)NNC(=O)c1ccc(N2CCCC2)cc1
3.0,O=C(/C=C/c1ccccc1Br)Nc1cccc(I)c1
2.0,Oc1ccc(/C=N/[n+]2ccccc2)cc1
3.0,O=C(NC(=S)N/N=C/c1ccco1)c1ccc(Cl)cc1
5.0,CCOc1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1
3.0,O=Cc1cc(Cl)cc(NC(=S)NC(=O)c2ccccc2Cl)c1
2.0,Cc1cccc(S(=O)(=O)c2cc3ccc4ccccc4c3oc2=O)c1
3.0,COc1cccc(C(=O)Nc2ccc3c(c2)-c2ccccc2C3=O)c1
4.0,O=C(COC(=O)c1cc2ccccc2oc1=O)c1ccc(O)cc1
3.0,O=C(NC(=S)Nc1ccccc1F)c1ccc([N+](=O)[O-])o1
3.0,Cc1cccc(/C=C/C(=O)NNC(=O)c2ccccc2O)c1
4.0,Cc1cc(NC(=O)COc2ccc(N)c(C)c2C)ccc1Cl
4.0,O=C1COc2ccc(C(=O)OCC(=O)c3ccccc3Cl)cc2O1
3.0,O=C(Nc1ccc(C(=O)O)cc1)C1=CC=C2C=CCC=C2C1
4.0,O=C(COc1ccc2cc(O)ccc2n1)Nc1ccc(F)cc1
4.0,O=C(COC(=O)C1C=Cc2ccccc2O1)c1ccc(Cl)cc1
4.0,Cc1ccc(NC(=O)CCn2c(=O)[nH]c3ccccc3c2=O)cc1
3.0,COc1ccc(C(=O)ONC(=O)c2ccccc2)cc1
4.0,Cc1cccc(S(=O)(=O)NCCO)c1
3.0,CC(=O)N/N=C/c1ccc(-c2ccc3c(c2)OCO3)cc1
4.0,O=C(COC(=O)C1=COC2C=CCC=C12)Nc1cccc(Br)c1
4.0,Cc1ccc(NC(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2Cl)cc1Cl
3.0,O=C(OCC1=NC2=CCCCC2=N1)c1ccc2ccccc2c1
4.0,O=C(CC(=O)Nc1ccccc1F)NC(=O)c1ccc(Cl)cc1
3.0,COc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1C
3.0,O=C(Nc1ccc(Cl)cc1)C(=O)Nc1nc(-c2ccc(Cl)cc2)cs1
5.0,COC(=O)c1ccccc1OCC(=O)Nc1nc2ccccc2[nH]1
2.0,Cn1c(-[n+]2nc(-c3ccccc3)no2)nc2ccccc21
4.0,Cc1cc(Cl)ccc1OCC(=O)Nc1c(C)ccc(C)c1C
5.0,O=C(/C=C/c1ccccc1)N/N=C/c1ccccc1C(=O)[O-]
4.0,O=S(=O)(NC(O)c1ccco1)c1ccccc1
5.0,Cc1ccc(OCC(O)CC2COc3ccccc3O2)cc1
4.0,COc1ccc(C(N)Nc2ccc(Br)cc2)cc1
4.0,O=C(O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1
3.0,O=C(N/N=C/c1ccco1)c1ccc(Cl)cc1Cl
3.0,Cc1ccc(NC(=O)c2ccc(-c3ccc(Cl)cc3)cc2)cc1Cl
4.0,CCc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)o1
3.0,Cc1ccc(C(=O)N/N=C/c2ccccc2Cl)cc1
4.0,CCc1ccc(NC(=O)c2ccc(NC(C)=O)c(Br)c2)cc1
3.0,O=C(O)c1ccc(S(=O)(=O)c2c(F)cccc2F)cc1O
3.0,O=C(Cn1ncc2ccccc2c1=O)Nc1ccc(Cl)c(Cl)c1
5.0,CC([S-]CC(=O)Nc1cccc(F)c1)C(=O)O
4.0,O=C(COC(=O)c1c(F)cccc1F)c1cc2ccccc2[nH]1
4.0,CNC(=O)Nc1nc(N/N=C/c2ccccc2)cn1C
3.0,O=C(NNC(=O)c1ccc([N+](=O)[O-])c(Cl)c1)c1ccccc1
3.0,C/N=C/C(=O)Nc1nc(-c2ccccc2)cs1
4.0,O=C(COc1ccc(Br)cc1)Nc1cccc(F)c1F
4.0,COc1ccc(/C=N/NC(=O)c2ccccc2)cc1
3.0,O=C(N/N=C/c1ccccc1Br)C(=O)Nc1ccccc1Cl
4.0,COc1ccc(NC(=O)c2coc(-c3ccc(Br)cc3)n2)cc1
5.0,COC(=O)C(C)NC(=O)COc1ccc(C)cc1C
3.0,O=C(/C=C/c1ccc(O)cc1)Nc1ccccc1
4.0,O=C(COc1ccc2c(c1)[nH]c1ccccc12)Nc1ccccc1F
4.0,O=C(COC(=O)c1ccc(Cl)c(Cl)c1)c1ccc(C(F)(F)F)cc1
3.0,c1ccc(-c2ccc(-c3coc(-c4ccccc4)n3)cc2)cc1
4.0,CCOC(=O)c1ccc(NC(=O)C2=C(Br)c3ccccc3[S-]2)cc1
2.0,Cc1cc(Br)ccc1NC(=O)C(=O)Nc1ccc(Cl)cc1
3.0,O=C(NNC(=O)c1ccco1)c1ccc2oc(-c3ccccc3)nc2c1
5.0,c1ccc(CCNNc2ccccc2)cc1
4.0,CC(C)(C)NC(=O)NC(=O)COC(=O)c1cccc(C(=O)O)c1
4.0,O=C(N/N=C/c1ccc([N+](=O)[O-])c(O)c1)c1ccncc1O
3.0,O=C(Nc1nc2cc(-c3ccccc3)ccc2[nH]1)c1ccccc1
5.0,CC(c1csc(NCc2ccccc2)n1)c1ccccc1Cl
3.0,O=C(N/N=C/c1ccccc1)C(=O)Nc1cccc(Br)c1
3.0,O=C(/C=C/c1ccccc1Cl)NC(=S)Nc1ccccc1
4.0,Cc1ccccc1OCC(=O)Nc1c(C)cc(Br)cc1Cl
4.0,Oc1ccccc1CC(=S)N/N=C/c1ccccc1Br
3.0,O=C(Nc1ccc([N+](=O)[O-])cc1)c1ccc(C(F)(F)F)cc1
3.0,O=C(c1ccccc1)N1CCN=C(NCc2ccc3c(c2)OCO3)CC1
3.0,CCN1N=NC(Oc2c(C)cc(C)c3oc4ccccc4c(=O)c23)C1=O
4.0,O=Nc1cccc(NC(=O)/C=C/c2ccccc2)c1
4.0,O=C(Cc1cc2ccccc2o1)N/N=C/c1ccccc1
3.0,CC(=O)c1ccc(C2=NN(C)P(=O)(c3ccccc3)O2)cc1
4.0,Cn1c(C(=O)OCC(=O)Nc2nc3ccccc3s2)c(Cl)c2ccccc21
4.0,Cc1ccccc1C(=O)COc1ccc(I)cc1
4.0,Cc1ccc(NC(=O)CCc2ccon2)cc1C
2.0,Cc1ccccc1N1CCN(C(=O)Nc2ccccc2Cl)CC1=O
3.0,Cc1ccc(NC(=S)NNC(=O)c2cccc([N+](=O)[O-])c2)cc1
4.0,Cc1cccc(/N=C/c2ccc(NC(=O)Nc3ccccc3)o2)c1C
3.0,Cc1ccc(NC(=O)C(=O)Nc2ccc(Cl)cc2)c([N+](=O)[O-])c1
5.0,O=C(COc1ccccc1)Cn1cnc2cccn2c1=O
4.0,O=C(COc1ccccc1Br)Nc1nc2cccc(Cl)c2cc1O
4.0,O=C(/C=C/c1ccc2c(c1)OCO2)c1ccc(-c2ccccc2)cc1
4.0,Cn1nc(SCC(=O)Nc2ccccc2F)c2ccc(Br)cc21
3.0,Cn1c(NC(=O)c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O
3.0,O=C(CC1CC(=O)Nc2c(Cl)ccc(F)c21)Nc1ccc(Cl)c(Cl)c1
5.0,Cc1ccc(OCC(=O)N/N=C/c2ccc3c(c2)OCO3)cc1
3.0,COc1cc(C)c2c(c1C)OCC(C(=O)Nc1ccc(Cl)cc1)=C2
4.0,Cc1cc2ccccc2nc1[S-]CC(=O)Nc1cccc(Cl)c1
3.0,O=C(c1ccc(Br)cc1)N1CCN(c2ccccc2[N+](=O)[O-])CC1
3.0,O=C(c1c[nH]c2ccccc12)N1CCN(Cc2ccc(F)cc2)CC1
3.0,O=C(NC(=O)c1cc2cc([N+](=O)[O-])ccc2o1)c1ccc(Cl)cc1
3.0,O=C1c2ccccc2OC1NC(=S)NCc1ccccc1Cl
4.0,O=C(OCc1cc([N+](=O)[O-])c(Cl)cc1Cl)c1ccc(Cl)c(Cl)c1
4.0,O=C(OCC(=O)c1cc2ccccc2o1)c1cccc(F)c1
3.0,O=C(Cc1[nH]nc2c1ccc1ccccc12)Nc1cccc(Cl)c1
4.0,Cc1ccc(OCC(=O)Nc2ccc(Cl)cc2Br)c(Br)c1
3.0,Cc1ccc2c(CC(=O)OC(=O)c3ccc(F)cc3)c[nH]c2c1
3.0,O=C(Cc1ccccc1F)NNC(=O)Nc1ccc2c(c1)OCO2
4.0,O=C(NCOC(=O)[C@@H]1Oc2ccccc2C1=O)c1ccco1
2.0,COc1ccc2oc3nc(-c4ccccc4)ccc3c(=O)c2c1
4.0,O=Cc1ccc(CSc2cc(Cl)c3ccccc3n2)cc1
4.0,Cc1ccc2oc(C(=O)COC(=O)c3c(F)cc(F)cc3F)cc2c1
3.0,O=C1C(Cc2ccco2)[S-]c2nc(-c3ccccc3)nn21
5.0,O=C(Nc1ccccc1)c1n[nH]c(SCc2ccccc2Cl)n1
4.0,CC(/C=C/c1ccccc1Cl)CC(=O)O
5.0,O=C(CNNC(=O)c1ccc(Br)cc1)Nc1nccs1
4.0,Cc1cc(OCC(=O)NNC(=O)C2CCCO2)ccc1Br
4.0,Cc1ccc(OCC(=O)Nc2ccc(Br)cc2)cc1
4.0,COc1ccc(-c2cc(C)cc(C(N)CO)c2)cc1
2.0,Cc1ccc2[nH]c(S(=O)(=O)c3ccc(Cl)cc3)nc2c1
4.0,O=C1Nc2ccccc2OC1C(=O)OCC(O)c1ccccc1
5.0,Cc1cc2nc(NC(=O)CCCC(N)=O)sc2nn1
4.0,O=C(NCc1ccc(OC(F)(F)F)cc1)Nc1cc(Cl)ccc1Cl
4.0,O=C(COc1ccccc1)Nc1cccc(F)c1Cl
4.0,CCOc1ccc(/N=C/c2ccc(O)cc2)c(O)c1
3.0,Cc1ccc(C(=O)CC2Oc3ccc(Br)cc3NC2=O)cc1
5.0,CC(C)Nc1nnc(SCc2ccccc2)o1
3.0,CCc1ccc(C(=O)NC(=O)C(=O)Nc2c(F)cccc2Cl)cc1
3.0,Cc1ccc(C(=O)NNC(=O)/C=C/c2ccccc2)o1
5.0,Cc1ccccc1NC(=O)CCC(=O)Nc1ccc2c(c1)OCO2
5.0,O=C(COc1ccccc1C(=O)O)Nc1ccc2c(c1)OCO2
4.0,COc1cc2cc(-c3cccc(-c4cccc(F)c4)c3)c(=O)oc2cc1OC
3.0,Cc1ccccc1NC(=O)c1ccc(-c2ccccc2)cn1
5.0,COc1ccc(C(=O)/C=C/c2cccc([N+](=O)[O-])c2)cc1Br
4.0,Cc1ccc(NC(=O)COC(=O)Nc2ccc(Br)cc2Br)cc1C
4.0,Cc1ccc2c(C)cc(OCC(=O)Nc3ccccc3F)cc2c1
3.0,Cc1ccc([N+](=O)[O-])cc1C(=O)OC(=O)c1cc(C)c2ccccc2n1
4.0,O=[NH+]c1nnc(CCc2ccc(Br)cc2)o1
4.0,Cc1cc(Cl)cc(NC(=O)/C=N/NC(=O)c2ccc(F)cc2)c1C
4.0,Clc1ccccc1/C=N/N=C/c1ccc(-c2ccccc2Cl)o1
5.0,Cc1ccc(NC(=O)CCC(=O)Nc2c(C)cc(C)cc2C)cc1
3.0,O=C(Nc1nc(-c2ccccc2Cl)cs1)c1ccccc1Br
2.0,Nc1c(C(=O)Nc2ccccc2)oc2ccc(Cl)c(F)c12
4.0,O=C(OCC(=O)c1ccccc1Br)c1ccccc1
4.0,Cc1ccc(C[S-]c2noc(-c3cccc(Br)c3)n2)cc1
4.0,COc1ccc(/C=N/N=C/c2ccccc2)cc1
2.0,Brc1ccc(CN2NCCc3ccccc32)cc1
5.0,O=C(Nc1ccc(OCc2ccccc2Cl)cc1Cl)c1cccc(Cl)c1Cl
4.0,Cc1ccc(C(=O)OCC(=O)c2ccccc2O)cc1
3.0,N/C(=N\S(=O)(=O)c1ccccc1)NC(=O)c1ccccc1Cl
4.0,O=C(NCCc1cccc(Cl)c1Cl)c1ccc(Br)cc1
3.0,O=C(Cc1cc2cc3ccccc3nc2oc1=O)Nc1ccc(Cl)cc1Br
5.0,CC(=O)c1ccc(NC(=O)CCc2cc3ccc(Br)cc3oc2=O)cc1
4.0,O=[N+]([O-])c1ccc(NCc2ccc(Br)cc2)cc1
3.0,O=C(Nc1c(F)cc(F)cc1Cl)C(=O)c1ccccc1O
4.0,O=Nc1cc(C(=O)CN2CCCCC2)ccc1Br
3.0,COc1ccc(NC(=S)NNC(=O)c2ccccc2Cl)cc1Cl
3.0,O=c1[nH]c(COc2ccccc2Br)cc2ccc(Br)cc12
3.0,O=C(O)/C=C/c1cc[n+](-c2ccccc2)cc1
3.0,CC(=O)Nc1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1
3.0,COC(=O)c1ccc(NC(=O)c2ccc(C)c(F)c2)cc1
4.0,Cn1c(NC(=O)COc2ccc(Cl)cc2Cl)nc2ccccc21
5.0,COc1ccccc1NC(=S)NC(=O)/C=C/c1ccccc1[N+](=O)[O-]
2.0,Cc1cccc(NC(=O)Nc2ccccc2F)c1
4.0,O=C(O)c1c[nH]c(C(=O)C2CC(=O)N(c3ccc(C(F)(F)F)cc3)C2)c1
3.0,COc1ccc(-c2noc(C3=COc4ccccc4O3)n2)cc1
2.0,Cc1ccc2c(=O)n(OC(=O)c3ccccc3)c(=O)[nH]c2c1
4.0,CCc1ccc(NC(=O)/C=C/c2c(Cl)cccc2Cl)cc1
4.0,COc1ccc(/C=N/NC(=S)Nc2ccc(Br)cc2C)cc1
4.0,O=C(N/N=C/c1cccc(-c2ccccc2)c1)c1ccc(F)cc1
4.0,CCC(=O)c1ccc2nc(/N=C/c3ccc4ccccc4c3)sc2c1
4.0,COc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1
4.0,Cc1cccc(F)c1NC(=O)CC(=O)Nc1ccc(F)cc1F
3.0,C=CCCc1ccc2c(c1)C(=O)C1=CCC(Cl)=CC1=C2
4.0,O=C(CC(=O)c1ccccc1F)Nc1nc2ccccc2s1
4.0,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)C1=CC=C[S-]1
3.0,COc1cc2cc3nc(C(C)=O)[nH]c3cc2c(Br)c1OC
4.0,Cc1ccc(-c2nc([S-]Cc3ccc(Cl)c(Cl)c3)n[nH]2)cc1
4.0,O=[N+]([O-])c1cc(CNc2ccc(F)cc2)ccc1Cl
4.0,NC(=O)c1ccccc1-c1nnc2n1CCN(Cc1ccc3ccccc3c1)C2
4.0,O=C(OCNC(=O)c1ccccc1Cl)c1ccc2c(c1)OCCO2
4.0,CC(=O)c1ccc(OCc2nc3ccc4ccccc4c3c(=O)o2)cc1
4.0,Cc1[nH]c2ccccc2c1CNCc1ccc(O)cc1
3.0,CN1CC(n2nc(-c3ccccc3)oc2=O)C(=O)C1c1cccs1
4.0,COc1ccc(NC(=O)/C=C/c2ccc(Cl)c(O)c2)cc1Br
4.0,O=C(COc1ccc(O)cc1)Nc1ccc(C(F)(F)F)cc1
4.0,O=C(Cn1nnc(-c2ccccc2Br)n1)Nc1ccccc1
4.0,CCOc1ccc(/C=C/c2nc3ccc(Br)cc3[nH]2)cc1Br
5.0,COc1cc([N+](=O)[O-])cc2cc(Br)c(OCc3ccccc3)nc12
3.0,Cc1ccc(CNC(=O)C(=O)Nc2ccccc2)cc1
4.0,Nc1nnc(CSc2nnc(-c3ccc(Cl)cc3Cl)o2)s1
4.0,CCc1ccccc1N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
5.0,Cc1cccc(NC(=O)COc2ccc(F)cc2[N+](=O)[O-])c1
4.0,CC1CCCCC1NC(=O)CNC(=O)Nc1ccccc1F
3.0,O=C(/C=C/c1ccccc1Cl)Nc1ccc(Cl)c(Cl)c1
4.0,C[N+](C)(C)CNS(=O)(=O)c1ccc(Cl)cc1
4.0,Cc1ccc(C[S-]c2nc3ccc([N+](=O)[O-])cc3c(=O)[nH]2)cc1
3.0,COc1c(O)cc(-c2cccc(C(C)N)c2)cc1O
2.0,O=C(Nc1nc2c3ccccc3sn2n1)c1ccc(Br)cc1
2.0,CCOc1cc2c(o1)C=C1Oc3ccc(Br)cc3N=C1N2
5.0,CC(C)c1ccc(/C=N/NC(=O)c2ccc([N+](=O)[O-])cc2)cc1
3.0,N=C(OCc1ccccc1)OC(=N)c1ccc(I)cc1
5.0,CC(=O)c1c(Cl)[nH]c(C)c1NC(=O)COc1cc(C)ccc1C
3.0,CCNC(=S)N/N=C/c1ccc2c(c1)OCC(C)=C2C
3.0,Nc1c(COc2ccc(Cl)cc2Cl)[nH]c2ccccc12
4.0,O=C(/C=C/c1ccccc1Br)NNC(=O)Cc1ccccc1Br
4.0,Cc1ccccc1NC(=S)NN/N=C/c1ccccc1Br
4.0,O=C(COC(=O)c1ccc(O)cc1)NC(=O)c1ccc(Cl)cc1
3.0,O=C(N/N=C/c1ccccc1)C1CSc2nc3ccccc3nc21
4.0,Cc1ccc(S(=O)(=O)Cc2ccccc2N=O)cc1
4.0,O=C(Nc1ccc(Cl)cc1)c1ccc(NC(=O)c2ccc3c(c2)OCO3)cc1
4.0,O=[N+]([O-])c1ccc(CNC(=S)Nc2ccc(Br)cc2)cc1
4.0,O=[N+]([O-])c1ccc(SCc2ccccc2)cc1
3.0,Cc1ccc(NC(=[SH+])NC(=O)/C=C/c2ccccc2)cc1
4.0,O=C(NNCc1ccccc1)c1cc2ccccc2cn1
4.0,O=C(NCC(=O)c1ccccc1F)c1ccc(F)cc1
4.0,O=C(C[S-]c1[nH]c2ccccc2c1F)Nc1ncon1
5.0,C[NH+]S(=O)(=O)c1ccc(C(=O)N/N=C/c2ccccc2Br)cc1
4.0,O=C(O)/C=C/CNc1ccccc1
3.0,O=C(CC1=CC=C[S-]1)NNC(=O)Nc1ccccc1
3.0,O=C(N/N=C/c1ccccc1Cl)c1ccc2c(c1)OCO2
4.0,COc1ccc(/C=C/C(=O)Nc2nccs2)cc1Br
3.0,COc1ccc2c(c1)CC(C(=O)Nc1cc(N)ccc1C)C2
4.0,N#Cc1cccc(OCC(=O)c2ccc(F)c(Cl)c2)c1Br
4.0,O=C(CC(=O)c1ccc2c(c1)OCCO2)Nc1cc(F)c(F)cc1Cl
4.0,COc1ccc(/C=C/c2ccc(OC)c(O)c2)cc1
4.0,Cc1cc(CC(=O)Nc2ccccc2[N+](=O)[O-])cc(C)c1Cl
3.0,Nc1cc2nc(CSc3ccc(O)cc3)sc2s1
3.0,O=C(/C=C/c1ccccc1F)NC(=O)Nc1cc(Cl)ccc1F
3.0,O=C(Nc1ccc(Br)cc1)C1=NN=C(c2ccccc2)C1
3.0,O=C(/C=C/c1ccccc1Cl)Nc1nc2ccccc2s1
4.0,Oc1ccccc1CNCc1ccccc1
3.0,O=C(Nc1ccc(Cl)cc1)Nc1csc(-c2ccccc2)n1
4.0,COc1ccc(C(=O)N/N=C(\N)c2ccccc2)cc1F
4.0,[NH2+]S(=O)(=O)c1cccc(NC(=O)Cc2nc3ccccc3[nH]2)c1
4.0,CC(=O)Nc1ccc(/C=N/NC(=O)c2ccccc2Br)cc1
5.0,Brc1ccc(C2=CN(CCCc3ccccc3)NN2)cc1
2.0,Cc1nc2cc(NC(=O)c3ccccc3Cl)c(Cl)cc2o1
4.0,Cc1ccccc1NC(=O)COc1cc(Cl)c(O)cc1Br
3.0,COc1cccc(Cc2ccc(Br)cc2)c1
4.0,CC1CCc2nc(NC(=O)CC(=O)c3ccc(O)cc3)sc2C1
4.0,COc1ccc(NC(=S)NC(=O)/C=C/c2ccccc2)cc1
4.0,COc1ccc(Oc2ccc3cc4c(nc3c2)CCCC4=O)cc1OC
3.0,O=C(/C=C/c1ccco1)NNC(=O)c1cccc(Br)c1
4.0,CC(ONC(=S)Nc1ccccc1Cl)c1ccccc1Cl
4.0,COc1ccc(C(=O)Nc2ccc(C(=O)OCl)cc2C)c(Br)c1
4.0,CCCNC(=O)C(=O)N/N=C(\C)c1ccc2ccccc2c1
4.0,O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1cccc(Br)c1
4.0,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1
2.0,O=C(Nc1ccccc1)C1=Nc2cc3ccccc3cc2[S-]1
4.0,COc1ccc(/C=C/C(=O)Nc2ccc(Cl)cc2F)cc1
2.0,Cc1ccc(NC(=S)NC(=O)c2cc3ccccc3oc2=O)cc1
3.0,Cc1cc(Cl)ccc1N/N=C/c1ccc(O)cc1
2.0,c1ccc(C2NCC(c3ccccc3)ON2)cc1
