TPSA_label_continuous,SMILES
9.23,CCC(C)CCOCc1ccc(Cl)cc1
9.23,Brc1ccc(OCCCc2ccccc2)cc1
9.23,CCCCCCCCOc1cccc(Br)c1
15.27,F[S-]C(F)(F)CCN1CCNCC1
9.23,C(=C/c1ccccc1)\COc1ccc2c(c1)CCCC2
15.27,c1ccc(C2CN(C3Cc4ccccc4[S-]3)CCN2)cc1
15.27,Clc1cccc(CNCCN2CCCCC2)c1
9.23,CCOc1ccc2ccc(C)cc2c1
17.82,c1ccc(-c2ccc(-c3cn4c(n3)CCCCC4)cc2)cc1
12.47,CCN(CC)CCCOc1c(Br)ccc2ccccc12
12.47,C/C(Cl)=C\CCCN1CCOC1
9.23,C[N+](C)(C)COc1ccc(CCBr)cc1
6.48,CN(C)CCN(C)CCc1ccc(Br)cc1
9.23,Cc1ccccc1C[S-]CCOCc1ccccc1
9.23,C/C(=C\c1ccc(Cl)cc1)COc1ccccc1
9.23,CCC(CCCCc1ccccc1)OC
9.23,CCSOCCl
15.71,CC(OCCN1CCN(C)CC1)c1ccccc1
9.23,CC(C)Oc1ccc(/C=C/c2ccccc2)cc1
17.07,CC(CC(=O)/C=C/c1ccc(Br)cc1)c1ccccc1
16.61,Fc1ccc(/C=C/C[NH2+]c2ccccc2)cc1
12.03,CC(C)CCNC(=S)[S-]c1ccc(F)cc1
12.36,Brc1ccc(/C=N/c2ccccc2)cc1
9.23,CSc1ccc(OCCCC(C)C)cc1
9.23,Brc1ccc(OCCCCCc2ccccc2)cc1
9.23,CCCOC
16.61,C[NH2+]/C=C/CCc1ccccc1
12.47,Clc1ccc(OCCCN2CCCC2)cc1
12.47,CN(C)CCOc1cccc2ccc(Cl)cc12
9.23,CCCOCC[S-]C
18.46,Cc1ccc(OCCOc2ccccc2)cc1
15.27,CN(Cc1ccccc1)C(=[SH+])NCc1ccccc1
13.14,Brc1ccc(/C=C/c2ccco2)cc1
16.61,CCCC[NH2+]CCc1ccc(Br)cc1
18.46,COc1ccc(OC/C=C/c2ccccc2)cc1
13.11,COc1ccc(C2=C[n+]3sc(Br)cc3C2)cc1
18.84,Cc1ccc(C2=NC(N3CCN(F)CC3)[SH]=C2)cc1
9.23,Cc1ccccc1C1CCc2cc(Br)ccc2O1
9.23,CCCCCCCOc1ccccc1
6.48,Cc1ccc(N2CCN(c3ccccc3)CC2)cc1
