rotatable,SMILES
0.0,C1=COC2=Cc3ccccc3NC2=C1
0.0,c1ccc2cc3c(ccc4ccccc43)cc2c1
1.0,c1cc2c(cc1N1CCCC1)OCO2
1.0,Nc1ccc2oc(-c3ccc(F)cc3)nc2c1
1.0,c1ccc(-c2cc3ccccc3[nH]2)cc1
1.0,Oc1ccc2nc(-c3ccccc3O)ccc2c1
2.0,O=C(Nc1nc2ccccc2[nH]1)c1ccccc1F
1.0,C[N+]1(C)C=C(c2cccc(C#N)c2)c2ccccc21
1.0,O=c1c(-c2cccc(F)c2)coc2cc(O)ccc12
0.0,O=c1c2ccccc2nc2c3ccccc3ccn12
0.0,O=C1C(=C2OC3=C(CCCC3)O2)C(=O)c2ccccc21
2.0,Cc1ccc(NC(=S)Nc2cccc(Cl)c2Cl)cc1
1.0,Nc1ncc(-c2nc3ccccc3[nH]2)o1
1.0,O=C1CCC(c2ccccc2)=CN1
2.0,O=C(Nc1cc(Cl)ccn1)c1ccccc1
1.0,O=C([O-])c1ccc2c(c1)Oc1ccccc1C2
2.0,O=S(=O)(c1ccc(Cl)cc1)c1c(F)cccc1Br
0.0,Nc1ccc2oc3c(Br)cccc3c2c1
0.0,Cc1cc2c3c(ccc2cc1N)-c1ccccc1C3
0.0,FC(F)(F)c1ccc2cc3[nH]cnc3cc2c1
0.0,C1=C2Oc3c(ccc4c3OCO4)C=C2c2ccccc2C1
0.0,O=c1c2ccccc2oc2ccc(O)cc12
0.0,Oc1ccc2c(c1)OC1C=Cc3ccccc3C1=C2
1.0,c1ccc(C2=Nc3ccc4c(c3[S-]2)OCO4)cc1
0.0,Nc1ccc2c(=O)c3ccccc3oc2c1
2.0,Cc1oc(NC(=O)c2cccc(Br)c2)c(Br)c1C
1.0,O=c1/c(=C/c2cccc(F)c2)cnc2nc3ccccc3n12
1.0,O=c1[nH]c(N2CCCC2)nc2ccccc12
0.0,Cc1c(Br)ccc2c1ccc1cc(O)ccc12
0.0,Cc1ccc2c(=O)c3c(O)cccc3oc2c1
2.0,Brc1ccc(-c2cc(-c3ccccc3Br)no2)cc1
1.0,O=c1c(-c2ccccc2)coc2cc3ccccc3cc12
1.0,O=C1/C(=C\c2ccccc2O)Oc2nc3ccccc3cc21
0.0,Oc1ccc2cc3c(cc2c1)oc1ccccc13
1.0,S=c1[nH]nc(-c2ccccc2)[nH]1
1.0,S=c1[nH]nc2sc(C3CCCCC3)nn12
1.0,Cc1ccc2cc3cc(-c4ccccc4Br)cc-3oc2c1
1.0,C/C=C(\N)c1ccc(O)cc1
1.0,Clc1cccc(-c2cnc3c(n2)SCN3)c1
2.0,Cc1ccc(Cn2cnc3cc(O)ccc3c2=O)cc1
1.0,O=Nc1nc2cc(Cl)ccc2s1
1.0,O=C(Nc1ccc(Br)cc1)N1CCCCC1
0.0,Cc1cc2nc3c(cc2c(C)n1)[nH]c1ccccc13
0.0,Brc1ccc2c3c(oc2c1)-c1ccccc1OC3
0.0,C1=CCc2c(sc3nc4c(cc23)OCO4)C1
0.0,CC1CC=C2Nc3cc(Br)c(Cl)cc3C(=O)N2C1
0.0,Cc1ccc2c(=O)c3c(Cl)cc(Cl)cc3oc2c1
0.0,N#Cc1coc2cc(Br)ccc2c1=O
1.0,c1ccc(C2CCNC2)cc1
2.0,O=C(Nc1ccccc1)c1ccccc1
0.0,C1=C2c3cc4ccccc4cc3OC2c2ccccc2O1
2.0,Oc1c(-c2ccccc2)n[nH]c1-c1ccccc1
1.0,O=c1nc2n(c(=[SH+])n1-c1ccccc1)Cc1ccccc1-2
1.0,Cc1ccc2oc(-c3cccc(Br)c3)nc2c1
1.0,C#Cc1ccc2[nH]c(-c3ccccc3)cn2c1=O
0.0,c1ccc2c(c1)sc1nccnc12
1.0,c1cnc2cnc(-c3ccncc3)nc2c1
0.0,Cn1ccc2cc3cc(O)ccc3cc2c1=O
1.0,Cn1c(=O)oc2cc(-c3ccc(Br)cc3)ccc21
1.0,O=C1c2c(ccc(Cl)c2Cl)CNC1c1ccccc1O
0.0,Oc1ccc2oc(=S)[nH]c2n1
1.0,O=C1/C(=C\c2c[nH]c3ccccc23)Oc2ccccc21
2.0,Cc1ccc(Oc2cc3c(cc2C)CCCC3)cc1
