MolWt_label_continuous,SMILES
339.511,CC(C)NC(=O)CSc1nnc(SCc2ccccc2)s1
365.42900000000014,Cc1cccc(C(=O)CCC(=O)OCC(=O)Nc2ccc3c(c2)CCC3)c1
326.35200000000003,COc1ccc(/C=C/C(=O)Nc2c(C)cccc2C)cc1[N+](=O)[O-]
378.4570000000001,CCCC1=NC(c2ccc(OC)cc2)Cc2nc3sc(C#N)cc3c(=O)n21
322.411,NS(=O)(=O)c1ccc([S-]CC(=O)Nc2ccccc2)cc1
313.309,COC(=O)c1ccc(NC(=O)c2ccc(C(=O)OC)cc2)cc1
313.31300000000005,COc1ccc(/C=C/CC(=O)Nc2cc(C#N)on2)cc1OC
348.40200000000004,CCCC(=O)c1ccc(/C=N/CC(=O)Nc2coc3ccccc23)cc1
364.832,CC(C)(C)c1ccc(C(=O)c2ccc(-c3nc(C#N)c(Cl)o3)cc2)cc1
359.46900000000005,Cc1cccc(COc2ccc(CC(=O)NC(C)c3ccccc3)cc2)c1
382.874,C[N+](=O)c1cnc(SC(=O)C2CC(=O)N(c3cccc(Cl)c3)C2)s1
363.4570000000003,CN(C(=O)CCCc1ccccc1)C1Oc2cc3c(cc2C1=O)CCCC3
363.2000000000001,O=C(CC/N=C1/Oc2cc(Cl)ccc2C1=O)Nc1cccc(Cl)c1
356.42600000000016,CCOc1ccc(-n2nc(/C=C/C(=O)NC3CCCC3)c(OC)n2)cc1
345.78200000000004,CC(=O)c1ccc(CNC(=O)COC(=O)c2ccccc2Cl)cc1
385.5140000000001,Cc1cccc(C)c1NC(=O)C[S-]c1nnc(COc2ccccc2)s1
357.837,CC(/C=C/c1ccccc1)C(=O)OCC(=O)NCc1ccccc1Cl
347.3740000000001,O=C(O)C1=C2C(=O)N(CCCc3ccccc3)N=NC2c2ccccc21
361.781,Cc1cc(Cl)ccc1NC(=O)COC(=O)C(=O)C(O)c1ccccc1
359.789,Cc1ccc(C(=O)[O-])cc1NC(=O)CCC(=O)Nc1ccccc1Cl
344.32300000000004,CCOc1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])cc2)cc1
351.40200000000004,CCc1ccc(NC(=O)C(C)OC(=O)/C=C/c2ccc(C=O)cc2)cc1
