aLogP_label_continuous,SMILES
5.776700000000005,CC1CCc2nc(NC(=O)C(CC(C)(C)C)Nc3ccc(Cl)cc3)sc2C1
7.858520000000005,Cc1ccc(OCc2cc(Cl)c(-c3ccc4ccccc4n3)c(Br)c2)c(Cl)c1
7.821640000000006,Cc1ccc(COc2ccc3nc(-c4cccc(C)c4)cc4c3c2Nc2ccccc2-4)cc1
9.067219999999995,Cc1c(Cl)cc(Cl)cc1Nc1nc2ccccc2c2cc(-c3ccccc3Cl)ccc12
6.812600000000004,COc1ccc(/C=N/c2cc(C(C)(C)C)cc(Cl)c2Br)c(Cl)c1
7.420440000000007,Cc1ccc2c(c1)-c1oc3c(C)cc(OCc4ccccc4)cc3/c(=N\c3ccccc3)c1CO2
7.775600000000004,CC(C)(C)c1ccc(C(=O)Nc2ccc(OCc3ccc(Cl)cc3Cl)cc2Cl)cc1
7.170600000000004,COc1ccc2c(CCC(=O)Nc3c(Cl)cccc3Cl)cn(-c3ccc(Cl)cc3)c2c1
7.5347000000000035,CCc1ccc2nc(C(=O)Nc3c(Cl)c(Cl)cc(Br)c3Cl)cc(Br)c2c1
6.600500000000003,O=C(Nc1ccc(Cl)cc1Cl)c1nc2ccc(Cl)cc2c2ccccc12
9.929199999999993,Clc1cc(Nc2cccc3c(Cl)c(Cl)ccc23)cc(OCc2ccc3ccccc3c2)c1Cl
8.197620000000004,Cc1ccc(-c2ccc(-c3cc4c(Cl)cccc4nc3-c3ccccc3)cc2)cc1
5.850920000000004,Cc1cc2c(s1)CC1=C(C2)Oc2ccc3cc(Cl)ccc3c2C1
6.267000000000004,CCCOc1ccc(C(=O)Nc2ccc(Br)cc2C(C)C)c(Cl)c1
6.533500000000002,CCc1cc(Cl)c(NC(=O)COc2cc(Cl)c(Cl)cc2Cl)cc1Cl
7.747200000000002,O=C(COc1cc(Br)ccc1-c1cccc(Cl)c1Cl)Nc1ccc(Cl)c(Cl)c1
8.377500000000001,Clc1ccc(Cl)c(CCc2ccc(Oc3ccccc3)c3cccc(Cl)c23)c1
8.630039999999997,Cc1ccc2c(c1)sc1oc3c(Cl)c(C(=O)Nc4ccc(C)c(Cl)c4Cl)ccc3c12
