TPSA_label_continuous,SMILES
38.33,CCC(C)c1ccc(NC(=O)c2cccc(Cl)c2OC)cc1
46.17,Cc1ccc(C(=O)CC(=O)Nc2ccc3ccccc3c2)cc1
45.650000000000006,CCCNC(=S)N/N=C/COc1ccccc1
55.400000000000006,CC(=O)OC(=O)CNCCc1ccc(Br)cc1
52.6,COc1ccc(COC(=O)CC(=O)c2ccc(Br)cc2)cc1
53.31,N=COCCCO
47.56,CC(OCc1ccccc1)C(=O)NCCOc1ccccc1
52.08,COc1ccc(/C=N/NCCCOc2ccccc2OC)cc1
50.95,CCCCCCCNc1nc(C)no1
52.61,CCCOc1cccc(OONc2ccccn2)c1
38.33,CCOC#CCCC(=O)Nc1ccc(C)cc1
41.99,CC([SH2+]c1nc2cc(Cl)ccc2s1)C(=O)Nc1ccccc1
43.18000000000001,Clc1cc(Cl)cc(CCSC2=NN=C3C=C4OCOC4C=C32)c1
49.17000000000001,CCCOc1ccc(-c2nnc(COc3ccc(F)cc3)n2C)cc1
53.49,O=C(/C=C/c1cccc(F)c1)NN/N=C/c1ccccc1
54.18,OOc1ccc(/C=N/N=C/c2ccccc2)cc1
38.33,O=C(/C=C/c1ccc(OC(F)F)cc1)NCCc1ccccc1
56.52,COc1ccc(-c2nc(CNCC3CCCCO3)co2)cc1
51.22,O=C(Cc1cccnc1)Nc1ccc(OCCc2cccc(F)c2)cc1
50.36,O=C(COC1=CC=C2C=CCC=C2C1)NC(=[S-])Nc1cccc(F)c1
54.35,CCCCC/C=N/NC(=O)Cc1nccs1
41.99,CCc1cc2ccccc2nc1[S-]CC(=O)Nc1ccccc1
46.17,O=C(CSCc1ccc(Br)cc1)NC(=O)c1ccccc1Br
52.60000000000001,O=C(COC1C=Cc2ccccc2C1=O)OCc1ccccc1
53.49,Cc1ccc(/C=N/NC(=O)CNC2CCCCC2)cc1C
50.36,O=C(NCCOc1ccccc1)Nc1ccc(Br)cc1
49.33,O=C(Nc1ccc(-c2ccccc2)cc1)c1cccc(O)c1
52.32,COc1ccc2c(c1)SC(C(N)=O)C2
56.51,CCOC(C)(C)NCc1ccc(OCN)cc1
42.09,O=C(/C=C/c1ccc(Cl)cc1)OCCCc1c[nH]c2ccccc12
52.60000000000001,Cc1cc(Cl)cc(C(=O)COC(=O)COc2ccc(Cl)cc2Cl)c1
40.05,CCCOc1cc(Br)c2c(c1)ON=C(c1ccccc1)O2
46.17,O=C(Cl)/C=C/CNC(=O)/C=C/c1ccc(Cl)cc1
46.17,CCNC(=O)CC(=O)c1ccc2ccccc2c1
52.60000000000001,O=C(Cc1cccc(Br)c1)Cc1ccc2c(c1)OCC(=O)O2
44.81,COc1ccccc1NC(=O)N1CCN(c2ccccc2C)CC1
37.81,Brc1ccc(-c2cnc(NCc3ccccc3)nc2)cc1
48.57,COc1ccc(/C=C/C(=O)N2CCN(Cc3c(C)[nH]c4ccccc34)CC2)cc1
49.33,Cc1cccc(CNC(=O)Cc2ccc(O)cc2)c1
39.44,O=C(OCc1ccccc1Cl)c1cc2ccccc2o1
54.45,CC(O/N=c1/[nH]c2ccccc2s1)C(=O)c1cccc(Cl)c1Cl
38.33,CCCCNC(=O)CCCCCOc1cc(C)ccc1C
50.72,COc1cc(OO)ccc1CCCNc1cccc(C)c1
51.22,Cc1ccc(C)c(NC(=O)COc2ccc(-c3ccccc3)nc2)c1C
46.17,O=Cc1ccc(NC(=O)/C=C/c2ccccc2)cc1
46.17,O=Cc1ccc(NC(=O)CSCc2ccccc2)cc1
50.69,Cc1ccc(NC(=O)CO/N=C/c2ccccc2Cl)c(Cl)c1
47.56,COc1ccc(NC(=O)/C=C/c2ccccc2)cc1OC
52.89,N#Cc1c(C(=O)Nc2ccc(F)cc2)ccc2c1[S-]CCC2
53.75,Cc1ccc2ncc(C(=O)c3ccc(C#N)cc3)cc2c1
51.47,CC(C)CNC(=O)c1ccc(COc2ccccc2Cl)o1
51.22,O=C(COc1ccc(-c2cc(Cl)ns2)cc1)NC1=CC=C2C=CCC=C2C1
46.010000000000005,Cc1ccc(-c2ccc(CO)nn2)cc1
53.16,CSCNC(=S)NNC(=O)c1ccc(-c2ccccc2)cc1
46.61000000000001,O=C(c1ccc(OCCF)cc1)c1ccccc1C(=O)N1CCCC1
48.150000000000006,Clc1ccc(-c2nnc(SCCOc3ccccc3)o2)cc1
50.36,O=C(NCCCOC1CCCCCC1)Nc1ccccc1
52.6,COc1cc(C(=O)[O-])ccc1N1CCC(c2ccccc2)CC1
51.36,C=CCn1c(NC(=O)C2CC[NH+](C)CC2)nc2ccccc21
44.7,CCCCN(CCC(=O)N/N=C/c1ccccc1)Cc1ccccc1
47.56,COc1ccc(CCCNC(=O)COc2ccccc2Cl)cc1
50.69,O=C(COc1ccc(Br)cc1)N/N=C/c1ccc(F)cc1
50.52,COc1ccc(CNC2=Cc3ccc(N)c4c3N(CC4)C2)cc1
49.41,CN1C(=O)C(CC(=O)Nc2ccccc2Br)CC1c1ccc(Cl)cc1
53.49,O=C(CNCCCc1ccccc1)N/N=C/C1=CCC[S-]1
54.6,Cc1ccc2cc(/C=N/CC(=O)Nc3ccc(Cl)cc3)oc2c1
54.35,C/C(=N\NC(=O)CSc1nccs1)c1cccc(I)c1
51.22,C[S-]c1ccc(OCC(=O)Nc2nc3cc(Cl)ccc3s2)cc1
49.41,O=C(CN(C(=O)CSc1ccccc1Cl)c1ccccc1)NC1CCCCC1
44.81,O=C(CN1CCN(Cc2ccccc2)CC1)NCCOc1ccccc1
52.33,CC(C)COc1ccc2c(=O)c3nc(-c4ccccc4)sc3oc2c1
50.36,O=C(NC(=S)Nc1ccccc1)c1cccc(OC(F)(F)F)c1
49.5,O=[NH+]c1ccc(OCCCOc2ccccc2)cc1
50.36,COc1ccc(NC(=O)NCCCc2ccc(Cl)cc2)cc1
52.6,COC(C)c1ccc(C(=O)OC(C)C(C)=O)cc1
56.52,COCCNc1ncc(-c2ccc(OCBr)cc2)o1
50.36,Cc1ccccc1OCCNC(=O)Nc1ccccc1
49.0,CC(C)c1ccc(/C=C/c2nc3ccccc3[n+](=O)o2)cc1
41.61,CCCc1cc(-c2ccc(C#N)cc2)nn1-c1ccccc1
49.33,O=C1Nc2ccccc2C1(O)/C=C/c1cccc(Cl)c1
47.56,O=C(CC[SH2]Cc1ccccc1)Nc1ccc2c(c1)OCO2
55.760000000000005,CC(C)(COCCCCOC=O)SCO
42.09,CCCCCCCCCOC(=O)c1cc2ccccc2[nH]1
50.36,Cc1cccc(C)c1OCC(=O)NC(=S)NC1CCCCC1
