HBA,SMILES
12.0,CCCn1nnn2c(=O)c3c(nc12)N=C(C)C(C(=O)OCC)C3n1cnnc1
13.0,COC(=O)SC1=CCC(c2ccco2)N2N=C3N=C(c4nnc(-c5ccccc5)o4)N(C)N3N12
13.0,Cn1nnc2ccc(Nc3nnc([C@H]4NN=C5SC(c6cccs6)=NN54)o3)cc21
12.0,COC(=O)c1cc2cc(CSc3nncn3Cc3nc(SC)no3)cnc2s1
11.0,CCSc1nn2c(=O)c3c(=O)oc(C(=O)OC)c(C(N)=O)c3nc2o1
13.0,COC(=O)Cn1c(=O)oc2nc(-c3nnc(-c4cccc([N+](=O)[O-])c4)n3C)oc2c1=O
13.0,CCCN1N=NN2C(=O)N=C3N(c4ncc(C(=O)OC)o4)N=C(C(=O)[O-])N3C12
12.0,CCNc1nnc(SCc2nnc(SCc3ncco3)o2)nc1NCC
14.0,CSc1nnc(-c2nnc([C@@H]3C[C@H](C)O[C@H](c4nnc(-c5ncco5)o4)O3)o2)n1C
13.0,COC1C(=O)c2sc(NCCOC3=NN=C(c4nncs4)[NH+]3C)nc2C(=O)[C@@H]1O
12.0,CCOc1ccc(COc2nc3nc4n5c(nnc5n3n2)Cc2nnc(C)n2C4)cc1
12.0,O=c1[nH]c(CSc2nnc(NCc3ccco3)o2)nnc1-c1nnn[nH]1
10.0,COCCSc1nnc(Nc2cc3nnoc3cn2)o1
14.0,CN(O)c1nnc(C2N=CN3N=NN(c4cncs4)C3=N2)n1N
14.0,COc1nc(C)c(C(=O)O)c(OCCSc2nnc(CSc3nnnn3C)n2N)c1C
10.0,COc1ccc(C(=O)OCCOc2nnc([C@@H]3NC(=O)NC(=O)S3)o2)cc1
12.0,CCc1nnc(-c2noc(-c3nc4nc(NC)nc(OC)c4n3C)n2)n1C
12.0,CCCOC(=O)c1nnc(COc2nnc(-c3nnc(Br)o3)o2)o1
11.0,CCNc1nnc(NC(=O)CSc2nnc(-c3cccc(OC=O)c3)o2)n1C
12.0,COc1ccc(OC)c(NCc2nnc(CSC3=NC4=NCN(C)NC4=NC3=O)n2C)c1
13.0,CCOc1ccc2c(c1)C(=O)OC(=N\C)/C2=C\OCSc1nc(NC(F)F)n2nnnc2n1
13.0,Cc1ncc(-c2nnc(Nc3nnc(C4=C5C(O)=CC(C#N)=CC5N(C)C(=O)O4)s3)s2)o1
12.0,COCCSc1nnc(OCc2nnc3scc(C(=O)O)c3n2)n1N
13.0,COc1cc2c(=O)n3c(nc2c(OC)c1OC)N=C(c1nnc(NCC(C)=O)n1C)OC3
15.0,COC(=O)Cn1nnnc1-c1nnnn1Cc1nnc(C(=O)OC)o1
12.0,c1ccc2c(c1)Cn1nnnc1-c1nc(NCCONc3nc4ccccc4s3)nn1-2
11.0,CCn1c(SC)c2c3c(c1=O)N(N)c1nc(-c4cccc(F)c4)nn1C3C(C#N)=C(N)C2C(=O)O
12.0,NC(=O)CNc1nc(COc2nnc([N+](=O)[O-])s2)nn1-c1cccs1
12.0,CCn1c([S-]CC2=NNC3=NN(CC(=O)OC)C(N)N23)nnc1-c1ccccc1
14.0,COC1OC(Cl)=C(c2nnc(-c3nnc(N4CC(=O)OC(=O)C4)o3)o2)OC1=O
12.0,O=C1N=NC(C(=O)CSc2nnnn2-c2ccc3c(c2)OCO3)C([N+](=O)[O-])=N1
13.0,COC1=NC2=NN(CCn3cnnc3N)C3N=C(SC)C(OC)=C(N1C)N23
14.0,COc1ccc(-c2nnc3oc(-c4nnc(-c5cc([N+](=O)[O-])nn5C(C)O)n4C)nn23)cc1
14.0,COC(=O)c1nnc(-c2nnc(CSc3nnc(-c4cc(OC)cc(OC)c4)o3)o2)o1
13.0,CCCCNc1cnc2nnc(SCc3nnc(-c4nnco4)o3)n2n1
15.0,COc1c2c(=O)oc(C)c3c2c(c(=O)n1C)n1nc(SSc2nnc(C)o2)nc1n3N
14.0,CSc1nc2c(c(=O)nc(CSc3nnc(-c4cnno4)n3N)n2C)n1C
