HBA,SMILES
3.0,O=C(CCc1ccc([N+](=O)[O-])cc1)NCC(F)(F)F
1.0,C=CCCCCCOCC=C
2.0,CC(Oc1ccc(C(C)C)cc1)C(=O)Nc1ccc(F)cc1F
2.0,O=C(COc1ccc(Cl)cc1)NCCCCl
2.0,COC(C)(C)CCNC(=O)NCc1ccc(Cl)cc1
2.0,COc1ccc(/C=C/C(=O)NCCCCc2ccccc2Cl)cc1
3.0,OC(CCc1cccc(Br)c1)CN1CCN(Cc2ccccc2)CC1
1.0,O=C(CCc1ccccc1)Nc1ccc(Cl)cc1Br
3.0,OCCNc1nc2ccccc2[nH]1
3.0,CCOc1ccc(/C=N/NC(=O)c2ccc(Br)cc2)cc1
2.0,O=Cc1ccc(NC(=O)CCc2ccccc2F)c(Br)c1
3.0,O=[N+]([O-])c1ccc(-c2ccc(-c3ccco3)[nH]2)c(Br)c1
3.0,O=C(N/N=C/c1cc(O)cc(Br)c1)c1ccccc1
3.0,CCOc1ccc(C2=Nc3cc(Cl)ccc3[S-]2)cc1
4.0,COc1ccc(/C=C/C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1
3.0,O=C(COc1ccc(NC(=O)c2ccccc2)cc1)Nc1ccc(Cl)cc1
2.0,Cc1ccccc1OCCCCCNC(F)(F)F
3.0,O=C(NNC(=O)c1cc(C(=O)[NH2+]c2ccccc2)ccc1Cl)c1ccc(Cl)cc1
3.0,O=C(CO/N=C(\O)c1ccccc1)Nc1ccccc1
4.0,CCCOc1ccc(/C=N/[NH2+]C(=O)c2ccc(C)cc2)cc1OC
3.0,O=C(COC(=O)c1ccc(Cl)cc1Cl)Nc1ccccc1Cl
3.0,CC(C)c1ccccc1NC(=O)C[S-]COc1ccc(F)cc1Br
3.0,O=C(COc1ccccc1)N/N=C/c1ccccc1
3.0,CCCCCCOc1ccc(OCC(=O)NC(C)C)cc1
3.0,O=C(Nc1ccccc1)c1ccc(S(=O)(=O)c2ccc(F)cc2)cc1
4.0,COc1ccc(/C=N/NC(=O)COc2ccccc2Br)cc1
3.0,O=C(/C=C/c1ccc(Cl)cc1)OCC(=O)C(F)(F)F
2.0,Cc1ccc(NC(=O)CCCC#N)cc1
4.0,O=C([O-])c1ccc(Cl)c(C(=O)OCc2ccccc2Cl)c1
3.0,Cc1cccc(NC(=O)C[S-]c2nc3ccccc3c(C)c2C)c1
2.0,CC(Cc1ccc(Cl)cc1)NC(=O)CNC(=O)c1ccccc1
4.0,O=C(N/N=C/c1cc(-c2ccccc2)no1)c1ccc(F)cc1
1.0,CC(Cc1ccccc1)NC(=O)c1ccc(C(C)C)cc1
3.0,O=C(CNCC1CCCCC1)NNC(=O)c1ccccc1
2.0,CCc1ccc(NC(=O)C(C)Oc2ccc(Cl)c(Cl)c2)cc1
4.0,O=C(Cn1cc(-c2ccccc2)cn1)C(=O)c1cccc(Cl)c1
3.0,Cc1ccc(C(=O)Nc2ncn[nH]2)cc1
