TPSA_label_continuous,SMILES
141.63000000000002,Nc1c(Cl)cccc1C(=O)NCC(=O)COC(=O)c1cccc([N+](=O)[O-])c1
132.88,Cc1[nH]oc(=O)c1NC(=O)CCC(=O)Nc1nc2ccccc2[nH]1
119.11,Nn1c(SCC(=O)NCCC(=O)Nc2ccc(F)cc2)nc2ccccc2c1=O
107.77,O=C1NC(C(=O)COc2ccc([N+](=O)[O-])cc2)Oc2ccccc21
143.02000000000004,COc1cc([N+](=O)[O-])ccc1OCC(=O)ONC(=O)c1ccc(N)cc1
121.88,CC1CCC2C(=O)N(CC(=O)OCC(=O)NNC(=O)C3CC3)C(=O)C2C1
111.23000000000002,Cc1cccc(-n2nc3c(n2)CN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC3)c1
115.61,COc1ccc(C(=O)CC(=O)Nc2ccc([SH](=O)(F)F)cc2)cc1[N+](=O)[O-]
135.48000000000002,Cc1ccc(C(=O)NCC(=O)NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1
142.4,CC(=O)c1cc([N+](=O)[O-])ccc1NC(=O)c1cc(C(=O)O)c(C)[nH]1
99.0,O=C(COC(=O)Cn1nnc(-c2ccccc2)n1)Nc1ccccc1Cl
102.26000000000002,NC(CC(=O)Nc1ccc2c(c1)OCO2)c1nc2ccccc2[nH]1
110.15,CC(Oc1n[nH]c2cc3c(cc12)CCC3)C(=O)Nc1ccc([N+](=O)[O-])cc1
114.33,CCc1[nH]c2cc(Br)ccc2c1NC(=O)COC(=O)c1ccccc1[N+](=O)[O-]
133.65,O=C(COC(=O)Cn1c(=O)[nH]c2cc(O)ccc21)Nc1ccccc1O
144.71,CCOC(=O)c1cccc(S(=O)(=O)NNC(=O)c2ccc([N+](=O)[O-])c(C)c2)c1
140.86,O=c1cc(-c2nnn[nH]2)cc2n1Nc1cc([N+](=O)[O-])ccc1O2
133.74,CCOC(=O)c1ccc(C(=O)OCC(=O)Nc2ccc(N)cc2N)cc1
130.67,CC(=O)c1ccc(NC(=O)COC(=O)NC(=O)C2CCNC2=O)cc1
107.99,Cc1cc(Cl)ccc1C(=O)CCn1nnc2c(C)c([N+](=O)[O-])sc2c1=O
124.73,Cc1cc(NC(=O)CCCNc2ccc(Cl)cc2[N+](=O)[O-])c(O)c(C)c1O
130.89,Cc1ccc(OCC(=O)NC(=O)Nc2cccc(C#N)c2[NH2+][O-])cc1Br
120.39,O=C(OCc1nnc(Nc2cccc(Br)c2)o1)c1ccc([N+](=O)[O-])cc1
124.79000000000002,CC1=C[C@@H](C(N)=O)C(C(=O)OCC(=O)OCC(=O)Nc2c(C)cccc2C)=C1C
115.61,O=C(COC(=O)C(=O)c1ccccc1Cl)Nc1cc([N+](=O)[O-])ccc1Cl
106.34,COC(=O)n1c(CC(=O)Nc2ccccc2O)nnc1-c1ccccc1
117.69,Cc1ccc(NS(=O)(=O)C(=O)CN2C(=O)c3ccc(C=O)cc3C2=O)cc1
128.00000000000003,COc1cc(OCC(=O)O)ccc1NC(=O)c1ccccc1[N+](=O)[O-]
120.39,COc1ccc(-c2nnc(SCC(=O)NC3CCCC[C@@H]3C)o2)cc1[N+](=O)[O-]
116.36,Cc1cc(OC(C)C(=O)CNC(=O)c2cccc([N+](=O)[O-])c2)nn1C
113.01,CN(C)S(=O)(=O)c1ccc(NC(=O)COC(=O)c2ccc(Cl)c(O)c2)cc1
130.82999999999998,COc1c(Cl)cccc1NC(=O)C(C)N(C)CC(=O)Nc1ccc(S(N)(=O)=O)cc1
143.57999999999998,O=C(CCC(=O)Nc1ccc([N+](=O)[O-])cc1)NNC(=O)Cc1ccco1
131.45,COc1cc2nc(/C=C/c3cc(N=O)c(O)cc3O)oc(=O)c2cc1OC
118.01000000000002,CC(=O)Nc1ccc(C(=O)Nc2nnc(C(=O)Nc3ccccc3)n2C)cc1
134.36,N#Cc1cccc(NC(=O)COC(=O)Nc2ccc([N+](=O)[O-])cc2)c1
123.42000000000002,O=C(COC(=O)c1nnc(-c2cccc(Br)c2)o1)NCC(=O)NC1CC1
140.26,Cc1ccccc1C(=O)NCc1nnc(NC(=O)c2cccc([N+](=O)[O-])c2)o1
106.71,COc1cc(OC)cc(C(=O)Nc2nnc(-c3ccc(O)cc3)o2)c1
145.36,N#Cc1ccc(NC(=O)CC(=O)Nc2cc([N+](=O)[O-])ccc2O)cc1
113.5,N=[N+]([O-])c1cnccc1/C=N/NC(=O)COc1ccc(Br)cc1
138.98000000000002,Cc1ccc2oc3/c(=N/CC(=O)[O-])c4cc([N+](=O)[O-])ccc4oc3c(=O)c2c1
117.94,NC(=O)c1ccc(NC(=O)CSc2nc3ccc(Cl)cc3[nH]c2=O)cc1
114.03,CS(=O)(=O)Nc1ccc(/C=N/N=C/c2ccc([N+](=O)[O-])cc2)cc1
109.38000000000002,COc1cccc(-c2nnc(COC(=O)C/C=C\C=C\[N+](=O)[O-])n2C)c1
145.07,COc1ccc(C(=O)OCC(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-]
132.5,COc1cc2[nH]nnc2cc1C(=O)OOC(=O)CCC(=O)Nc1ccc(Cl)cc1
119.8,COc1ccc(NC(=O)COC(=O)Nc2ccc([N+](=O)[O-])cc2C)cc1
136.02,O=C1CC(c2ccc([N+](=O)[O-])cc2)=NN1C(=O)c1cccc([N+](=O)[O-])c1
136.59000000000003,Cc1ccc(NC(=O)C(C)ONC(=O)c2ccc([N+](=O)[O-])cc2N)c(C)c1
119.91,O=C(Cn1[nH]nc(C(=O)[O-])c1=O)Nc1ccc(Cl)cc1
130.41,COc1ccc2nc(C(C)/C(=C/c3ccc([N+](=O)[O-])cc3OC)C(=O)[O-])[nH]c2c1
129.22,O=C(O)CCC(=O)CCCC(=O)Nc1n[nH]c(=O)s1
134.31,C[C@H](OCC(=O)Nc1ccc(C=O)cc1N)C(=O)Nc1ccc(C#N)cc1Cl
111.09,CC(C)NC(=O)c1cccc(C(=O)NCCC(=O)Nc2cccc(C#N)c2)c1
128.03,COc1cc(C(=O)OCC(=O)c2ccc3c(c2)CCO3)cc([N+](=O)[O-])c1[O-]
107.21,COS(=O)c1cc2nnc(SCC(=O)Nc3cccc(Br)c3)nc2o1
144.04000000000002,[NH2+]S(=O)(=O)c1ccc(/C=N/NC(=O)c2ccc([N+](=O)[O-])cc2)cc1
138.85,O=C(COC(=O)/C=C/c1ccc(Br)cc1Cl)Nc1ccc([N+](=O)[N+](=O)[O-])c(O)c1
137.20000000000002,COc1ccccc1C(=O)COC(=O)/C=N/NC(=O)c1ccc([N+](=O)[O-])cc1
129.60000000000002,Nc1cccc(C(=O)CC(=O)OCC(=O)c2ccc([N+](=O)[O-])cc2)c1
144.06,O=C(CSc1nc2c([N+](=O)[O-])csc2[nH]1)Nc1cccc([N+](=O)[O-])c1
107.56,O=C(COC(=O)CNc1ccccc1C(=O)[O-])NCc1ccccc1
141.68,Cc1cccc(C(=O)OC(C(=O)NCc2ccc([N+](=O)[O-])cc2)[N+](=O)[O-])c1
101.34,Cc1ccc(NC(=O)CCNC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)cc1
104.83,O=C(/C=C/c1cccc(O)c1)N/N=C/c1ccc([N+](=O)[O-])cc1
113.6,Cc1ccc(CC(=O)OCC(=O)NNC(=O)C(=O)NC2CC2)cc1
127.18,CCOC(=O)c1n[nH]c2oc(S[C@@H](C)C(=O)Nc3ccc(C=O)cc3)nc12
128.23000000000002,O=C(CNC(=O)c1ccccc1[N+](=O)[O-])c1nnc(-c2ccc(Br)cc2)o1
121.04000000000002,[NH2+]c1ccccc1C(=O)COC(=O)COc1cc(Cl)cc([N+](=O)[O-])c1
140.88,O=C(Nc1ccccc1)c1ccc(/N=C/c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)o1
120.24,CCOC(=O)c1nc(-c2ccc(OCC(F)(F)F)c([N+](=O)[O-])c2)n[nH]1
127.97000000000004,Cc1ccccc1C(=O)COC(=O)/C=N/NC(=O)c1ccc([N+](=O)[O-])cc1
123.81000000000004,O=C(OC(C(=O)O)C(=O)c1cccc([N+](=O)[O-])c1)c1cccc2ccccc12
143.61,Cn1c(SCC(=O)Nc2ccccc2Br)nnc1-c1cc(NC(N)=O)[nH]n1
107.93,COc1ccc(/C=N/NC(=O)c2cccc([N+](=O)[N+][O-])c2)cc1-c1ccccc1
110.9,C/C(=N\OC(=O)c1cccc(C)c1)C(=O)Nc1ccc([N+](=O)[O-])cc1
127.87,COc1ccccc1NC(=O)CN1C(=O)NC(CC(=O)[O-])C1=O
117.36,COc1ccccc1C(=O)NNC(=O)CC(=O)Cc1cc2ccccc2[nH]c1=O
108.05,Cc1cccc(C)c1NC(=O)C[S-]c1n[nH]c(N2C(=O)c3ccccc3C2=O)n1
135.61,O=C(Cc1ccc([N+](=O)[O-])cc1)Nc1ccc(O)c([N+](=O)[O-])c1
130.98000000000002,O=C(OCC(=O)c1cc2cc([N+](=O)[O-])ccc2[nH]1)c1cc[nH]n1
135.84,Cc1ccc(C(=O)NC(=O)COC(=O)c2ccc([N+](=O)[O-])cc2)c(O)c1
135.76,NS(=O)(=O)c1ccc(NC(=O)C[S-]C2=Nc3ccccc3C(=O)C2=O)cc1
124.04000000000002,O=C([O-])COC(=O)C1=C(O)C(=O)N(c2ccc(-c3ccccc3)cc2)C1=O
120.39,O=C(COc1cc(Cl)cc([N+](=O)[O-])c1)Nc1nnc(-c2ccccc2)o1
144.71,COc1ccc(S(=O)(=O)NC(=O)CCC(=O)N[C@@H](C)c2ccc(C)c([N+](=O)[O-])c2)cc1
132.4,CC1=C(C(=O)CC(=O)Nc2ccccc2)C(C(N)=O)=CC1[N+](=O)[O-]
118.41000000000004,Cc1cccc(NC(=O)[C@@H](C)CNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1C
122.93,COc1ccc(NC(=O)C(C)/C=N/NC(=O)c2ccc(Cl)cc2[N+](=O)[O-])cc1
144.01,Cc1ccc([N+](=O)[O-])c2[nH]c(SCC(=O)Nc3ccc(C(N)=O)cc3)nc12
135.84,O=C(COC(=O)c1ccc([N+](=O)[O-])c(O)c1)C(=O)Nc1ccc(Cl)cc1
106.18,COc1cc(CC(=O)n2[nH]c(=O)c3c([nH]c4ccccc43)c2=O)cc(OC)c1
112.21,O=[N+][N+](=O)c1ccccc1-c1ccn(-c2ccc([N+](=O)[O-])cc2)n1
130.99,COc1cc(C(=O)COC(=O)c2ccc(N)c([N+](=O)[O-])c2)c(OC)cc1Cl
104.73,Cc1ccc(C)c(NC(=O)COC(=O)CNC(=O)c2ccc(O)c(Cl)c2)c1
