HBA,SMILES
9.0,NC1=NC(=O)ON(c2nnc(-c3ccc([N+](=O)[O-])cc3)o2)C1
13.0,CCn1nnnc1-c1nnc(-c2ccc(Nc3nc(SCOC)ns3)cc2)o1
11.0,O=[N+]([O-])c1nsc(NCCOc2ccc3nc([N+](=O)[O-])sc3c2)n1
12.0,CCc1nc(Nc2nc(=O)n3nc(-c4ccccc4OC)nnc3n2)nn1C
12.0,CCSc1nnc([S-]Cc2nnc(-c3nonc3N)o2)o1
9.0,Clc1ccc(COc2nnc(CSc3nnns3)o2)cc1
11.0,CCCn1cnnc1SCc1nnc(-c2cc3c(=O)[nH]c(SC)nc3s2)o1
13.0,COC(=O)c1nnc(-c2nnc(-c3cnc(Nc4cc(OC)cs4)o3)o2)s1
13.0,COc1ccc(Nc2nnc(-c3nnc(Nc4sc(N)nc4C)o3)s2)c(OC)c1
9.0,CCOc1nnc(-c2nc3[nH]c4cccc(OC)c4c(=O)n3n2)cc1OC
11.0,COCOc1ccc2nc(SCC(=O)Nc3nnc4n3CC[S-]4)sc2c1OC
10.0,COC(=O)c1cccc(Nc2cn(CC(=O)Nc3cc(OC)c4cnc(=O)oc4c3)cn2)c1
11.0,C=COc1cnc(-c2nnc(CSC3=NN=C(c4ccccc4)NN3C)o2)s1
13.0,Nn1nnnc1CSCc1nnc(-c2nnc(-c3ccccn3)o2)o1
12.0,Cn1c(N)nc2nnc(SCc3nnc(SC#N)o3)n21
10.0,COc1ccc(CSc2nnc(CCc3nsc(=O)o3)o2)cc1OC
11.0,CC1COCCN1C(=O)CSc1nn2nc(-c3nncn3C)nc2n1C
11.0,CCOC(=O)c1nc(CN2CCn3nc(C)nc3C2)nn1Cc1cncs1
13.0,COC(=O)c1c(C)sc(C(=O)CSc2nc(=O)n(C(=O)OC)c(OC)c2C(=O)[O-])c1C
10.0,Cc1nnc2nc(SCc3nnc4sc5c(c4n3)CCCC5)on12
11.0,COC(=O)c1ccc(-c2nc(N)c(-c3nc(N4CCOCC4)no3)o2)cc1-c1ccco1
10.0,N#Cc1ncn2c(OCCC(=O)c3cc(Cl)ccc3[N+](=O)[O-])nnc2n1
10.0,CCOc1ccc([N+](=O)[O-])c(COCc2nc3c(OC)nc(=O)n(C)c3s2)c1
11.0,COc1ccc(COc2nnc(SC[C@H]3N=N[N-][N+](=O)C3=O)o2)c(OC)c1
9.0,COc1cc2oc(-c3nnc(COc4ccc(C)cc4[N+](=O)[O-])o3)nc2cc1Cl
8.0,CCCN(CC)c1nnc(SCC(=O)Nc2ccncc2OCC)s1
9.0,Cc1c(CCC#N)nc2nc(-c3ccc(C(=O)[O-])o3)nn2c1N
10.0,COc1cc(OC(F)F)cc(-c2nnc(Nc3cc([N+](=O)[O-])on3)o2)c1
11.0,Cn1c(SCc2nnc3c(n2)OCS3)nnc1-c1ccc2c(c1)OCO2
9.0,O=[N+]([O-])c1ccccc1Cc1nnc(COCc2ccc(-c3nncs3)cc2)o1
11.0,CCNc1nnc(Sc2nsc([S-]Cc3ccccc3[N+](=O)[O-])n2)s1
10.0,CCn1c(SC)nc2nc(-c3cc4c(C)csc4nc3OC)nn2c1=O
11.0,O=C([O-])c1ccc(-c2cnc(/N=N/c3nc(-c4cnco4)co3)o2)o1
12.0,COC(CCNc1nnc(-c2ccc3c(c2)OCO3)o1)n1nnnn1
11.0,CCn1nnc2nc(SCc3nc4n(n3)Cc3cccn3CS4)sc21
11.0,COC(=O)c1cnc([N+](=O)[O-])c(CSc2nnc(-c3ccccc3OC)o2)n1
11.0,CCc1csc(-c2nn3nc(SCC(=O)NC(=O)COC)nc3o2)n1
13.0,CSc1oc(CSC2N=NN3N=C(c4cccnc4)ON23)nc1NC(=O)c1ccco1
9.0,O=[N+]([O-])c1cnc(OCc2nc3ccc(O)cc3o2)c([N+](=O)[O-])c1
11.0,Cn1c(NCCOc2ccc(-n3cnnn3)cc2)nc2scnc2c1=O
12.0,Nn1c(CSc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)nnc1[N+](=O)[O-]
11.0,COC(=O)C1=NN=C([S-]Cc2nnc(-c3nnc(C)o3)o2)[NH+]1C
11.0,c1ccc(C(c2nnno2)c2nnnn2CCOc2ccc3c(c2)OCO3)cc1
11.0,COc1cc(-c2nnc([C@@H]3COC(c4ccc([N+](=O)[O-])cc4)=NO3)n2C)cc(OC)c1OC
11.0,Nn1nnnc1-c1nnc(CCCC(=O)c2nc3ccccc3s2)o1
13.0,CCC1=NNc2nc(SCC(=O)Nc3nnnn3C)n(C(=O)OC)c2N1C
12.0,COc1ccc(OSc2nnc(-c3onnc3N)o2)cc1OC(C)=O
13.0,COc1ccc2c(c1)oc1nc(-c3nnc(-c4nn5nnnc5s4)o3)sc12
