HBA,SMILES
2.0,Cc1ccc(F)cc1NC(=S)N/N=C/c1ccccc1
2.0,CC(C)c1ccc(C(=O)N/N=C/c2ccccc2Br)cc1
0.0,CCCC[NH2+]Cc1ccc(Cl)cc1
1.0,Fc1ccccc1CNC(=S)Nc1ccc2ccccc2c1
1.0,Cc1ccc(C(=O)/C=C/c2ccccc2C(C)C)cc1
2.0,CC1CC(NC(=O)c2ccccc2)=Nc2ccccc21
1.0,Cc1ccc(C2CCC(C[NH3+])C(=O)N2)cc1
3.0,CCCCCCS(=O)(=O)CCC1=CC=C[S-]1
1.0,CCCOc1cccc(/C=C/c2ccc(Cl)cc2)c1
2.0,COc1cccc(/C=C/C(=O)NCc2ccccc2Cl)c1
1.0,CC(C)c1ccc(CCNC(=O)/C=C/c2ccc(F)cc2)cc1
2.0,O=C(/C=C/c1ccco1)Nc1ccc(-c2ccccc2)cc1Br
3.0,CCOc1ccc(/C=N/NC(=O)c2ccc(Br)cc2)cc1
0.0,Clc1ccc(/C=C/c2ccccc2)cc1
1.0,CCc1ccc(NC(=O)/C=C/C=C/c2ccccc2)cc1
2.0,C=CCOc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1Br
1.0,Cc1ccccc1CCCC[NH2+]O
3.0,Cc1ccc(/C=C/C(=O)N/N=C/c2ccc(Br)o2)cc1
2.0,CC(O)CCCOc1ccc(F)cc1
0.0,Cc1ccccc1CNC(=[SH+])Nc1ccccc1
2.0,CNC(=O)c1ccc(OCc2ccccc2F)cc1
0.0,C=CCCCCCCCC
0.0,CCCCCCCCl
0.0,CC(C)CC/C=C/c1ccccc1
2.0,CCCCCN1CCC(NC2CCCCC2)CC1
2.0,CCCNCC[NH2+]
1.0,Oc1ccc(/C=C/c2ccccc2)cc1Br
1.0,Cc1ccc(N2CC[NH+](CCc3ccc(F)cc3)CC2)cc1
1.0,CCC1CCC(NC(=O)c2ccccc2Cl)CC1
1.0,CCNC(C)CCc1ccc(Cl)cc1
3.0,COC(=O)c1ccc(CNC(C)=O)cc1
0.0,CCC/C=C/c1ccc(Br)cc1
2.0,O=[N+]([O-])c1ccc(/C=C/c2cccc(F)c2)cc1
0.0,Cc1ccc(/C=C/c2ccccc2Cl)cc1
0.0,Cc1ccccc1/C=C/c1ccccc1
0.0,CCCCCCCc1ccc(C(F)(F)F)c(Cl)c1
1.0,Cc1ccc(NC(=S)N2CCC(C)C(C)C2)cc1
2.0,CC(=O)CNC(=O)/C=C/c1cccc(F)c1
2.0,CCCCCNO
3.0,O=C(NCCNS(=O)(=O)c1ccccc1)Nc1ccccc1
1.0,CCCC(=O)NC(=[SH+])Nc1ccccc1
2.0,CC(=O)c1ccc(C(=O)NC2CCCCC2)cc1
1.0,O=C(/C=C/c1ccc(C(F)(F)F)cc1)Nc1ccccc1F
1.0,Cc1ccc(C)c(NC(=O)/C=C/c2ccccc2C)c1
1.0,O=C(/C=C/c1ccc(Br)cc1)NCCc1ccccc1
2.0,COc1cccc(/C=C/CCCNC(=O)/C=C/c2cccc(Cl)c2)c1
0.0,c1ccc(CC[NH+]2CCC(c3ccccc3)CC2)cc1
1.0,CCOc1ccc(/C=C/c2ccc(Br)cc2)cc1I
2.0,O=C(Cc1cccc(Cl)c1)N/N=C/c1ccccc1
0.0,CCc1ccc(NC(=[SH+])NCCc2cccc(F)c2)cc1
1.0,CCCN1CCCCC1
2.0,CCc1ccc(OCc2ccc(OC)cc2)cc1
3.0,COc1ccc(C(=O)N/N=C/c2ccccc2)cc1
2.0,CC(=O)Nc1ccc(C(=O)c2ccccc2I)cc1
1.0,Cc1ccc(C(=O)Nc2ccc(CCc3ccccc3C)cc2)cc1
1.0,CC(C)CC/N=C/C1C=CC=C1
0.0,CCc1ccc(/C=C/C(C)CC)cc1
1.0,CCCCCOc1ccc(C(F)(F)F)cc1
0.0,CCCCCCCCC[NH2+]C
0.0,C/C=C/C=C/c1ccccc1
2.0,C/C(=C\c1ccc(O)cc1)C(=O)Nc1ccc(C)cc1C
2.0,Brc1ccc2[nH]c(C3CC[NH+](Cc4ccco4)CC3)nc2c1
1.0,CCC(C)CCNC(=O)/C=C/c1cccc(Cl)c1
2.0,O=C(/C=C/c1ccccc1)N1CCN(C(=O)Nc2ccccc2)CC1
1.0,CN1CCC(CCCc2ccccc2)CC1
2.0,CCCCCC(=O)/C=C/c1cccc(NC=O)c1
1.0,CC(C)(C)NC(=S)NCCc1cc2ccccc2[nH]1
2.0,CCC(=O)c1ccc(NC(=O)/C=C/c2ccccc2)cc1
1.0,CCC(=O)NCc1ccc(C)cc1C
0.0,C=CCC[NH2+]CCCCC
1.0,CC1=CC=C(C(N)=O)CC1
0.0,CC(C)CCCCCCl
1.0,O=C(/C=C/c1ccc(F)cc1F)Nc1ccc(Cl)cc1
0.0,CCCCCCC
0.0,CCC1Cc2cc3c(cc2[NH+]1C)[nH]c1ccccc13
0.0,Fc1ccc(/C=C/CCCc2ccc(Br)cc2)cc1
2.0,CCn1c(CCCNC(=O)CC(C)C)cc2ccccc21
1.0,Cc1ccc(C(=O)Nc2ccc(-c3cccc(Cl)c3)cc2)cc1
1.0,CCCCCOc1ccc(-c2ccccc2)cc1Cl
1.0,CC(C)CCNC(=O)NCc1ccccc1Cl
2.0,COc1ccc(C)cc1C(=O)/C=C/c1ccccc1
2.0,Cc1ccc(NC(=O)CN2CCCc3ccccc32)cc1Cl
1.0,O=C(NCc1cccc(F)c1)c1ccc(CCc2ccc(Cl)cc2)cc1
2.0,O=C(Nc1ccccc1)C(=O)Nc1ccc(-c2cccc(Cl)c2)cc1
1.0,CCCCNC(=O)NCCc1cccc(C)c1
1.0,O=C(O)c1ccc(/C=C/c2ccccc2)cc1
1.0,CCCNC(=O)c1ccc(-c2ccc(CC)cc2)cc1
3.0,CCOc1ccc(C(=O)N/N=C/c2cc(Cl)ccc2Cl)cc1
0.0,Clc1ccccc1/C=C/C=C/c1ccc(-c2ccccc2)cc1
2.0,CCOc1ccc(/N=C/c2ccc(Br)cc2)cc1
1.0,Cc1ccccc1/C=C/C(=O)Nc1ccccc1
0.0,CCCCCCC/C=C/C#[N+]CC
2.0,Cc1ccc(NC(=O)/C=C/c2ccc(O)cc2)cc1
0.0,CCCC1=Cc2ccc(C)cc2C1
1.0,CCc1ccc(CCCO)c(C)c1
2.0,CCCc1ccc(-c2ccc(C(=O)NCC[NH2+]C)cc2)o1
2.0,O=C(/C=C/c1cccc(F)c1)NNC(=O)c1ccc(Br)cc1
2.0,O=C(/C=C/c1ccc(Br)o1)Nc1ccccc1Br
0.0,Fc1ccc(/C=C/C=C/c2ccc(Cl)cc2)cc1
2.0,CCCC(O)CCOc1ccc(Br)cc1
1.0,O=C(O)c1ccc(/C=C/c2ccc3c(c2)[nH]c2ccccc23)cc1
1.0,O=C(C[NH2+]Cc1ccccc1)Cc1ccccc1
1.0,Fc1cc(-c2ccc(/N=C/c3ccccc3)cc2Cl)ccc1Cl
2.0,Cc1ccccc1NC(=O)CCc1nc2ccccc2[nH]1
0.0,Cc1ccccc1/C=C/C=C/c1ccc(Cl)c(Cl)c1Cl
2.0,O=C1NC(c2ccccc2)Nc2cccc(Cl)c21
2.0,CCC(C)/C=C/C(=O)Nc1ccc(SC)cc1
0.0,Fc1ccc(/C=C/c2ccc(Cl)cc2)cc1
1.0,Cc1ccc(N2CC[NH+](C/C=C/c3ccccc3Cl)CC2)cc1
1.0,Brc1ccc(-c2cc3cnc(-c4ccccc4)cc3[nH]2)cc1
2.0,O=C(NC(=S)CC1CCCCC1)c1ccccc1
2.0,O=C(CNC(=O)c1ccccc1Cl)NCCc1ccccc1Cl
0.0,CCc1ccc(/C=[NH+]/CCc2ccccc2)cc1
2.0,CCCC(O)/C=C/CCc1ccco1
1.0,C[N+](C)(C)CC(=O)c1ccccc1I
2.0,CC(CC[NH+]1CCCCC1)N/N=C/c1ccccc1
2.0,CC(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccc(-c2ccccc2)cc1
3.0,CCCC(=O)NCc1ccn(CC)n1
2.0,Cc1ccc(CCNCN)cc1C
0.0,c1ccc(CCC[NH2+]Cc2ccccc2)cc1
0.0,Cc1cc(C)cc(/C=C/c2ccccc2)c1
1.0,O=C(/C=C/c1ccccc1F)Nc1cccc(I)c1
1.0,O=C1NC(c2ccccc2)=C(c2ccccc2)/C1=C/c1ccc(F)cc1
3.0,COc1ccc2c(c1)C(=O)NC(c1ccc(F)cc1)N2
1.0,C=C(c1cccc(Cl)c1)[C@H]1C[C@@H](c2ccc(Cl)cc2)O1
0.0,CCc1ccc(NC(=[SH+])NCc2ccc(F)cc2)cc1
1.0,Fc1ccc(-c2ccc(-c3ccccc3)cn2)cc1
2.0,CCc1cccc2c1Cc1cc(CCC(=O)[O-])ccc1-2
3.0,COC(=O)c1ccc(/C=C/c2ccccc2Cl)o1
3.0,Cc1ccc(CNC2=NCNC2=S)c(Cl)c1
1.0,CCCN/C=N/C
3.0,O=C(N/N=C/COc1ccccc1Cl)c1ccc2ccccc2c1
0.0,Cc1cccc(NC(=[SH+])NCCCC(C)C)c1
2.0,Fc1ccc(-c2ccc(-c3nc(-c4ccccc4)n[nH]3)cc2)cc1
2.0,Cc1ccc(CC(=O)NCC(=O)Nc2ccccc2C)c(C)c1
2.0,O=C(Nc1ccccc1)c1ccc(OCc2ccc(Br)cc2)cc1
2.0,OCCCC[NH+]1CCN(c2ccc(-c3ccccc3)cc2)CC1
3.0,COc1ccc(/C=N/NC(=O)c2ccccc2C)cc1
1.0,N#[N+]C1CCC(c2ccccc2)CC1
0.0,CC[NH2+]C(C)c1ccc(C)cc1
1.0,Clc1ccc(COc2ccc(Br)cc2)cc1
1.0,Brc1ccc(/C=C/c2cc(-c3ccccc3)n[nH]2)cc1
1.0,Cc1ccc(C(=O)Nc2ccc([NH+](C)C)cc2)cc1
2.0,CCCCN1CCN2c3ccccc3CCC2C1
1.0,Clc1ccc(/N=C/c2ccccc2)cc1
2.0,CCc1ccc(NC(=O)c2ccc(SC)cc2)cc1
2.0,CCCCCNC(=O)/C=C/c1ccc(OC)cc1
0.0,Ic1cccc(/C=C/c2ccccc2)c1
1.0,Cc1cc(C)cc(CNC(=S)Nc2ccccc2C)c1
2.0,C[C@@H](CC(=O)Nc1ccccc1)NC(=O)Cc1ccc(F)cc1
3.0,C=CC(=O)NNc1ccc(C(=O)c2ccccc2)cc1
2.0,C/C=C/CCNS(=O)(=O)c1ccccc1F
1.0,CC(C)c1ccc(NC(=O)/C=C/c2cccc(Cl)c2Cl)cc1
2.0,Cn1cc(CCc2ccccc2)nc1-c1ccccc1
1.0,CCCc1ccc(CCNCC)cc1
0.0,CCc1ccc(CCCC(C)CC)cc1
1.0,C/C(=C\C(=O)Nc1cccc(Cl)c1)c1ccccc1Cl
2.0,CCCCCC(=O)N1CCN(CCC)CC1
0.0,Cc1ccc(CC[n+]2cccc(F)c2)cc1C
0.0,Cc1ccc(/C=C/c2ccc(Cc3ccccc3)cc2)cc1
3.0,O=C(O)CCc1cc2cc(Oc3ccccc3[I-])ccc2o1
3.0,O=C1CCC(CC(=O)N/N=C/c2ccccc2)C1
2.0,CC(C)NC(=S)N1CCN(c2ccccc2)CC1
1.0,Cc1ccc(/C=C/C(=O)Nc2ccc(C(C)C)cc2)cc1
1.0,CCCCOCC
3.0,COC(=O)CCc1ccc(-c2ccccc2)o1
2.0,Cc1ccccc1N1CCN(c2ccccc2)CC1
1.0,CC(C)C(C(=O)Nc1ccccc1)C1=Cc2ccccc2[NH+]1C
0.0,C/[N+](=C\c1ccc(CF)cc1)[N-]Cc1ccccc1
1.0,CNCC[NH2+]Cc1ccc(Cl)cc1
2.0,O=C(/C=C/c1ccccc1)N/N=C/c1cc(F)cc(F)c1F
2.0,O=C(/C=C/c1cccc(I)c1)NC(=S)Nc1ccccc1
2.0,COc1ccc(/C=C/C(=O)Nc2ccc(Br)cc2)cc1
1.0,CC(C)c1[nH]nc(/C=C/c2ccc(Br)cc2F)c1Cl
1.0,CC(=O)NCc1cc2ccc(Br)cc2[nH]1
2.0,CCCCOCCCNC
2.0,CCCc1ccc(/C=C/C(=O)NC(=O)Nc2ccc(C(C)C)cc2)cc1
2.0,Cc1ccc(C)c(NC(=O)COc2ccc(Cl)cc2Cl)c1
2.0,C=CCCC(=O)NCc1ccc(-c2cccc3cccn23)cc1
0.0,Cc1ccc(/C=C/c2cc3ccccc3[nH]2)cc1
