QED_label_continuous,SMILES
0.2565164432001246,COc1cc(OC(C)=O)c(Cl)cc1OCC(=O)N/N=C/c1ccc2c(C)cccc2c1
0.3467773506012622,CC(C)C1C=C(/C=N/Nc2cc3ccccc3n2C)C=C2OC(SCc3ccccc3)=NC21
0.3726813135606153,O=c1c([N+](=O)[O-])c(/C=C/c2ccc(Br)cc2Cl)oc2cc(Cl)ccc12
0.2875892189863244,C=CC/C=N/NC(=O)/C=C/c1ccc([N+](=O)[O-])c(Cl)c1
0.2870588564440517,Cc1ccc([N+](=O)[O-])c(/C=N/NC(=O)COC(=O)c2ccc3sc(C)nc3c2)c1
0.3634528277370384,CC(C)Oc1ccc(/C=C/C(=O)N/N=C/c2c(Br)cccc2Br)cc1
0.2693422048917497,C=C(CC(=O)N/N=C/c1ccc(Sc2ccsc2)c([N+](=O)[O-])c1)Nc1ccccc1
0.2395333905955362,CCn1c(SSCCC(=O)Nc2cc(Cl)c(Cl)cc2Cl)nc2ccccc21
0.3303930967483163,O=C(/C=C/C=C/c1ccccc1[N+](=O)[O-])N/N=C1/C(=O)C=C([N+](=O)[O-])c2ccccc21
0.3621795916472023,COc1ccc(/C=C/C(=O)NNC(=O)Nc2ccc(Br)c3cc(Cl)ccc23)cc1
0.3013938924760487,CCOc1c(OC)ccc(C(=O)/C=N/NC(=O)COc2ccc(O)cc2)c1[N+](=O)O
0.3172716693811539,O=[N+]([O-])c1cc(Br)c(/C=N/c2ccc3ccccc3c2)cc1Cl
0.3335713429428733,N#Cc1cccc(/C=N/N=C/c2ccc(-c3ccc(Br)cc3)cc2[N+](=O)[O-])c1O
0.2614937363993939,COc1ccc(Br)cc1-c1cccc(C(=O)/C=C/c2ccc3ccccc3c2O)c1
0.3571037742249914,CO[N+](=O)c1ccc(/C=N/NNC(=O)N/N=C/c2cccc([N+](=O)[O-])c2)cc1
0.2887191934212017,O=C(NNO/N=C/c1ccc(-c2ccccc2)cc1)c1cc(Br)cc(Br)c1
0.3425380383882985,C=CCOc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1
0.353853520825997,O=C(Oc1ccc([N+](=O)[O-])cc1Br)c1ccc([N+](=O)[O-])cc1
0.3309032730940527,O=C(CCC(=O)c1ccccc1)NN/N=C/c1cccc([N+](=O)[O-])c1
0.3359454486413431,CCC(C)Oc1ccc(C(=O)[NH2+]/N=C/c2ccc(I)cc2)cc1
0.2628222420434474,COc1ccc(NC(=O)/C=C/c2cc([N+](=O)[O-])c(-c3nc4ccccc4o3)s2)cc1
0.2838863094160013,O=[N+]([O-])c1ccc(/C=C/c2ccc(Oc3cccc(Cl)c3[N+](=O)[O-])cc2)cc1
0.3463775294113463,Brc1cccc(-c2nnc([S+]Cc3cccc4ccccc34)o2)c1
0.2688729710755133,O=[N+]([O-])c1ccc(/C=N/N=C/c2cc(-c3ccccc3)nc3ccccc23)cc1
0.3651213531886906,COc1cc(/C=N/N/N=C/C=C/c2ccccc2)cc(Cl)c1OCc1ccccc1
0.2897943727969246,Cc1oc(NC(=O)/C=N/NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)c(Cl)c1Cc1ccccc1
0.2831900905700468,COc1ccccc1-c1ccc(/C=N/NC(=O)/C=C/c2ccccc2[N+](=O)[O-])o1
0.2688122813523481,COC(=O)c1ccc(/C=N/NC(=O)/C=C/c2ccc(Cl)cc2[N+](=O)[O-])cc1
0.3357360484640841,O=C(/C=C/C=C/c1ccccc1Cl)NNC(=O)/C=C/c1ccccc1[N+](=O)[O-]
0.338836026094553,O=C(N/N=C/C=C/C=C/c1ccc(Br)cc1)c1ccc([N+](=O)[O-])cc1
0.3881217543260122,COc1cc(Br)ccc1/C=C/C(=O)NNC(=O)/C=C/c1ccc(-c2ccccc2)cc1
0.379664928243988,O=C(/C=C/c1ccc(/C=C/c2ccccc2)cc1)Nc1nc2ccccc2c(=O)[nH]1
0.2807704899081586,O=[N+]([O-])c1ccc2nc(-c3ccc(/C=N/c4ccc(F)cc4)cc3)oc2c1
0.2789597012192706,O=Nc1ccc(-n2cc(-c3cc4c5ccccc5c(-c5ccccc5)c-4[nH]n3)cc2Cl)cc1
0.2605651031164319,O=C(O)c1ccccc1C(=O)OCC(=S)N/N=C/C=C/c1ccc(Br)cc1Cl
0.2903860693566382,O=[N+]([O-])c1ccccc1/C=N/N=C/c1nc(/C=C/c2ccccc2Br)cs1
0.2655405850251116,Cc1ccc(NC(=O)CO/N=C/c2cc(Cl)c3c(=O)c4ccccc4oc3c2)c(C)c1
0.3026636210719871,O=[N+]([O-])c1ccc(Oc2ccccc2/C=N/[NH2+]/N=C/c2ccccc2)cc1
0.2857586749319869,Brc1ccc(-c2ccc(/C=N/Nc3ccc(-c4ccccc4)cc3)o2)cc1
0.2980144427382861,COc1cc(/C(O)=N/NC(=O)CC/C=C/c2ccccc2Cl)cc([N+](=O)[O-])c1
0.2808184808867598,O=C1c2cc(/C=C/c3ccc(Br)cc3)ccc2C2=NC(c3ccccc3)c3ccccc3N12
0.3167626298438547,Brc1ccc(/C=N/N=C/c2ccc(-c3nc4ccccc4s3)o2)cc1
0.3251329684958769,Cc1ccc(NC(=O)/C=N/NC(=O)/C=C/C=C/c2ccccc2Br)cc1
0.3502800191919772,Cn1c(C(=O)Nc2cccc(-c3ccccc3)c2)nc(-c2ccccc2)c(-c2ccccc2)c1=O
0.3262189226361348,Bc1cc(OC)cc(OCl)c1/C=C/C(=O)N/N=C/c1ccc(OCC)cc1
0.2942243520542664,COc1cc(/C=N/NNc2nnc(COc3ccccc3)s2)ccc1-c1ccccc1
0.2488427559613426,O=[N+](O)/C(=C\Oc1ccc(/C=N/N=C/c2cccc([N+](=O)[O-])c2)cc1)c1ccccc1
0.3402760839140907,O=C(CCNNC(=O)C/C=C/c1cc(Cl)ccc1-c1ccccc1)Cc1ccccc1
0.3408117729925574,O=C(/C=N/N=C/c1ccc(-c2ccc(Br)cc2)o1)Nc1cccc([N+](=O)[O-])c1
0.2437688262121706,O=C(/C=C/c1ccccc1C(=O)[O-])N/N=C/c1ccc2c(ccc3ccccc32)c1
0.2868044507506564,C=CCCCC/C=N/N=C/c1ccc(-c2ccco2)cc1
0.3111809205543516,COc1ccc(Br)cc1/C=N/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1
0.2521826624101609,O=C(O)c1c(/N=C/c2ccc3cc(O)ccc3c2)cc(Br)cc1-c1ccc2ccccc2c1
0.3331144736264381,O=C(/C=C/c1ccc(Br)cc1)NNC(=O)CSc1nnc(-c2ccccc2)o1
0.3594275818816824,COc1cccc2ccc(/C=N/NC(=O)CO/N=C/c3ccc4ccccc4c3)cc12
0.3407408022114753,O=C([O-])c1ccc(/C=N/N=C/c2ccc3oc(-c4ccc(Br)cc4)nc3c2)cc1
0.3604138040247754,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NNC(=O)/C=C/c1cc2ccccc2[nH]1
0.2688122813523481,COC(=O)c1ccc(/C=C/C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2Cl)cc1
0.3161693690242979,O=C(/C=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)/C=C/c1ccccc1[N+](=O)[O-]
0.2986782521946248,O=[N+][N+](=O)c1ccc(/C=C/C(=O)NNC(=O)c2cccc(Br)c2)c([N+](=O)[O-])c1
0.3107261728989223,CO[S@@](=O)c1ccc(/C=N/N=C/c2cc(Cl)c(-c3ccc(Cl)cc3)c(Cl)c2)cc1
0.2424463108701808,C=CCn1c(/C=N/N=C/c2cccc([N+](=O)[O-])c2)ccc1-c1ccc(OC)cc1
0.2929621372748766,O=[N+]([O-])c1ccccc1/C=N/CSc1nnc(-c2ccccc2)o1
0.4094602530132447,O=C(/C=C/c1ccc2c(c1)OCO2)NNNC(=O)CNC(=O)c1ccccc1
0.4107644937912144,COc1ccccc1OCCOC(=O)C1=C(c2ccccc2)c2ccccc2OC1C#N
0.3120077532613251,C(=C/c1nnc(-c2ccc(-c3ccccc3)cc2)o1)\c1ccc(-c2ccccc2)cc1
0.334446672729862,Cc1ccccc1Nc1nnc(/C=N/NC(=O)/C=C/c2ccccc2Br)s1
0.3163071900276301,CCC1=CC(c2ccccc2)Oc2c(OC)c(/C=C/c3oc4ccc(OC)cc4c3C)cc(O)c21
0.2925794778856916,CCOc1ccc(-c2ccc(/C=C(\[O-])c3ccccc3C(=O)Nc3ccccc3)cc2)cc1
0.3007291831934311,O=C(N/N=C/c1ccc(-c2ccccc2)cc1)c1cc2cccc([N+](=O)[O-])c2[nH]1
0.328484364802993,COc1cc(Br)cc(/C=N/NC(=O)CO/N=C/c2ccc(Br)c([N+](=O)[O-])c2)c1
0.3304457181457082,Cn1c(=O)c(COC(=O)COc2ccc(C(=O)c3ccccc3)cc2)cc2ccccc21
0.2627186755249513,Cc1ccc(C(=O)COC(=O)/C=C/C(c2ccccc2)c2ccc(O)c(O)c2)cc1
0.3298433172403062,O=C(/C=C/c1ccc2c(c1)OCO2)NN/C=N/C=C/c1cccc(Cl)c1Cl
0.2761017103527748,O=C(/C=C/c1ccc(-c2ccc3ccccc3n2)cc1)Nc1ccc([N+](=O)[O-])cc1
0.2819870089602382,COC(=O)c1ccc(/C=N/NC(=O)/C=C/c2ccccc2[N+](=O)[O-])cc1
0.3614757326759268,Cc1cccc2nc(NC(=O)/C=C/C3C=C=C(OC(=O)C=CC4C=CC=CC4)C=C3)sc12
0.2423155043533386,O=[N+]([O-])c1ccccc1-c1ccc(CSc2nnc(-c3ccccc3)o2)cc1
0.3150888156442791,Cl/C(=C/c1ccc(Sc2nnc(-c3ccc(Cl)cc3Cl)o2)o1)c1ccccc1
0.2777481453043843,Cc1oc(-c2nnc(Sc3c(Br)c4ccccc4oc3=O)o2)cc1-c1ccccc1
0.3418696641539404,O=C(CSc1ncc(-c2cccc([N+](=O)[O-])c2)o1)Nc1cccc(Br)c1
0.3025078126159747,O=C(NNC(=S)N/N=C/c1ccc(Br)cc1)c1cccc([N+](=O)[O-])c1
0.3744644924138134,CCCCOC(=O)C1=CC(c2ccc(OCC)c(Br)c2)OC(=O)C1c1ccccc1
0.2721954164428557,O=[N+]([O-])c1ccc(/C=C/N[NH2+]/N=C/c2ccccc2Br)cc1
0.2940800707807,N#C/C(=C\N/N=C/c1ccc([N+](=O)[O-])cc1)c1ccc(-c2ccccc2)cc1
0.3701859331303438,COC(=O)c1ccc(/C=N/NC(=O)/C=C/c2ccc(Br)cc2)cc1
0.4072730925585241,COc1cc(/C=N/NC(=O)c2ccc(Cl)c(Cl)c2)cc(COc2ccccc2)c1
0.3089364792288076,O=C1C=C(CSc2nnc(SCc3ccc(Cl)cc3)s2)C(=O)N1c1cccc(Cl)c1
0.3188593024343311,COC(=O)c1ccc(/C=N/NC(=O)c2cn3c(=O)ccc4cccc(c2=O)c43)cc1
0.384252920631001,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)[NH+]/N=C/C1=CC=C2C=CCC=C2C1
0.3042187067864997,S=C(N/C=C/c1c[nH]c2ccccc12)N/N=C/C=C/c1ccc(Br)cc1
