rotatable,SMILES
12.0,CCCCCCCCCCCCCCO
11.0,CCCCCCCCCNC(=O)c1ccc(COC#N)cc1
10.0,CCCCCCCCCNC(=O)c1ccc(OC)cc1
11.0,CCCCCCCCOc1ccc(OCCC)cc1
13.0,CCCCCCCCCCCCCCC(C)=O
13.0,CCCOc1ccc(-c2nnc(CCCOc3cc(OC)cc(OC)c3)o2)cc1OCC
13.0,CCCCCCCCC(=O)NCCCCOc1ccccc1
10.0,CCCCCOc1ccc(OCc2ccc(Cl)c(C(=O)O)c2)c(OC)c1
11.0,CCCCOc1ccc(/C=C/NCc2ccc(OC)c(OCC)c2)cc1
11.0,COc1c(/C=C/CN(C)C)ccc(OCCCCCO)c1OC
11.0,CCCCCCCOc1ccc(OCCCC)cc1Cl
12.0,CCOc1ccccc1OCCCCCC(=O)[NH2+]c1cc(OC)cc(OC)c1
12.0,CCCCCCCC[NH2+]C(=O)CCCCCC
12.0,CCOc1ccccc1OCCCCCC[NH2+]Cc1ccccc1
13.0,CCCCCCCCCCCCC(=O)Nc1ccc(CC)cc1
12.0,CCCCCCCCNC(=O)c1cc(OCc2nccs2)ccc1OC
9.0,CCCCOc1ccc(OCC(=O)Nc2ccc(F)cc2)cc1OC
11.0,CCCCC[NH+](C)CCOc1ccc(OCc2ccco2)cc1
12.0,C=CCCCCCCCCCCCCC
12.0,COc1ccc(OCCCCCCCCCC(C)C)cc1Br
11.0,CCOc1cc(NC(=O)COCC(=O)Nc2ccc(OC)cc2)cc(OCC)c1
11.0,CCCCCCCCCCCNC(=O)c1cccc(O)c1
11.0,CCCCCCOc1ccc(OCCNc2ccc(Br)cc2)cc1
13.0,CCOCCCCOC(=O)NCCCCOc1ccc(OC)cc1
13.0,CCCCCCCCCCC[NH2+]CCc1ccccc1
12.0,C=CCOc1ccc(OC[NH2+]CCOc2ccccc2)c(OCC)c1
11.0,CCCCCCCSc1nnc(C(=O)NCCc2ccccc2)n1C
9.0,Cc1cccc(C)c1NC(=O)COC(=O)CCCCOc1ccccc1
12.0,COc1ccc(CCCCCCCOc2ccccc2OC)cc1OC
13.0,CCCCCCCCCCCCCCCC
11.0,CCCCCOc1ccc(COc2ccc(OC)cc2)cc1OCC
12.0,COc1ccc(COCC(=O)NCCCCCC(=O)O)cc1OC
9.0,CCCCCCCC(=O)Nc1ccc(OCC)cc1
12.0,COCCCOc1c(OC)cc(CCCCC(=O)O)cc1OC
12.0,C=CCOc1cc(OC)c(OCCCC[NH2+]CC)c(OC)c1
13.0,CCCCCCCC(C)NC(=O)COc1ccc(CCOC)cc1
10.0,CCCCCCCCOc1ccc(OC)cc1OC
13.0,CCCCCCCCCCCCCCCC
13.0,CCCCCCCCCC(=O)COc1ccc(OCC)cc1
13.0,CCCCCCCCCC[NH2+]c1ccc(S(=O)(=O)NCC)cc1
13.0,CCCCCCCCOc1ccc(OCC(C)CCC)cc1
11.0,CCOc1cc(OC)c(Cl)cc1OCCCC(=O)NCCN(C)C
13.0,CCCCCCOc1cc(Cl)c(OCCCCC(=O)[O-])c(OC)c1
12.0,CCCCCCNCCCc1cc(OC)c(OC)c(OC)c1
11.0,O=C(NCCCOCCCCOc1ccccc1)c1ccc(F)c(Cl)c1
11.0,CCCCCCCNC(=O)c1ccc(NC(=O)CCC)cc1OC
12.0,CCCCCCCCCCCCOc1ccc(Br)cc1
13.0,CCCCCCCCCCC(O)CCOc1ccc(Cl)cc1
13.0,CCCCCCCCCCCCCOc1ccccc1F
11.0,COc1cc(C)ccc1OCC(=O)NCCCCCOc1ccc(C)cc1
13.0,CCCCCCCCC(O)CCCCOc1ccccc1Cl
10.0,CCCCCCc1ccc(OCCOc2ccccc2Cl)cc1
11.0,CCCCCC(=O)c1ccc(OCCCCC(C)C)nn1
10.0,O=S(=O)(c1ccccc1)c1ccccc1CNCCCCOc1ccccc1
13.0,CCCCCCCOc1ccc(OCCOc2ccccc2)c(OC)c1
11.0,CCCN(CCC)CCCC(=O)Nc1ccc(Cl)cc1OCC
10.0,CCOc1ccc(CC(=O)NCCCOc2ccccc2)cc1OC
10.0,COc1ccc(OCCCCCNC(=O)c2cc(Cl)cc(OC)c2)cc1
12.0,CCCCCCCCOc1ccc(OCCCC)cc1
12.0,CCOc1cc(OCCCNCCOc2ccccc2)ccc1OC
12.0,CCCCCCCCCCOc1ccc(OCC)cc1
11.0,CCCCCCCCCCCCCC
11.0,CCCCCCCCCNC(=O)COc1ccc(Br)cc1
10.0,CC(=O)C(C)[NH2+]CCCCOC1=NN=C(COc2ccccc2)[NH+]1C
12.0,CCCCCCCOc1ccc(OCCOc2ccccc2)cc1
11.0,CCCCCCCNC(=O)c1ccc(OCCC)c(OC)c1
12.0,COCCCN(CCCOc1ccc(OC)cc1)C(=O)NCc1ccccc1
11.0,CCCCCCCCCOc1ccc(Cl)c(C(=O)OCC)c1
11.0,CCCCCOc1ccc(C(=O)NC(C)Cc2cccn2CC)cc1OC
10.0,COc1ccc(OCCCCCCOc2ccccc2)cc1
12.0,CCCCCCOc1cc(OC)c(OCc2ccc(OC)cc2)cc1OC
13.0,CCCCCCCCCOCCCOc1ccccc1Cl
10.0,CCCCCCCCc1ccc(OCCC)c(Br)c1
11.0,CCCCNC(=O)C/N=C/c1ccc(OCCC)c(OCC)c1
10.0,O=C(CCOc1ccc(OC(F)F)cc1)NCCOc1ccccc1
11.0,CCCOc1cc(/C=C/CNC(=O)COc2ccccc2OC)cc(OC)c1
13.0,CCCCCCCCCCCCCOc1ccccc1
12.0,CCCCCOc1ccc(OCC(=O)N[C@H](CCC)C(=O)OC)cc1
12.0,CCCCCOc1ccc(OCCCCOc2ccccc2)cc1
11.0,CCCCCCN(C)CCCSc1nnc(C)n1-c1ccc(Cl)cc1
12.0,CCCCCCCCCCCCOc1ccccc1
13.0,CCCCCCCCCCCCCCCN
11.0,CCCCCCCCCOc1ccc(OCC)cc1
13.0,CCCCCCCCC(=O)NC(COc1ccc(C)cc1)C(=O)CC
11.0,CCCCCCCCCCCOc1ccc(F)cc1Cl
12.0,CCCCc1ccc(OCCCNCc2ccc(OC)cc2)c(OC)c1
10.0,CCCCCOc1ccc(OCCCc2ccccc2)cc1
11.0,CCCCCCCCCCCCc1ccccc1
13.0,CCCCC[NH2+]C(=O)CCCCCCCOc1ccccc1Cl
10.0,CCOc1ccc(OCCCOc2cccc(C(=O)O)c2)c(OC)c1
13.0,CCCCCCCC[NH2+]CCCCOc1ccccc1C
12.0,CCCCCCOc1ccc(NC(=O)CCCCCCl)cc1
11.0,CCCCCCCCOc1ccc(OCCC)cc1
11.0,CCCCCCCCCCCOc1ccc(Cl)cc1
7.0,COc1ccc(OC[C@@H]2COC(COc3ccc(Br)cc3)CO2)cc1
11.0,CCCCCCCCCCCNC(=O)c1ccccc1
13.0,CCOc1ccccc1COCCCC[NH2+]CCCN(C)C
13.0,CCCCCCC[NH+](CCC)Cc1ccc(OCCC)cc1
11.0,Clc1ccccc1OCCCCCCCCOc1ccccc1
13.0,CCCCCCNC(COc1ccc(OC)cc1)NCC(=O)OC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCOc1ccc(OCCOc2cc(OC)cc(OC)c2)cc1Cl
11.0,CCCCCCCCNC(=O)c1ccc(OCC)c(OC)c1
12.0,CCCCCCCCC[C@H](O)CC(=O)N/N=C/c1ccc(Cl)cc1
12.0,CCCCCCCOc1ccc(OCCCCC)cc1
12.0,Cc1ccc(OCCCCCCCCC[NH2+]c2ccccc2Cl)cc1
11.0,CCCCCCOc1ccc(OCCCCC)c(Cl)c1
12.0,CCOc1cc(NC(=O)CNCCCCOc2ccccc2)ccc1OC
11.0,CCCCCCCN(C)c1cccc(OCCCC)c1
12.0,OCCCCCCC[NH2+]CCCOC1=CC=CC2C=CCC=C12
11.0,CCCCCCCCOc1ccc(OCCC)c(Cl)c1
10.0,CCCCCCCCSc1nc(-c2ccccc2)n(CC)n1
11.0,CCCCCNC(=O)COC(=O)COC(=O)c1ccc(-c2ccccc2)cc1OC
11.0,COc1cc(OCc2ccccc2F)ccc1OCCCCCC(=O)O
13.0,CCCCCCCCC(O)CCCCCC(=O)O
9.0,CCOc1ccc(OC[C@@H](C)OC(=O)CCc2ccccc2Cl)cc1
12.0,CCCCCCCCCOc1ccc(OCC(=O)NC)cc1
9.0,Cc1ccc(OCCCCCC[NH+]2CC=C(C(=O)[O-])CC2)cc1
10.0,CCOc1ccc(OCCCCCc2ccc(OC)c(Cl)c2)cc1
9.0,CCCCOc1ccc(OCC(=O)NCc2cccc(F)c2)cc1Br
11.0,CCCc1ccc(OCc2ccc(OCCNCC)c(OC)c2)cc1
10.0,CCCCCCCCCCC(=O)Nc1cccc(F)c1
12.0,C#C[NH2+]CCCCCC/C=C/C(=O)OCCCC=C
11.0,CCCCOc1ccc(OCC(=O)OCC(=O)Nc2ccccc2)cc1OC
