HBD,SMILES
4.0,Cc1ccc(NC(=O)CNC(=S)NC2=NN=C(c3ccccc3)NC2)cc1
3.0,O=C(CCC(=O)Nc1cccc(Cl)c1)NC(=S)Nc1ccccc1Cl
4.0,OCCNC(=S)NCc1cc(-c2ccccc2)[nH]n1
2.0,C=CNC1OC(c2ccccc2)=CC2=Cc3ccc(CO)cc3OC21
4.0,O=C(CCCCO)NC(=O)NNC(=O)c1ccc(C(=O)Br)cc1
3.0,O=C(O)c1ccccc1NC(=[SH+])NCc1ccccc1
2.0,COc1c(C)cccc1OCC(=O)NC(C(=O)O)c1ccccc1
2.0,O=C(N/N=C/c1cccc(Oc2ccccc2)c1)Nc1ccc(Br)cc1
3.0,CCNC(=O)Nc1nnc(SCC(=O)Nc2ccccc2)s1
3.0,O=C(COc1ccccc1Br)NNC(=O)C(=O)[NH2+]c1cc(Cl)ccc1Cl
3.0,COc1ccc(NC(=O)CNNC(=O)c2ccc(Cl)cc2)cc1
3.0,CCOc1ccc(C(=O)NCCC(=O)NC(=O)Nc2ccn(C)n2)cc1
3.0,Cc1ccccc1NC(=S)NNC(=O)CCc1ccccc1
3.0,Cc1nc(NC(=S)NC(=O)c2ccccc2)sc1N
4.0,COc1ccc(NC(=S)NCc2ccc(NC(C)=O)cc2)cc1O
3.0,O=C(O)c1ccc(NC(=S)NCc2ccc(Cl)cc2Cl)cc1
4.0,O=C(Cc1ccccc1O)NNC(=S)c1ccccc1O
3.0,COc1ccc(NC(=[SH+])NC(=O)c2c(O)cccc2OC)cc1
4.0,Cc1cccc(NC(=O)N[NH2+]CC(=O)Nc2ccc(Cl)cc2)c1
4.0,O=C(CNC(=O)Nc1ccccc1Cl)Nc1ccc(C(=O)O)cc1
4.0,O=[N+]([O-])c1ccc(NC(=S)NC(=S)Nc2ccccc2O)cc1
4.0,O=C(/C=C/c1cc(Cl)c(C(=O)O)o1)NNC(=O)Nc1cccc(Cl)c1F
3.0,COc1ccc(/C=N/NC(=S)Nc2cccc(Cl)c2)cc1O
3.0,COc1cc(NC(=[SH+])NCCCCCCCC(=O)O)ccc1Cl
4.0,CC(O)c1ccc(C(=O)NC(=S)NCC(O)Cc2ccccc2)cc1
4.0,OCCCNNC(=S)Nc1ccc(OCC2=CC=C3C=CCC=C3C2)cc1
4.0,CCc1cc(OCCC(=O)NNC(=O)Nc2ccc(N)cc2)ccc1C
3.0,COC(=O)c1ccccc1OCC(=O)NNC(=[SH+])Nc1cccc2ccccc12
3.0,COc1ccc(C(=O)NNC(=O)CCCCc2ccco2)cc1O
3.0,O=C(CCC(O)CC(=O)Nc1ccccc1Cl)N/N=C/c1cccc(Cl)c1
3.0,O=c1[nH]c(CCc2cc3ccccc3[nH]2)nc(=S)[nH]1
4.0,Cc1c(Br)c(NCO)nn1CCCCNCCO
3.0,O=C(NCCCOc1cccc(F)c1)NC(=S)Nc1ccc(Cc2ccccc2)cc1
3.0,CCOc1ccccc1C(=O)NC(=S)Nc1ccc2[nH]c(C#N)nc2c1
