rotatable,SMILES
12.0,CCCCN(Cc1ccc(OCc2ccccc2)cc1)C(C)CCC(=O)O
12.0,CC/C=C/c1ccc(OCCCCCCCCCC)cc1
9.0,CCCOc1ccc2c(c1)N[C@H](Cc1cc(OC)c(OC)c(OCC)c1)C(=O)N2
12.0,CCCCCCCCCCC[NH2+]Cc1ccccc1
12.0,CCOc1cc(F)ccc1OC(CC)C(=O)NCCCCCc1ccccc1
12.0,CCCCCCCCCCNC(=O)c1ccc(OCC)cc1
12.0,CCCCCCCCCCC(=O)COc1ccc(Cl)c(Cl)c1
11.0,CCOc1cc(OCc2ccccc2)ccc1CNC(C(=O)CC)c1ccc(C)cc1
11.0,CCCCCCCCCCCCc1ccccc1
12.0,CCCCCCCC(O)CCC(=O)c1cc(OC)cc(OC)c1
12.0,CCCCCCCOCCCCCCC
13.0,CCCCCCCCC(=O)Nc1ccc(C(=O)OCCOCC)cc1
11.0,CCCCCNC(=O)c1cc(OC)c(OCCCC)c(OC)c1
11.0,c1ccc(OCCCC[NH2+]CCCOc2ccc3ccccc3c2)cc1
11.0,CCCCCCNCC(=O)NCc1ccc(OC)c(OC)c1
11.0,CCCCCCCCCc1cc2cc(OC)c(NC(=O)CC)cc2oc1=O
11.0,Cc1c(Cl)cccc1NC(=O)CC(C)C(C)CCCCCOc1ccccc1
11.0,CCCCCCCc1ccc(OCCOc2ccccc2)cc1
12.0,CCOc1cc(OCCCCCNCc2ccc(OC)cc2)ccc1Cl
12.0,CCCCCCCCNCc1cc(OC)c(OC)c(OC)c1
10.0,CCc1cccc(OCCCCCCOc2ccc(Br)cc2)c1
13.0,CCCCCCCOc1ccc(OCCCCCC)c(Cl)c1
10.0,COc1ccccc1COc1cc(Cl)cc(CNCCOc2ccccc2)c1
13.0,CCCCCCOc1cc(Cl)c(OCCCCC(=O)[O-])c(OC)c1
10.0,CCCCCNC(=O)C(O)COc1cccc(OCC)c1
11.0,CCCCCCCCCCCOc1ccc(Cl)cc1
11.0,CCCCNC(=O)CCC(=O)OCC(=O)NCc1ccc(OC)cc1
13.0,CCCCCCCOc1ccc(OCCCC(=O)O)c(OC)c1
12.0,CCC(C)COC(=O)CCNC(=O)COc1c(OC)cc(OC)cc1OC
10.0,CCCCCCCCC(=O)Nc1ccc(OCC)cc1
10.0,CCCCCCOc1ccc(C(=O)NCCc2ccccc2)cc1
11.0,CCCCCC[C@H](C)OC(=O)C(O)CCOc1ccccc1
12.0,CCCCCCCCCCCCC(=O)Nc1ccccc1
12.0,CCCCCCCCNC(=O)c1cc(OC)c(OC)cc1OCC
11.0,CCCCCOc1ccc(OCCC[NH2+]CC)cc1
11.0,CCCCCCCOc1ccc(OCCCC)cc1Cl
12.0,CCCCCCCCCOc1ccc(OCCC)c(Cl)c1
12.0,CCCCCCCCCNC(=O)COc1ccccc1OC
12.0,CCCOc1ccc(OCCCCCCN)c(OCC)c1
11.0,CCOc1ccc(/C=C/C[NH2+]CCOc2ccc(OC)cc2)cc1OC
11.0,CCCCOc1ccc(OCCCC[NH2+]CC)cc1
11.0,COc1ccc(OCC[NH2+]CCC(=O)Nc2ccccc2OC)c(OC)c1
10.0,CCCOc1cc(Cl)c(N(CC)C(=O)CCOc2cccc(F)c2)cc1OC
11.0,CCOc1cc(/C=C/C(=O)NCCCC2=CCCCC2)cc(OC)c1OCC
12.0,CCCCCCCCCCCCNC(=O)c1cc(C)cc(C)c1
11.0,CCCCNC(=O)CCCOc1c(Cl)cc(OCC)cc1OC
11.0,CCOc1cc(NC(C)=O)ccc1OCCCCOc1ccc(OC)cc1
13.0,CCCCCCCc1ccc(OCCCC[NH2+]CC)cc1
11.0,CCCCCCCCNC(=O)COc1ccccc1OC
10.0,COc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2)cc1OC
10.0,CCCCCCOc1ccc(CCOc2ccccc2)cc1
13.0,CCCCCCCOc1ccc(OC)c(OCCCCC)c1
11.0,COc1ccccc1COc1ccc(C(=O)NCCCCCCN)cc1
11.0,CCCCCCCCCCCCC=O
10.0,CCCCCCCCCCC[N+]1C=CN=C1
11.0,CCCCCCCNC(=O)CCOc1ccc(OC)cc1
12.0,CCCCCCCNC(=O)c1ccc(OCc2ccccc2)cc1OCC
