HBA,SMILES
10.0,CCNC(=O)CSc1nnc(SCc2nnc(-c3ccco3)n[n+]2C)o1
8.0,Cc1ccc2c(CSc3nn4c(=O)c(-c5ccco5)cnc4c(=O)[nH]3)n[nH]c2c1
8.0,COc1cc(NC(=O)COC(=O)c2coc(C)c2C)ccc1OC(=O)C(C)OC
7.0,COc1ccc(-c2nnc(-c3cnc4cc(OC(F)F)ccc4c3)o2)cc1OC
8.0,COc1ccc(-c2nnc(CSc3nnn[nH]3)o2)cc1Br
9.0,Cn1c(SCC(=O)N/N=C/c2ccc(-c3nnn[nH]3)cc2)nnc1-c1ccccc1
8.0,O=[N+]([O-])c1cccc(-n2nnnc2[S-]CCOc2cccc(Br)c2)c1
7.0,COc1ccc(CSc2nnc(-c3ccc(C(=O)O)cc3)o2)cc1OC
8.0,Cc1ncn2nc(SCC(O)CC(=O)Nc3ccccc3C)nc2n1
7.0,CCOc1c(OC)c(OC)cc2cc(C(=O)OCC(=O)c3ccc(Cl)cc3)oc12
9.0,COc1ccc(OCC2=NN=C(NCc3ccc4c(c3)OCO4)[S-]2)cc1OC
7.0,CCOc1ccc(-c2nc([NH3+])c(C(=O)OCCOC)c(C#N)n2)cc1
9.0,COC(=O)c1cc([N+](=O)[O-])nc(Nc2cc(Cl)c3c(c2)OCCO3)n1
8.0,COc1cccc(NC(=O)CSc2nnc(Oc3cc(Cl)ccc3OC)o2)c1
8.0,COc1ccc(C)cc1OCOC(C)CSc1nnc2cc(C)ncn12
9.0,Cc1n[nH]nc1CCC(=O)c1nnc(COc2ccc3c(c2)[N+](=O)[NH2+]CO3)o1
10.0,Cc1nnc(-c2nnc(CSc3nnc(-c4ccc(Cl)cc4)n3C)o2)o1
8.0,Cc1nnc(-c2ccc(C(=O)CSc3nc(-c4ccccc4)no3)cc2)o1
9.0,COc1ccc(/C=N/CSc2nc3c(c(=O)[nH]2)OCO3)cc1[N+](=O)[O-]
7.0,COc1cc(C)ccc1CSc1nnc(-c2cc(Cl)c(O)cc2OC)o1
9.0,O=C(NCCSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1nccs1
7.0,OCCOc1ccc(C(Oc2nnns2)c2ccccc2)cc1
9.0,Cc1noc(-c2nnc(SCC(=O)OCc3cccc(Cl)c3)n2[NH2+])c1C
6.0,FC(F)Oc1ccc(CSc2nnc(Nc3ccc(Cl)cc3)s2)cc1
10.0,COC(=O)Oc1ccc(OC)c(/C=N/NC(=O)CSc2nnn[nH]2)c1
7.0,COC(=O)N[S-]Cc1nnc(-c2cccc(OC)c2)o1
8.0,CCCc1sc(C)nc1C[S-]c1nnc(-c2ccc([N+](=O)[O-])cc2)o1
8.0,COC(=O)C[S-]c1ncc(-c2ccc([N+](=O)[O-])cc2OC)o1
6.0,COCOc1ccc2sc3nc(CC(=O)Nc4cccc(Cl)c4)cnc3c2c1
9.0,COC(=O)c1nc(CSc2nnc(O)s2)oc1C
7.0,COC(=O)CSc1nnc(COc2ccc(Br)cc2Cl)o1
7.0,O=[N+]([O-])c1cccc(/C=N/Nc2nnc(-c3ccc(Cl)cc3)o2)c1
7.0,COc1ccc(CSc2nc(N)c(SC)s2)cc1OC
9.0,C1=C[S-]C(n2nnnc2Sc2ccc(OCCc3nccs3)cc2)=C1
7.0,O=C1NC2N=CN=C3N=C([S-]Cc4ccccc4)N(N1)N32
8.0,COc1ccc2nc3nc(NCBr)n(N)n3c(=O)c2c1
9.0,Cn1c(SCC(=O)c2ccco2)nnc1SCc1ccc2c(c1)OCCO2
6.0,CCNC1=CN=C2C(C1=O)c1ccccc1N2CC1OCCCO1
7.0,COC(=O)c1ccc2sc(NC(=O)COc3ccccc3OC)nc2c1
8.0,CSc1cc(Sc2nc3c4oc5ccccc5c4ncn3n2)cs1
8.0,Cc1cnoc1CCSc1nnc(-c2ccc([N+](=O)[O-])cc2)o1
8.0,COc1ccccc1OCCCOc1ccc(-n2nnnn2)cc1
9.0,COc1cccc(-c2nnc(SCC(=O)Nc3ncns3)o2)c1
9.0,N#CC(=O)Nc1nnc(SCc2nc3ccccc3c(=O)o2)s1
8.0,O=C(OCc1nnc(Cc2ccsc2)o1)c1ccc(Cl)c([N+](=O)[O-])c1
9.0,N#Cc1cccc(NC(=O)CSc2nnc(-c3coc(N)n3)o2)c1
7.0,COc1ccc(-c2nnc(-c3ccc(OC)c([N+](=O)[N+]=O)c3)o2)cc1Cl
8.0,COc1cc(COc2c(OC)cc(OC(C)F)c(OC)c2OC)cc([N+](=O)[O-])c1
8.0,COC(=O)c1ccc(OCC(=O)CSc2nn3cccc3[nH]2)c(OC)c1
10.0,Oc1ccccc1-n1nnnc1CSCc1nnc(C2CCOCC2)o1
7.0,CCOc1ccc(C(=O)OCc2nnc(-c3cccc(Cl)c3)o2)cc1OC
9.0,COc1ccc(NC(=O)COC(=O)n2nnc3ccccc32)c([N+]=O)c1
6.0,Cc1ccc2c(c1)OCN(C(=O)CCOC(=O)NCc1ccc([NH2+][O-])o1)C2
7.0,COc1ccc(C(=O)CSc2nccc(OC)c2[N+](=O)[O-])cc1
7.0,C/N=C(\[O-])c1ccc(-c2nc3ncc(OC)c(OC)c3o2)cc1
7.0,CCC(C)Cn1c(SCC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc2c1=O
