TPSA_label_continuous,SMILES
76.66,COc1ccccc1NC(=O)CCC(=O)Nc1cc(C)ccc1OC
85.61,CC(OC(=O)c1coc2ccccc2c1=O)C(=O)Nc1ccccc1
84.83000000000001,CS(=O)(=O)Oc1ccc(/C=N/NC(=O)c2cccs2)cc1
84.5,Cc1cccc(NC(=O)NC(=O)COC(=O)c2ccc(Br)cc2)c1
77.49,COc1ccc(-c2nn(C/C(O)=C/c3ccccc3)c(=O)o2)cc1
67.42999999999999,COc1ccccc1NC(=O)CSCCC(=O)Nc1c(C)cccc1Cl
83.81,COc1nc2cc(/C=N/NC(=O)Cc3ccc(O)cc3)sc2s1
87.24000000000001,O=C(CCc1nc2cc(Br)ccc2[nH]1)Nc1ccc(OCO)cc1
98.54,Cc1ccc(CC(=O)OCC(=O)Nc2c(C)cccc2C)cc1[N+](=O)[O-]
93.5,O=C(COc1ccc([N+](=O)[O-])cc1)NC(=S)Nc1ccccc1F
72.47,Cc1cccc(C)c1NC(=O)CCCOC(=O)c1ccc(C=O)cc1
75.61,COC(=O)c1ccc(/C=N/NC(=[SH+])NCc2ccncc2)cc1
82.22,Cc1[nH]c(C)c(C(=O)OC/C=C/c2ccccc2Cl)c1C(=O)[O-]
97.65,COc1cc(OC)c(C(=O)OCC(=O)NCc2ccc(C#N)cc2)cc1Cl
98.02,O=C(/C=C/c1ccc(Br)c([N+](=O)[O-])c1)Nc1nc(-c2ccccc2)ns1
86.19,CC(=O)c1c(N)c2cc3ccccc3oc-2nc1=O
96.92,O=C(CC1=Nc2cc(Br)ccc2C1=O)N/N=C/c1nc2c(o1)CCCCC2
74.58,O=C(O)c1ccc(/C=N/Nc2nc(-c3ccccc3)cs2)cc1
97.13,COc1ccc(OC)c(C(=O)OCc2ccc([N+](=O)[O-])c(OC)c2)c1
76.88,Cc1nn(CS(=O)(=O)NC2CCCCCC2)nc1-c1ccccc1
85.94,COc1ccc(/C=N/NC(=O)C(N)c2ccc(Br)cc2)cc1OC
84.50000000000001,CCC(=O)Nc1ccc2c(c1)C(=O)SC2NC(=O)COc1ccc(C)c(F)c1
84.6,O=C(N/N=C/c1ccccc1)c1ccc([N+](=O)[O-])cc1
85.17,COc1ccc(-c2ncc3c(n2)nc2[nH]c4ccccc4c(=O)n23)cc1
89.31,Cc1c(/C=C/C(=O)NC(=O)c2cccc(Br)c2)csc1[N+](=O)[O-]
93.46,Cc1onc(NC(=O)COC(=O)Nc2ccc(Cl)cc2Cl)c1Cl
98.54,O=C(CCOC(=O)c1ccccc1[N+](=O)[O-])Nc1ccc(Cl)cc1F
83.68,O=C(CSc1nnc(-c2ccc3c(c2)OCO3)o1)OCc1ccccc1Cl
84.5,Cc1ccccc1OCC(=O)Nc1ccccc1NC(=O)C(=O)c1ccccc1
98.25,O=NNNC(=O)COc1ccc2c(c1)OCO2
94.05,Cc1ccc2nc(NC(=O)Cc3nnc(-c4ccccc4)o3)oc2c1
89.31,O=C(Cc1ccc([N+](=O)[O-])cc1)C(=O)Nc1cc(Sc2cccc(Cl)c2)ccc1Cl
89.97,COc1ccc(-c2nc(-c3cnc(-c4ccco4)o3)n[nH]2)cc1
91.06,O=C(CCC(=O)Nc1cc(=O)c2ccccc2[nH]1)NCCc1ccccc1
87.30000000000001,Cc1ccc(C)c(NC(=O)CSCC(=O)NNC(=O)c2ccccc2)c1
89.31,O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(C(=O)c2ccccc2)cc1
79.78999999999999,O=C(COc1ccc(-c2ccccc2)cc1)NC(=O)NC1=Nc2ccccc2[S-]1
68.26,Cc1ccc(-c2ccc([SH2+]CC(=O)NCc3ccc(N)o3)cc2)cc1
86.51,Cc1ccc(C(=O)OCC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1
89.25999999999999,Cc1ccc(Cl)cc1NC(=O)c1cccc(S(N)(=O)=O)c1
85.89,COc1ccccc1OCC(=O)NNC(=O)COc1ccccc1Br
89.85,COc1cc(/C=C/C(=O)N/N=C/c2ccc(N)cc2)cc2c3c(oc12)CC(Cl)CC3
84.5,O=C(COC(=O)CSCC(=O)Nc1ccccc1Cl)Nc1ccccc1F
86.51,Cc1ccc(OC(=O)CC(=O)C[N+](=O)[O-])cc1
91.22,CCCC(=O)Nc1ccc(OCC(=O)Nc2cccc(C#N)c2)cc1
76.74000000000001,CCOC(=O)c1cc2c(=O)c3ccc(Cl)cc3oc2cc1O
80.91000000000001,CCc1ccc(Cl)cc1NC(=O)CSc1nnc(-c2ccncc2)o1
72.27000000000001,O=Cn1ccc(N2C(=O)CC(c3ccccc3)CC2=O)n1
87.30000000000001,Cc1cccc(C)c1NC(=O)CCC(=O)Nc1ccc2c(c1)NCSC2=O
