rotatable,SMILES
9.0,COc1ccc(Cl)c(C(=O)NCCNC(=O)CCOc2ccc(F)cc2)c1
10.0,CCCCCCCCOc1ccc(-c2ccccc2)cc1OC
10.0,CCCCCC(=O)c1ccc(OCCOc2ccc(Cl)cc2)cc1
9.0,COc1cc(CCCC(=O)COc2ccc(C)cc2Cl)cc([N+](=O)[O-])c1
10.0,CCC(CCCOc1ccc(C(=O)NCc2ccc(Br)cc2)cc1)OC
9.0,Nc1ccc(-c2ccc(NC(=O)CCCCCOc3ccccc3)cc2)cc1
9.0,Cc1ccccc1NC(=O)CCCCCCOc1ccc(Cl)cc1
8.0,Nn1c(CCCCCNC(=O)Nc2ccccc2)nnc1-c1ccccc1
8.0,O=C(CCCCCOc1ccc(Br)cc1)Nc1cc(Cl)cc(Cl)c1
9.0,COc1ccc(NC(=O)COC(=O)CCCCCC#N)c(Cl)c1
9.0,CCCCCCCCNC(=O)/C=C/c1cccc(Cl)c1
8.0,CNC(=O)c1ccc(NC(=O)[C@H](C)COC(=O)c2ccc(OC(F)F)cc2)cc1
8.0,O=C(NCCCCCCF)c1ccc(-c2ccc(Cl)cc2)cc1
10.0,CCCCCCCCC(=O)NC(=S)NCCc1ccco1
9.0,CCCCCCCOc1cccc(NC(=O)c2ccc(F)cc2)c1
10.0,CCCCCCNC(=O)COC(=O)COc1ccc(Cl)cc1C
9.0,C=CCOC(=O)COc1ccc(NC(=O)c2ccccc2)cc1OCC
9.0,CCCOc1ccc(NC(=O)COc2ccc(CBr)c(OC)c2)c(Cl)c1
9.0,CCCCc1ccc(NC(=O)CCc2nnc(-c3ccccc3)n2CC)cc1
8.0,Brc1ccc(OCc2nnc(NCCOc3ccccc3)o2)cc1
9.0,CCCCCOc1ccc(/C=N/N=C/c2ccc(CC)cc2)cc1
10.0,CCCCCCCCNC(=O)Nc1ccc(F)c(OCF)c1C
11.0,CCCCCCCCSc1nnc(SCc2ccccc2)s1
8.0,CCCOc1ccc(-c2ccc(OCCc3ccccc3)cc2)cc1
9.0,CCCCOc1cc(OC)ccc1/C=C/C(=O)NCc1ccccc1
8.0,CC(C)c1ccccc1OCCC(=O)OCC(=O)Nc1ccc(F)cc1F
9.0,Cn1cccc1NC(=O)CSc1nnc(CCCOc2ccccc2)n1C
8.0,COc1ccc(NC(=O)COc2ccc(OC(F)F)cc2)c(OC)c1
10.0,CCCOc1ccc(OCCCCOc2ccc(Cl)c(Cl)c2)cc1
9.0,CCOc1cc(Cl)ccc1CNC(=O)CCNC(=O)c1ccc(OC)cc1
8.0,C[CH]c1cccc(C)c1NC(=O)COc1ccc(CCCC)cc1
9.0,Cc1cccc(OCCNCCCOc2ccccc2)c1
9.0,Cc1ccc(OCC(=O)OCC(=O)NCCOc2ccccc2)cc1
10.0,CCCNC(=O)COc1ccc(OCC(=O)OCC(=O)O)cc1
8.0,CCCOc1ccc(CC(O)COc2ccc(Cl)cc2)c(O)c1
11.0,COc1cccc(OCCNC(=O)CCCCC(=O)Nc2ccc(Cl)cc2)c1
10.0,CCCCCCCCNC(=O)COc1cccc(F)c1
8.0,CCCOc1ccc(CCNC(=O)C2Oc3ccccc3O[C@@H]2CC)cc1
10.0,COc1cccc(OCCC[NH2+]CCc2ccc(OC)c(Cl)c2)c1
9.0,COc1cc(CNC(=O)COC(=O)COc2ccccc2OC)ccc1O
10.0,CCCNC(=S)NCCOCc1ccc(OCC)cc1OC
9.0,CCOc1cc(/C=C/CC(=O)NC(=O)CCC(C)=O)ccc1OC
10.0,CC(C)OCCCNC(=O)CNC(=O)/C=C/c1ccc(-c2ccccc2)nc1
10.0,CCOc1ccc(C(=O)NCCC(=O)NCCc2ccc(C)c(C)c2)c(OC)c1
10.0,CCCCCCCOc1ccc(-c2nnc(SCC)o2)cc1
10.0,CCCCCCNC(=O)CSc1nc(-c2ccc(Br)cc2)nn1CC
8.0,CCCCCCNC(=O)Cc1cc2cc(Cl)c(OC)cc2oc1=O
11.0,COc1ccc(OCC(=O)OCC(=O)NCCOc2ccccc2OC)cc1
8.0,CCCOc1ccc(NC(=O)COc2ccc(Br)cc2)cc1OC
10.0,CCc1ccc(OCCCNC(=O)COc2cccc(OC)c2)cc1
8.0,COc1cc(NC(=O)CCC(=O)Nc2ccccc2F)ccc1OC(F)F
9.0,C=CCn1c(SCC(=O)NCCC)nnc1-c1ccc([N+](=O)[O-])cc1
9.0,COc1ccc(NC(=O)CCNC(=O)COc2ccccc2OC)cc1Cl
8.0,COc1cc(C(=O)O)ccc1OCCCC(=O)Nc1ccccc1
8.0,O=C(COc1cccc(Oc2ccccc2)c1)NCCc1cccc(F)c1
9.0,CCNC(=O)CCCOc1ccc(OC(F)F)c(OC)c1
9.0,CC[NH2+]CCCc1ccc(COc2ccc(OC)cc2)cc1
8.0,COC(=O)CCCNC(=O)COC(=O)c1cccc(OC)c1
9.0,CCCc1ccc(OCCOc2ccc(Oc3ccccc3)cc2Cl)cc1
9.0,COC(=O)c1cccc(OCCNC(=O)COc2ccc(C(=O)O)cc2)c1
10.0,CCOc1cc(OC)c(OC)cc1/C=C/C(=O)CNC(=O)c1ccc(OC)cc1
9.0,COc1ccc(C(=O)CCNC(=O)CCCC(C)C)cc1
9.0,O=C(CCCCCOc1ccc(Cl)cc1)[NH2+]/N=C/c1ccc(Br)cc1
9.0,Cc1ccc(NC(=O)CCNC(=O)CCCCc2ccccc2)cc1
11.0,CCCCC(=O)N(CCCc1ccccc1)CC(=O)Nc1ccc(OC)cc1
9.0,COc1ccc(C(=O)NCCCCC(=O)N(C)C(C)c2ccccc2)cc1
8.0,COc1cc(C[NH2+]CCC(=O)Nc2ccc(Br)cc2F)cc(C(C)=O)c1
10.0,CCc1cccc(C)c1NC(=O)COC(=O)CCCc1cc(OC)cc(C(=O)O)c1
11.0,CCCCCCCCNC(=O)CCC(=O)Nc1ccccc1Cl
11.0,O=C(CCCOc1ccccc1)Nc1ccc(OCCOc2ccccc2)cc1
10.0,CCCCCCCNC(=O)CCOc1ccccc1
11.0,Cc1ccc(OCC(=O)CCCCCCCN(C)C)cc1
9.0,Cc1ccc(NC(=O)COC(=O)CCCCOc2ccccc2)cc1
8.0,CCCCOc1cc(Cl)ccc1OCC(=O)Nc1ccc(Br)cc1
8.0,CCOc1cccc(OCc2ccc(C(=O)NCc3ccccc3)cc2)c1
8.0,CCN(CCNC(=O)NCc1ccccc1)S(=O)(=O)c1ccc(F)cc1
8.0,Cc1ccc(COc2ccc(NC(=O)CCC(=O)Nc3ccccc3)cc2)cc1
10.0,C=CCCn1c(=O)nc(/C=C/C(=O)COc2ccccc2C(C)C)c2ccc(OC)cc21
10.0,[NH2+]CCCCCCOc1ccc(OCc2ccccc2)cc1
8.0,CCCCc1ccc(Br)c(OCCCNC)c1
11.0,CCCCCCCCC/N=C(\C(=O)O)c1cccc(OC)c1
9.0,O=C(CCCOc1ccc(OCc2ccccc2)cc1)Nc1ccc(Cl)cc1
8.0,CCOc1ccc(C(=O)NNCc2ccccc2)cc1OCC
8.0,CCOc1ccc(C(=O)NCCOc2ccccc2)cc1OC
10.0,CCCNC(=O)COc1ccc(OCC(=O)/C=C/c2ccccc2)c(Cl)c1
10.0,COc1cc(Cl)ccc1OCCCOCCOc1ccccc1
10.0,COc1ccc(OC)c(C(=O)COC(=O)CCCc2ccc(C(C)=O)cc2)c1
10.0,COc1ccc(C(=O)CCC(=O)NCC(=O)COc2ccc(Cl)cc2)cc1
9.0,O=C(COc1ccc(OCCCc2ccccc2)cc1)Nc1ccc(F)cc1
