HBD,SMILES
0.0,Cc1ccc(ON2CCC3CC(=O)N(c4ccc(C)c([N+](=O)[O-])c4)C3C2)cc1
0.0,CCOC(=O)N1CC(c2ccccc2Cl)=CC1=O
0.0,COC(=O)c1ccc(-c2ccc3ccccc3c2)cc1
0.0,C=CCCOc1ccc(/C=C/C(=O)OC(C)C)cc1
0.0,COc1ccc([N+](=O)[O-])cc1OCC1=NC(=O)C(C(=O)N2CCCCC2C)O1
0.0,Cc1ccc(/C=N/c2ccccc2)nc1
0.0,Cc1ccc(CN(C)S(C)(=O)=O)cc1C
0.0,COc1ccccc1-c1noc(-c2ccc(Br)cc2)n1
0.0,CC12Cc3ccc(F)cc3N1C(C=O)=C(c1ccccc1Br)[S-]2
0.0,Brc1ccccc1/C=C/c1ccc2ccccc2n1
0.0,COc1cccc(-c2cn3c(=O)c4ccccc4nc3s2)c1
0.0,C[C@@H]1CC(c2nnc(-c3ccccc3)o2)CCN1C(=O)c1ccccc1
0.0,Cc1ccc(C(=O)CCC(=O)C2CCC3c4ccccc4N(C)C(=O)N23)cc1
0.0,COC(=O)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1
0.0,O=P1(c2ccccc2)CC(c2cccc(Br)c2)=NO1
0.0,Cc1ccc2c(c1)CCN(S(=O)(=O)c1cccc(Br)c1)C2
0.0,O=C1SC(/C=C/c2ccccc2Br)C(=O)N1CCc1ccccc1
0.0,c1ccc(Cn2nc3sc4cc5ccccc5nc4c3n2)cc1
0.0,Cc1cccc(-c2nnc(CCN3C(=O)c4ccccc4C3=O)o2)c1
0.0,N#Cc1cccc2c1sc1nc3cc(Br)ccc3c(=O)n12
0.0,C=CC(=O)N1CCN(C(=O)OC)CC1
0.0,Cn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc21
0.0,CN(C)C(=O)/C=C/c1cc(-c2ccccc2)ccc1N=O
0.0,CCCc1ccc2oc(-c3ccc(OC)cc3C)nc2c1
0.0,COc1cc(F)c(/C=N/c2ccc(F)cc2)cc1OC
0.0,O=C1CN(c2ccc(Br)cc2)CCN1C1CCCCCC1
0.0,COc1ccc(/C=C/c2ccc(Cl)cc2)cc1
0.0,Fc1ccc(C2Cc3ccccc3-c3ncnn32)cc1
0.0,N#Cn1c(-c2ccccc2)cnc1-c1ccccc1
0.0,O=C1OC(c2ccccc2)CC1c1ccccc1
0.0,CC(OC(=O)/C=C/c1cc(Cl)ccc1Cl)c1ccc(Cl)cc1
0.0,COCOc1ccccc1C(=O)/N=c1\sc2ccc(C)cc2s1
0.0,COCC(=O)N(Cc1ccc(-c2ccc3c(c2)OCO3)cc1)c1ccc(C)cc1
0.0,Cc1cc(N2CCN(c3ccc4c(c3)N(C)CO4)CC2)cc2c1OCCO2
0.0,Fc1cc(Cl)c(Sc2nnc(-c3ccc(Cl)cc3)o2)c(Cl)c1
0.0,O=c1c(CSc2ccccc2Br)coc2ccccc12
0.0,CO/C=C1\Oc2ccc(OCOC(C)=O)cc2[S-]1
0.0,Brc1ccc(N2CCN(c3ccc(Br)cc3)CC2)cc1
0.0,Cn1c(SCCCc2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O
0.0,Brc1ccc(/C=C/C2=CCC[S-]2)cc1
0.0,O=c1oc2cc(-c3ccccc3F)ccc2n1Cc1ccccc1
0.0,Brc1ccc(/N=C/c2ccccn2)cc1
0.0,Fc1cccc(C2=NN=C(c3ccccc3)C2)c1
0.0,O=C1CC(c2ccc(Br)cc2)=Nc2ccc(Br)cc21
0.0,Cc1ccc(-c2cc3oc4cc(Cl)ccc4n3c(=O)c2C)cc1Cl
0.0,CCCCc1nnc2nc3ccccn3c2n1
0.0,CC(C)CC(=O)OC(=O)/C=C/c1ccc(Br)cc1
0.0,CCCOc1ccc(C2SCC(=O)N2C)cc1
0.0,O=c1oc2cccc(Cl)c2cc1N1CCN(c2ccc(Cl)cc2)CC1
0.0,CC1=C/C(=C\C(=O)c2ccc(Cl)cc2)C=C1
0.0,O=[N+]([O-])c1ccc(/C=C/C=C2/C=C3C=C4OCOC4=CC3O2)cc1
0.0,Brc1ccc(/C=N/N2CCN(n3cccc3)CC2)cc1
0.0,COc1ccc2c3sc4c(c3c(=O)n(C)c2c1)CCCC4
0.0,O=c1c(=O)n(Cc2ccc(F)cc2)sc2ccccc12
0.0,O=[N+]([O-])c1ccc(/C=C/S(=O)(=O)c2ccc3c(c2)CCC3)c([N+](=O)[O-])c1
0.0,Cc1ccc(N2CCN(C(=O)CC(C)S(C)(=O)=O)CC2)cc1[N+](=O)[O-]
0.0,O=C(c1ccc([N+](=O)[O-])cc1)N(c1ccccc1)c1ccc(F)c(Cl)c1
0.0,O=C1C2=NOc3cc([N+](=O)[O-])ccc3C2c2ccc3ccccc3c21
0.0,COC(=O)c1ccc(-c2ccc(-c3ccccc3)o2)cc1
0.0,COc1cc(-n2ccn(C)c2=O)ccc1N1CCC(Br)CC1
0.0,O=C1C(c2ccncc2)CSN2CCCC12
0.0,CCc1ccc(N2C(=O)C(=O)c3ccccc3C2=O)cc1
0.0,Fc1ccc(Cl)cc1N1CCN(c2nc3cc4ccccc4cc3s2)CC1
0.0,CCCCC(Cl)CCC1CO1
0.0,O=C(Cc1cscc1Br)N1CCN(c2ccc(Br)cc2)CC1
0.0,COc1ccc(-c2ccc(-c3ccccc3OC)c(OC)c2)cc1
0.0,CCN(C)C(=O)c1ccc(-c2ccc(-c3ccccc3)cc2Cl)cc1
0.0,Cc1ccc(/C=N/c2ccc(Cl)c(Cl)c2)cc1
0.0,Cc1ccc2c(c1)CCC(c1cc(C(F)(F)F)ccc1Cl)=N2
0.0,CCc1ccc(/C=C/C(=O)c2cccc([N+](=O)[O-])c2)cc1
0.0,CCCN1CCN(c2cccs2)CC1
0.0,Cn1c(=O)c2ccccc2c(=O)n1CC(=O)N1CCC(C(=O)c2ccccc2)CC1
0.0,COc1cc(C2CCCCC2)cc(OC)c1OCc1ccccc1F
0.0,CCc1cc(C)ccc1C(=O)N1CCN(C)CC1
0.0,COc1ccc(-c2nnc3nc4ccc(C)cc4cn23)cc1
0.0,O=c1cc(/C=C/S(=O)(=O)c2ccccc2)nc2sc3ccccc3n12
0.0,O=S(=O)(c1ccc(Cl)cc1Cl)C1CC(c2ccccc2)=NO1
0.0,Cc1ccccc1N1CCN(C(=O)CCSc2ccccc2)CC1
0.0,O=C(c1ccccc1)C1CCn2c(nnc2-c2ccccc2)C1
0.0,N#COc1ccc(C2=Cc3ccccc3CC2=O)cc1Cl
0.0,COc1cc(-c2cccc(Cl)c2)ccc1/N=C/c1cccs1
0.0,COc1cc(-c2ccc(Br)cc2)c(OC)cc1OCF
0.0,Cn1ncnc1N1C(=O)c2cc(Cl)ccc2C1CCn1cccc1
0.0,COc1cc2c(cc1OC)C1=C[S-]c3ccccc3N1C2=O
0.0,C=CCOC(=O)c1ccc(C(=O)c2ccc(OC)c(Cl)c2)cc1OC
0.0,CN(C(=O)CN1CCCCC1)C(=O)c1cc(Cl)ccc1F
0.0,CCc1ccc(CCN2C(=O)C(=O)c3ccccc3C2=O)cc1
0.0,COc1ccc(-c2nc3oc4cc(C)ccc4c3cc2[O-])c(OC)c1
0.0,Cn1c(-c2ccc(OCBr)cc2)nc2ccccc21
0.0,O=C1C=C(c2ccc(F)c(Br)c2)C(=O)N1C(=O)/C=C/c1ccccc1
0.0,Cc1ccc2c(c1)nc1n2CCS1
0.0,O=c1oc2ccccc2cc1/C([O-])=C/c1ccc(Br)cc1
0.0,COc1cccc(CSCN(C)C(=O)c2cccc(Br)c2)c1
0.0,COc1ccc(C[S-]c2nc3ccc(Br)cc3c(=O)n2C)cc1
0.0,O=C([O-])c1ccc2c(c1)CCC(C(=O)N1CCSC1c1ccccc1)C2
0.0,CCCN1Cc2cccc(C)c2C1
0.0,O=C(c1ccc(-c2nnc(-c3ccc(Br)cc3)o2)cc1)C(F)F
0.0,Cc1ccc(C(=O)c2ccc(Br)cc2)c2c1C1CCCCN1C(=O)C2
0.0,CCN(C)C1=NC(C(=O)c2ccc(OC)c(Br)c2)C(C)[S-]1
0.0,CN1CCC(c2ccc(Cl)cc2)CC1
0.0,CCCCOC1=Cc2ccccc2[S-]1
0.0,Cc1cccc(-c2nnc(COc3cc(Cl)ccc3Cl)o2)c1
0.0,COc1ccc(/C=C/n2cnc3ccccc32)cc1
0.0,CCc1c(C)n2c(=O)c3ccccc3nc2c(=O)n1-c1ccc(C)cc1
0.0,CCC(=O)N1CCN(C(=O)Cc2ccc(OC)c(Cl)c2)C(C)C1
0.0,O=[N+]([O-])c1cccc([S-]CCCc2ccccc2)c1
0.0,Cc1ccc2c(C(=O)OCCCC3CCCC3)cc(=O)oc2c1
0.0,Cc1ccc2c(c1F)N(C)c1ccccc1C2
0.0,CCCCOC(=O)N1CC2=Cc3c(Br)cccc3CC2C1
0.0,COc1cccc(C(=O)C2CN(c3ccccc3)C(=O)C2C)c1
0.0,Brc1cc(-c2ccccc2)ccc1-c1ncc(C2CC2)o1
0.0,CCOc1ccc(Br)c(-c2ccnc(-c3ccc(OC)cc3)n2)c1
0.0,COc1ccc(-c2nnc(-c3ccccc3OC)o2)cc1OC
0.0,S=C(C1CCN(c2ccccc2)CC1)N1CCOCC1
0.0,CCOc1ccc(C2=NO/C(=C/c3ccc(OC)c(OC)c3)O2)cc1
0.0,COc1ccc(/C=C/N2COc3cccc(OC)c3C2)cc1
0.0,CCCOc1ccc(C2c3ccccc3C(=O)N2C)cc1OC
0.0,CCOC(=O)c1c(C)nc2n(c1=O)CC(=O)c1ccccc1-2
0.0,COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2Cl)cc1
0.0,CN(C)CCCCCN1CCCO1
0.0,Cn1c(=O)c2c(c(=O)n1Cc1ccc(Cl)cc1)C=C[S-]2
0.0,COc1ccc(-c2cc3ccc(Br)cc3oc2=O)cc1
0.0,COc1ccc2c(c1)N=C1Sc3ccccc3N1C2c1cccs1
0.0,Cc1ccc(N2CCN(C)CC2)cc1
0.0,COCC/C=C/c1ccc(-c2ccccc2)cc1
0.0,Cc1cc(C)c2c(c1)c(=O)n(CC(=O)c1ccc(Cl)cc1)c(=O)n2C
0.0,C=CCCC1C(=O)Oc2cc(OCc3ccccc3)c(OC)cc2C1=O
0.0,CCC(C)n1ccc2nc3n(c(=O)c21)CCN(c1ccccc1)C3
0.0,CCOc1cc2nc3ccc(Br)cc3c(=O)n2cc1Br
0.0,COc1cccc(C(=O)N2CCN(c3ccc(C)cc3)CC2)c1[N+](=O)[O-]
0.0,COc1ccc(N2CCN(S(=O)(=O)N3C(=O)c4ccccc4C3=O)CC2)cc1
0.0,COc1ccccc1OCc1ccc(-c2ccccc2)c(C(=O)[O-])c1
0.0,CCCN(C(=O)c1ccc(SC)cc1)S(=O)(=O)c1ccccc1
0.0,O=c1cc2n(c3cc(Br)ccc13)Cc1ccc(Br)cc1-2
0.0,Ic1ccc(-c2nnnn2CC2CCCCO2)cc1
0.0,Brc1ccc2nc(CN3CCOc4ccccc43)n3cnnc3c2c1
0.0,COc1ccc(COc2cc3c(cc2Br)OCO3)cc1I
0.0,Cc1cc(C)c2c(c1)Cc1cc([N+](=O)[O-])ccc1-2
0.0,O=S(=O)(c1ccccc1)N1CCN2c3ccccc3CCC2C1
0.0,CCc1ccc2c(c1)C(=O)CN(CC(=O)N1CCCCC1)C2=O
0.0,COc1ccc(-c2coc3c([N+](=O)[O-])cccc3c2=O)cc1
0.0,Cc1cccc2c1C(=O)c1cc3ccccc3nc1-2
0.0,O=C(C(=O)N1CCN(c2cccc(Cl)c2)CC1)c1ccc(Br)cc1
0.0,CO[N+](=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1
0.0,Cc1ccc(S(=O)(=O)c2ccc(I)cc2)cc1
0.0,C/N=C(/C=C/c1cccc(Br)c1Cl)N(C)C
0.0,Brc1ccc2c(c1)[S-]C1=C2CCN2CCOCN12
0.0,CCCCOc1cccc(C(=O)c2ccc3c(c2)OCO3)c1
0.0,C=Nc1ccc(N2C(=O)c3ccc(Cl)cc3C2=O)c(Br)c1
0.0,COc1ccc(N2C=CC(C)(c3ccc(Cl)cc3)C=C2)cc1
0.0,Cc1ccc(-c2nnc([S-]CN3CCOC[C@@H]3C)s2)cc1
0.0,CCN(CC)c1ccc(-c2ccc(OC)c(OC)c2)cc1OC
0.0,CCC(=O)N1CCN(Cn2ccnc2-c2ccccc2)CC1
0.0,O=C(c1ccc(OCc2ccc3c(c2)OCO3)cc1Cl)C(F)F
0.0,O=C1C2COc3ccccc3C2C(=O)N1c1ccc(Cl)c(Cl)c1
0.0,O=C(c1ccc2c(c1)oc1ccccc12)C(Cl)Br
0.0,N#Cc1csc(-c2ccc(Br)cc2)n1
0.0,O=C1CC(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)Oc2ccccc21
0.0,C(Cc1ccccc1)=[N+]1CCCCC1
0.0,O=c1c2ccc(Br)cc2nc2sc(-c3ccccc3F)nn12
0.0,CCc1cc(C)cc(-c2noc3cc(C)ccc23)c1
0.0,O=c1c2ccccc2on2cc(-c3ccc(-c4ccccc4Cl)o3)cc12
0.0,CCCN(/C=C1/Sc2cc(OC)c(OC)cc2C1=O)C(C)=O
0.0,CCN(C)c1nc2cc(C)ccc2cc1SCc1ccccc1
0.0,CCOc1ccc(C2CC(=O)c3ccccc3N3CCCN=C23)cc1
0.0,Cc1ccccc1S(=O)(=O)/C=C/c1ccc(I)cc1
0.0,O=[N+]([O-])c1cc(Br)cc(N2CCCCC2)c1
0.0,COc1ccc2c(c1)C(=O)N1C(C)CN(c3ccccc3C)CC1C2=O
0.0,C/C=C1C(=C\c2ccccc2)/[S-]c2nc3cc(OC)c(OC)cc3c(=O)n2/1
0.0,N#CC1Oc2ccccc2C(=O)/C1=C\c1ccc(Br)cc1
0.0,COc1ccc(COc2c(C)cc(C)cc2C)cc1
0.0,Cc1ccc(C)c(OCc2ccc3c(c2)CC(=O)N3c2ccccc2)c1
0.0,O=C1C(C2=CC=C3C=CCC=C3C2)=Nc2cc(Br)ccc21
0.0,COc1cc2cc(COc3ccc(Br)cc3)oc2cc1OC
0.0,CCN(C)c1ccc(-c2ccc(Br)cc2)cc1
0.0,Cc1nn(CCc2ccc(Br)cc2)c(=O)c2ccccc12
0.0,CCOC(c1ccccc1F)N1C(=O)C2=C(Oc3ccccc3C2)C1=O
0.0,COc1ccc(CSc2ccc(OC)cc2[N+](=O)[O-])cc1
0.0,COc1ccc2c(c1)C(=O)CCC(c1cccc([N+](=O)[O-])c1)=C2
0.0,O=C1CC(c2ccc([N+](=O)[O-])cc2)=Nc2ccc(Br)cc21
0.0,Cc1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1
0.0,COC(=O)COC(=O)COc1ccc(-c2ccc(Br)cc2)cc1
0.0,O=C1N=C(SCc2ccc(F)cc2F)N=C2SC3=C(CCCC3)C12
0.0,CCOC1CC2C(=O)CC(C)CC2O1
0.0,Cc1nnc(N2CCN(C)CC2)s1
0.0,Cc1nc(-c2ccc(Br)cc2)ns1
0.0,O=C(c1ccc(Cl)cc1)N1CCN(c2ccccc2[N+](=O)[O-])CC1
0.0,COc1ccc(F)cc1C[S-]c1ccc(Cl)cc1
0.0,c1ccc2nc(-c3ccc4c(n3)sc3ccccc34)ccc2c1
0.0,COc1ccc(/C=C2/CCN(C(=O)c3ccc(OC)cc3)C2)cc1
0.0,CC(=O)/C=C/c1c(C)oc2cc(-c3nc4ccccc4o3)cc(C)c12
0.0,CC(=O)CCCCOc1ccc(Br)c(Cl)c1
0.0,Brc1ccc(/C=N/c2ccc(-c3ccccc3)cc2)cc1
0.0,Cc1ccccc1-c1ncc(/C=C/c2nc3ccccc3s2)c2ccnn12
0.0,CSc1ccc(S(=O)(=O)C2=[N+](C)c3ncn(C)c(=O)c3C2)cc1
0.0,COc1ccc2c(c1)c1ccc(-c3ccccc3)cc1n2C
