MolWt_label_continuous,SMILES
580.2540000000001,CC(=O)c1ccc(NC(=O)NC(=O)c2ccc(S(=O)(=O)c3ccc(Br)cc3)cc2)c(Br)c1
514.6900000000004,COc1ccc(CN2C(=O)CC(c3ccc(OC)cc3)CC2c2cccc(N3CC[N+](C)(C)CC3)c2)cc1
521.4260000000003,COc1ccccc1OCC(=O)Nc1nnc(C2CCN(C(=O)c3cccc(Cl)c3Cl)CC2)s1
561.864,Cn1c2c(c3c(c1=O)C(=O)N(CCCCC(=O)Nc1ccc(Br)cc1Cl)C3=O)[C@H]1CCCC[C@@H]1N2
484.33500000000015,O=C(Cc1ccccc1)Cc1cccc(C(=O)OCC(=O)NC(=O)c2cc(Cl)ccc2Cl)c1
558.9840000000002,O=C(COC(=O)C1CCN(C(C(=O)c2cccc(C(F)(F)F)c2)c2ccccc2)CC1)Nc1ccccc1Cl
492.48400000000026,CCc1cccc(NC(=O)COC(=O)c2cccc(C(=O)c3cc(OC)c(OC)c([N+](=O)[O-])c3)c2)c1
512.9490000000001,O=C(NN(C(=O)C(=O)c1ccc(C(=O)OCc2cccc(Cl)c2)cc1)c1ccccc1)c1ccccc1
559.5830000000002,O=C(COC(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(Oc2ccc(Br)c(Cl)c2Cl)cc1
545.4000000000002,COc1cc(Cl)cc(S(=O)(=O)N2CCC3=C(C2)C(=O)C(Oc2cc4cc(Cl)ccc4cn2)=CC3=O)c1
545.6790000000001,O=C(N/N=C/c1ccc(Br)cc1Cl)c1ccc([PH]([O-])([O-])c2ccc(C(F)(F)F)cc2)cc1
495.801,Cc1ccc(C(C)[C@@H](C)C(=O)NOC(=O)CCC(=O)Nc2ccc(Br)cc2Cl)cc1
482.3820000000003,O=C(NCc1ccn(Cc2cccc(Br)c2)n1)N1CCN(C(=O)c2ccccc2)CC1
487.7370000000001,O=C(COC(=O)c1cccc(Br)c1)Nc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1
525.3990000000003,COc1cc(Br)ccc1NC(=O)CN(C(=O)c1ccccc1C(=O)O)c1ccc(C(C)C)cc1
545.2310000000001,COC(=O)Nc1cc(C2CN2c2ccccc2)c(Br)cc1C(=O)Nc1ccc(Br)cc1
530.8790000000002,O=C(NC1CCCCC1)c1ccc(COC(=O)c2cc(Cl)c(Cc3ccccc3)c(Cl)c2Cl)cc1
500.17600000000033,CCOc1cc(Cl)c(Br)cc1N1C(=O)CC=C(Nc2ccc(OC)cc2Cl)C1=O
549.248,Cc1ccc(C(=O)O[C@@H](C)C(=O)NC(=O)c2ccc(-c3cc(Cl)c(Br)cc3Cl)cc2)cc1C
558.5550000000002,Cc1cccc(NC(=O)CSc2ccc(NS(=O)(=O)c3ccc(F)c(C(F)(F)F)c3)c([N+](=O)O)c2C)c1
534.4650000000001,O=C(COc1ccccc1CN1CCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccc(Cl)cc1Cl
