MolWt_label_continuous,SMILES
178.18699999999998,COc1ccc(/C=C/C(=O)O)cc1
178.235,c1cc(CN2CCOCC2)ccn1
176.223,Cc1ccc(C2=NNC(N)N2)cc1
189.214,C=C/C=N/OC(=O)c1ccc(C)cc1
165.19599999999997,CCNc1cccc(NC=O)n1
208.257,COC(=O)c1cccc(OCC(C)C)c1
191.23,CCC(=O)NC(=O)Cc1ccccc1
164.21200000000002,N/N=N\NCCc1ccccc1
167.20799999999997,CCNC(=O)Cc1ccc(C)o1
177.20299999999995,C=CCNc1ccc2c(c1)OCO2
164.632,CCCCCCOC(=O)Cl
180.598,Clc1ccc(-c2nn[nH]n2)cc1
194.277,C=Cc1ccc(-c2ccc(C)cc2)cc1
189.262,CCCCNc1ccc2nc[nH]c2c1
186.284,CCCCSc1nnc(C)n1N
203.24500000000003,CCN1CCn2c(nc3ccccc32)O1
189.178,N/N=C/c1ccc(-c2nnon2)cc1
179.219,COc1ccc(/C=N/CCO)cc1
176.22299999999998,CN/N=C/c1ccc(/C=N/N)cc1
188.19000000000003,Cc1cccc(C(=O)n2cnnn2)c1
193.227,Oc1ccc(-c2cc(O)sn2)cc1
167.21099999999998,OOCSC1=NOCS1
208.213,CC(=O)COc1ccc(OC(C)=O)cc1
181.235,COCCNc1ccc(OC)cc1
203.201,COc1ccc(/C=C/c2nnon2)cc1
163.176,N#CCc1ccc(OCO)cc1
180.232,COc1ccc2sc(N)nc2c1
205.233,CCC/C=C/c1ccc(C(=O)O[O])cc1
185.654,C[N+](Cl)c1ccc(CCO)cc1
177.207,CC(=O)NC1Nc2ccccc2N1
190.029,O=C(Cl)Nc1ccc(Cl)cc1
182.061,CCCC(O)NCBr
192.262,c1ccc(CNC2COCCN2)cc1
201.185,O=[N+]([O-])c1ccc(-c2ccccn2)cn1
163.21999999999997,CCNC(=O)c1ccc(C)cc1
176.219,CC/N=C/c1ccc(/C=N/O)cc1
196.206,CCOOC(=O)NCc1ccncc1
182.194,COC(=O)CCc1ccc(F)cc1
149.621,CC1CC(Cl)COC1N
167.296,C/C=C/CCC1CCN(C)CC1
206.27000000000004,CC(=O)CSc1nc2ccccc2[nH]1
154.173,CCN/N=C/c1nonc1C
193.22700000000003,Oc1ccc([S-]c2ncco2)cc1
179.17499999999998,O/N=C(O)/C=C/c1ccc(O)cc1
129.203,CNCC1CCCCO1
180.24700000000004,COC(O)CCCc1ccccc1
196.249,Oc1ccc(/C=C/c2ccccc2)cc1
200.241,ONC/C=N/c1ccc2ccccc2c1
181.235,Cc1ccc(N(O)CCO)c(C)c1
173.21499999999992,C(=C/c1ccccc1)\C1=NCCO1
193.246,CCCC(C)OC(=O)c1cccnc1
170.25199999999995,COC(=O)CCC1CCCCC1
167.164,CC(O)c1ccc([N+](=O)[O-])cc1
194.622,N=N/C(CNCCO)=N\OCCl
205.25699999999995,COc1ccc(/C=N/C2CCCO2)cc1
156.572,O/N=N/c1ccc(Cl)cc1
195.203,O=C(Cc1nnco1)c1nccs1
171.583,NC(=O)Oc1ccc(Cl)cc1
177.20300000000003,Cc1ccc(/C=N/CC(=O)O)cc1
166.13600000000002,Nc1ccc(C2=NOOO2)cc1
181.30400000000003,CCCC(N)Sc1ccccc1
169.232,CCCCCc1nnn(CN)n1
204.233,OCCNNc1ncnc2ccccc12
173.21499999999995,Cn1c(/C=C/O)cc2ccccc21
181.216,OCc1nc2cc(O)ccc2s1
194.20999999999995,CCCc1ccc(O)c(NC(=O)[O-])c1
195.60199999999995,O=C(COC(=O)O)NCCCCl
182.206,C[n+]1nsc(S(=O)(=O)O)n1
203.19699999999995,C1=NCO/C1=C/c1ccc2c(c1)OCO2
189.258,O=Cc1ccc(C2CCCCN2)cc1
168.261,CCC[S-]c1ccc(O)cc1
195.012,O=C(O)CC(=O)CCBr
203.694,OCNSCc1ccccc1Cl
152.11299999999997,N#Cc1cc(O)c(NO)nn1
185.27,CCNCc1ccc2ccccc2c1
176.26300000000003,Cc1cccc(CCCCN=N)c1
171.58299999999997,Cc1cc(Cl)ccc1[N+](=O)[O-]
150.18099999999998,Cc1ccc(/C=N/C=O)n1C
177.163,COc1ccc(-c2nnon2)cc1
191.23000000000005,O=C1C(O)CCN1Cc1ccccc1
189.214,OCCc1cc(O)c2ncccc2c1
152.62099999999998,CC(O)CC(O)CCCl
179.263,CCCNCCOc1ccccc1
178.18699999999995,O=C1COC(c2ccccc2)OC1
204.181,O=C(O)C1C(=O)Cc2ccccc2C1=O
166.15499999999997,C/C(=N\N=O)c1ccc(F)cc1
165.261,C/N=C/c1ccc([S-]C)cc1
179.21899999999997,CCC1Nc2ccc(OC)cc2O1
202.666,NNC(=S)Oc1cccc(Cl)c1
194.23,Cc1ccc(OCCCC(=O)O)cc1
183.295,C1CCC(CC2NCCCO2)CC1
157.177,CONNC1=CCNC(N)=N1
162.188,CCC(=O)c1ccc(C=O)cc1
178.17099999999996,C/N=N/N=C/c1ccc(O[O-])cc1
190.242,COC(=O)CC/C=C/c1ccccc1
166.22000000000003,COc1ccc(CCCO)cc1
139.585,N=Cc1ccc(Cl)cc1
181.147,COC(=O)c1ccc([N+](=O)[O-])cc1
192.214,COC(=O)/C=C/c1ccc(OC)cc1
193.206,CCC(N=O)NC(=O)c1cccnc1
139.158,CCOc1nccc(N)n1
177.232,Cc1nc(-c2ccncc2)ns1
173.179,N/N=C1\N=NC(c2ccccc2)=N1
197.328,c1ccc([S-]N2CCCS2)cc1
178.231,C=CCOCOc1cccc(C)c1
153.15699999999998,COOc1ccc(C[O-])cc1
176.21499999999995,O=Cc1ccc(/C=C/CCO)cc1
183.638,CCOc1ccc(/C=N/Cl)cc1
