HBA,SMILES
11.0,C=CCn1c(C)nnc1SCc1nn2nc(-c3ccc(OC)cc3OC)nc2s1
11.0,Cn1c(SCCSc2nnns2)nnc1-c1ccc([N+](=O)[O-])cc1
12.0,Cn1c(SCCO)nnc1-c1nc2c(o1)c1c(c(=O)n2C)OC(=O)CO1
13.0,CCn1cc2cc(OC(C)=O)c(=O)nc-2nc1SCC1=NN2N=NN(C)C2N1C
10.0,COC(=O)COC(=O)c1nnc(CNc2ccc(C(=O)OC)cc2Cl)o1
13.0,CCOc1cc(N2N=NN(c3nnc(-c4cc(C)no4)o3)O2)cc([N+](=O)[O-])c1
11.0,CC(=O)Nc1nnc(SCc2nnc(-c3cccc(C4=NN=N[SH2]4)c3)o2)o1
12.0,O=C(CSc1nnc(-c2ccc3c(c2)OCO3)o1)Nc1nnc([N+](=O)[O-])s1
9.0,CNc1nnc(OCc2nnc(SCc3ccc(Cl)c(C)c3)o2)o1
13.0,C=CCn1c(CSc2nncs2)nnc1SCc1nnc(NC(=O)OC)s1
9.0,Cc1cnc2nc(SCc3nnc(Cc4cccs4)o3)nn2c1
12.0,CCOc1cc(-c2nnc(Sc3cccc([N+](=O)[O-])c3)o2)nc2nc(SC)nn12
12.0,COc1cc(-c2nnc(-c3nnc4nc(C)sc4n3)o2)c(OC)c(OC)c1OC
13.0,Nn1nc(Cc2cccc3c2OCCO3)nc1NCSCC(=O)Nc1nnno1
13.0,COc1ccc(COC(=O)CSc2nnc([C@@H]3NNc4nnoc4C(=O)N3)s2)cc1
11.0,COC(=O)c1nnc(Cn2c(C(=O)OC)c(-c3ccc(F)cc3)oc2=O)n1N
14.0,COCCOc1nc(-c2nnc(C3=NN(C)c4nonc4O3)o2)n(-c2ccccc2)n1
12.0,COc1cc(N2c3nnc(-c4cnon4)n3CC(C)N2C(C)=O)c(OC)c(OC)c1OC
13.0,CCOn1c(-n2nnnc2OC(=N)c2ccc(OC)cc2)cc(C(=O)OC)c(OC)c1=O
12.0,CCc1nc2nc(SCC(=O)Nc3nnc(-c4cccs4)s3)nnn2n1
12.0,CC(=O)NCc1nnc(NC(=O)CSc2nnc(-c3nncs3)o2)s1
12.0,COc1c(CSc2nn3nnnc3s2)c(Cl)c(C(C)OC)c(OC=O)c1OC
9.0,CCn1c(OCc2ccccc2)nnc1OCc1ccc(OCC(=O)[O-])c(OC)c1
12.0,C[S-]c1nnc(SCCNc2nc3n(n2)[C@@H](C)N=C(N)[S-]3)n1C
13.0,Cc1ccc2nnn(Cc3ncc(C(=O)Nc4nnnn4N)c(N)n3)c(=O)c2c1
12.0,CCn1c(COCc2nnc3cc([N+](=O)[O-])c(=O)[nH]n23)nnc1SCC(=O)c1ccccc1
14.0,CCOc1nnc(-c2nc(NC(=O)CSc3nn4nnnc4s3)sc2CC)o1
12.0,CCc1nc(C)c(CSc2nnc(SCc3nnnn3N)o2)o1
9.0,CCOC(=O)c1nc(=O)n2c(-c3cccc(OC)c3)nnc2s1
9.0,c1nnc(-c2ccc(OCc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)o1
13.0,COc1ccc2nc(NC(=O)CSc3nnc(SCc4nnnn4C)o3)sc2c1
12.0,Nc1nc2nonc2nc1C(=O)CCc1nnc(NC(=O)[O-])o1
12.0,Cc1ncn2c([S-]Cc3nc(C#N)nc(C(=O)[O-])n3)nnc2n1
10.0,Cc1nc2cnc(NCCC(=O)Nc3nnc(N)s3)nc2o1
14.0,COC(=O)c1cccc(C(=O)C2=NN3C(N=NN3Cc3nc4oc(=O)c(C)nc4s3)S2)c1
12.0,CCn1c(-c2nnon2)nnc1-c1nnc(SCc2sccc2C)n1C
13.0,COC(=O)c1ccc(-c2nnc(SCc3nc4n(n3)C([S-]C)=C([N+](=O)O)OS4)o2)cc1
12.0,COc1ccc(-c2nnc(-c3c(N)nc4nnc(N)n4c3N)o2)cc1OC
12.0,COc1ccc(-c2nnc(CSc3nnnn3N)o2)c([N+](=O)[O-])c1
11.0,COc1ccc(-c2nnc(CSc3nnc(N)o3)o2)cc1N=O
12.0,Cc1nnc(CCOC(=O)c2ccc3c(=O)c4c(oc3c2)OC2=C(O4)[N+](C)N=N2)n1C
13.0,CSC1=Nc2nnc(CCc3nnc(C4ON=N[C@H]4C)o3)n2C(=O)C1=O
13.0,CCn1c(CSc2nnc(Cc3nnno3)n2C)nc2cc(C(=O)OC(C)=O)cc(F)c21
