HBA,SMILES
15.0,Cc1ncc(-c2nnc(SCCc3nc(=O)n(-c4nnon4)c(=O)o3)n2C)o1
12.0,CCc1nc(-c2nc3n(n2)Oc2c(OC)cc(-c4nncs4)c(O)c2N3)n(C)c1C
11.0,CCn1c(F)nc2sc3nc(=O)n4c(-c5ccc(OC)cc5)nnc4n3c(=O)c21
11.0,COC(=O)c1ccccc1Nc1nnc(COc2c(OC)cc([N+](=O)[O-])cc2OC)o1
14.0,CCn1c(COC2C(=O)C(=O)N(C)C(=O)N2C(=O)OC)nnc1SCc1nc2c(o1)OCCO2
11.0,CCCOc1cc(Cl)cc(-c2nnc(SCc3nc4nsnc4c(=O)n3C)n2C)c1
10.0,CCOc1nnc(-c2nnc(Nc3ccc(OC(C)=O)cc3)o2)o1
10.0,O=C(CSc1nnc(-c2ccc(Cl)c(Cl)c2)o1)N1C=Nc2nonc2S1
11.0,CC1=NN(c2nnc(-c3nnc(O/N=C/c4ccccc4)n3C)s2)c2ccccc2O1
12.0,CCCc1nnc(SCC(=O)OCc2nnc(C(=O)NC(=O)CC)n2N)n1C
13.0,COc1cc(C(=O)OC(C)=O)cc(C2=NN=C(NCCc3nncs3)N(OC)O2)c1
10.0,CNn1nnnc1Nc1nnc(COC)o1
11.0,COC1=CC(c2ccc(OC)o2)n2c(nc3nc4cc(-c5nccs5)cn4n32)O1
12.0,COCc1nnc2sc(-c3nnc(NC4=COc5ccccc5O4)s3)nn12
12.0,CCCN1C(Nc2nn3c(nc4nc(CC)sc43)[nH]2)=NN=C2SC(C(=O)OC)=C(C)C21
10.0,Cc1ccc(-c2nnc(SCC3=NN=C4C(N=NN4C)O3)n2C)cc1
16.0,CCSc1nnc(-c2nnc(-c3nnc4n3Nc3c(nc5n(C)c(=O)c(CC)cn35)N4C)o2)n1C
12.0,COc1ccc(OCc2nnc(CSc3nnnn3N)n2C)c(OC)c1
15.0,CSc1nc2n(c3nc(OC(=O)[O-])cc1-3)CC1=NC(c3ccc(C)o3)n3nnnc3N1N2
12.0,CC[S-]c1nnc(-c2nnc(-n3nnnc3C)o2)n1Cn1cccc1
11.0,CCCCN(Cc1nnc(-n2nc(C)c(Sc3nn(C)nc3Cl)n2)o1)C(C)=O
12.0,COc1ccc(-c2nnc(-c3nnc(Sc4nnnn4C)o3)o2)cc1Cl
15.0,CSc1nc2nc(Nc3nnn(Cc4nnco4)n3)sc2n2nc(C)nc12
12.0,COC(=O)c1cn(-c2nnc(-c3nnc(SCc4cc(C)c(C)n4C)o3)o2)nc1C
9.0,CC[S-]c1nnc(Oc2nnc(-c3cccc(C)c3)n2N)n1C
12.0,COC(=O)C1=C(C=O)C(C)=NN2C1=NOn1nc(-c3ccc(OC)c(OC)c3)nc12
11.0,CN1C(=O)N2C(N=C1c1nc3c(s1)OCN=C3)N=C1N(C)C(=O)C([N+](=O)[O-])=CN12
13.0,CCOC(=O)Cn1nc(N)nc1SCc1nnc(-c2ccc(OC)c(OC)c2)nn1
14.0,COc1ccc(-c2nnc3nc(-c4nnc(C)n4C)nn3n2)c(-c2nnc(SC)o2)c1
14.0,CCc1nnc(SCC(=O)NS(=O)(=O)c2nc3nc(OC)c(OC)c(OC)n3n2)o1
12.0,CCn1cnc2c(sc3nc(-c4oc(C(=O)[O-])nc4C)nc(=O)n32)c1=O
10.0,COc1cccc(-c2nnc(-c3nnc(-c4ccc([N+](=O)[O-])cc4)o3)o2)c1OC
15.0,[3H]c1nc2c3c(nc(C(=O)C(=O)OC)nn13)NC(CSc1nnc3n(C)c(C)nn13)=N2
14.0,C/N=c1/c(COc2onnc2C(=O)OC)nnc2n(OC)nc(N)n12
15.0,COCCn1nnc2nc3c(n2c1=O)N(C)C(=O)C1=NC(c2nnno2)=CC(OC)N13
13.0,NC1=NC(COc2cc3c(cc2[N+](=O)[O-])OCO3)N(N)c2nnnn21
14.0,COc1ccc(COc2nnc3nc(CSc4nnnn4N)[nH]c(=O)n23)cc1OC
12.0,CCC1=NC2N=NN(C(=O)CSc3nnc(-c4ccc5c(c4)OCO5)o3)C2N=C1N
15.0,COc1cc2c(cc1OC[C@H]1ON=C(c3nnnn3CCSc3nncs3)O1)OCO2
13.0,CCOC1=NNn2nc(NC3N=NN=C3C(=O)OC)nc2S1
12.0,CCCN1CN(CC)c2nc3n(c2C1=O)C(=O)N(C)C1C(C(=O)OC)=C(C2=NOCO2)ON31
12.0,CCOC(COc1nnc2sc(C)nc2n1)n1c(N)nc(C)c1C(=O)OC
12.0,COCCSc1nnc(COc2nc(N)nn2Cc2c(C)noc2C)o1
14.0,COC(=O)Nc1nnc(NC(=O)COc2nnc(N)n3c(SC)nnc23)s1
11.0,CCOc1nc(C2=NN=C(c3nnc(COc4c(Cl)cccc4OC)n3CC)OC2)oc1C
13.0,Nc1c2c(=O)n3ncnc3[nH]c2nc2nc(Nc3ncns3)nn12
14.0,CCOCCn1c(-c2nc3n(C)c(-c4ccco4)nn3n2)nnc1-c1nnnn1C
14.0,Cc1nnc(SCc2nnc(SCc3nn4nnnc4s3)n2C)n1C
15.0,COc1ncc2nc(-c3nnc(-c4nnc(Nc5nnn(C)c5C)s4)n3C)sc2n1
14.0,CCn1c(=O)nc2sc(=O)c3c(n2c1=O)N1NC(SCOC)=NN=C1S3
16.0,CSc1cnc(-c2c(C)c(=O)n(C)c3nc(-c4nnc(Cn5cnc6c(c5=O)OCO6)o4)nn23)o1
14.0,Cc1nc2c(nc3sc(Nc4nn5c(-c6ccc([N+](=O)[O-])cc6)nnc5s4)nn32)n1C
10.0,Cn1c(-c2nc[nH]n2)nnc1-c1nnc(-c2nc3ccc(Cl)cc3o2)n1C
12.0,COc1cc(C2=N[C@H](C(=O)N3CCOCC3)n3nc(-c4cnco4)nc3N2)cc(OC)c1OC
15.0,CSc1nnc2c(-c3nnc(-c4nnc(N)n4Cc4nc(C)c(C)s4)o3)ncnn12
12.0,CCn1c(COc2nnns2)nnc1SCOC(=O)NCCC(C)=O
15.0,CCOc1nonc1CSc1nc(N)c2c(=O)n3nnnc3c3scnc3n12
11.0,CCOc1nc2n3c(ncc-2c(=O)c1C(=O)OC)-n1nc(-c2cccc(C)c2)nc1NC3
14.0,Cc1csc(C2N(C)N=NN2C2=NN3CNc4nnc(N)n4N=C3S2)c1
12.0,CCOCCn1oc(SCCl)nc2c(=O)n(Cc3nnc(-c4cccs4)n3C)c(=O)c1=2
16.0,CCOC(=O)c1csc(-c2nnc(CSc3nc(SSC(=O)O)n(C(=O)OCC)n3)o2)n1
13.0,COC(=O)c1cc(NC(=O)CCSC2=NCN3C2=NN2N=C(C)NC23)c(=O)oc1OC
17.0,Cn1c(SCC2=Nc3nc4nnnn4nc3N(N)N2)nnc1SCc1nccs1
13.0,CCn1nc(C(=O)OC)nc1SCc1nnc(CSc2nncs2)o1
10.0,CCON1C(=O)NNc2nc(CSc3nnc(-c4ccc(OC)cc4)o3)oc21
15.0,CC1=NC(=O)[S-]c2nc(C(=O)OCc3nnc(CSc4nnns4)o3)nn21
12.0,CCO[C@@H](CC)c1nnc(SCc2nnc(-c3cnc(N)c(C#N)n3)o2)o1
13.0,CN1COc2cc(CSc3nncn3-n3nnc4oc5n[nH]nc5c(=O)c43)ccc21
13.0,COOc1nnc(CSCc2nnc(NCc3ccccc3F)s2)n1Cc1nnco1
16.0,Cc1nc2sn3c(SCc4ncco4)nnc3n(N)n2c1-c1nc2c(cnc(=O)n2C)o1
13.0,CCN1C(C(C)=O)=NNn2c(SCc3nc4c(c(=O)n3CCl)=NCN=4)nnc21
14.0,NC1=NC2=C3C4c5c(cc(=O)n(C6COCCO6)c5OCN14)C(=O)N3n1nnnc1N2
14.0,CCOC1n2nnnc2N(CC/C=C(\COCOC)C(=O)OC)c2nnnn21
13.0,CN/C(=N/Nc1nc(N)ns1)N(Nc1ccccc1)c1nnc(-c2ncns2)o1
9.0,COc1ccc(C2=C3NN=C(SCC4=NN=C(N)[NH+]4C)N3NC(=O)N2)cc1
13.0,CCCOC(=O)C(=O)OCc1nnc(-c2nc3nc(OC)c(C(=O)OC)cc3o2)o1
11.0,CSc1nnc(-c2nnc(-n3nc(Cl)c4c3CCC4)o2)n2ncnc12
15.0,COC(=O)c1c(OC)c(C(=O)[O-])c2sc(=O)n3c(Nc4nnc(C)n4C)nnc3c2c1O
14.0,COCc1nnc(-n2nnnc2[S-]Cc2nc3nc4c(c(=O)n3[nH]2)CCO4)o1
12.0,Cc1nnc(SCOCCNC2=NN3C(=O)NNc4c(C(=O)[O-])sc(c43)N2)[nH]1
14.0,CCn1nnnc1-c1nnc(-c2nnc(-c3nc4ccc([N+](=O)[O-])cc4o3)o2)n1C
14.0,CCC1=C2C(c3nnc(-n4nnc(SCCO)n4)o3)=NON2NN1C
15.0,c1cc(C2N=Nn3c(Nc4nnns4)nnc3N2)ccc1-c1nnno1
9.0,CCOCCn1c(OCC(=O)OC)nnc1-c1ccc(OC)c(OC)c1
13.0,COc1cc(OC)c(OC)cc1CSc1nnc2n1nnc1nnc(-c3cccs3)n12
14.0,COC(=O)c1nn(-c2nnc(Nc3nnno3)o2)nc1N
10.0,CCc1c(SC)sc2ncn(CSCc3nnc(-c4cccc(OC)c4)o3)c(=O)c12
10.0,CCCn1c(SC)nnc1Sc1nnc(SCc2ccc(OC)c(Cl)c2)n1CC
14.0,C[CH]n1c(C)nnc1-c1noc(Nc2nc3s/c(=N/C)oc(=O)n3n2)n1
16.0,COC(=O)C(=O)c1nc(C2=NCN(C3=NN=C(CN)/C(=C/O)N3C(=O)OC)N2)nc(OC)c1OC
11.0,Cn1c(SCC(=O)c2nnc([N+](=O)[O-])o2)nnc1-c1ccncc1
15.0,Nn1nnnc1-n1nnc(SCNc2nc3cc([N+](=O)[O-])ccc3o2)n1
11.0,COC(=O)n1cnc2oc3nc4cc(OC)c(OC)cc4c(=O)n3c2c1=O
14.0,COc1nc([S-]C)nc2nc(SCc3nc4c(=O)n(C)c(=O)n(C)c4n3C)nn12
16.0,CC1=NN=C2C(=Nn3c(SCC(=O)CCn4c(C)nn5nnnc45)nnc3N2C)N1
13.0,O=C(CSc1nnc(CSc2nnno2)o1)Nc1nncs1
14.0,CCn1c(=O)/c(=C\c2nnc(Sc3nnc4n3C(=O)C(=O)c3ccccc3-4)n2C)c2ncnn21
13.0,COc1ccc(-c2ncn3nc(-c4nn5nnnc5s4)nc3n2)cc1OC
14.0,Cc1nnc(-c2nnc(SCc3sc4nnnn4c(=O)c3C#N)n2C)n1C
12.0,CNc1nc(C(=O)CSc2nn3nc(C(=O)OC)nc3n2C)oc1C
12.0,CCCOc1c(C)nnn1-c1nnc(CSc2nc(CCN)no2)n1C
11.0,CCOCc1sc(-c2nnc(Nc3nc(OC)c[nH]c3=O)o2)nc1OC
12.0,CSC1=C(C#N)C2C(=C(N)N(C)c3nc(-c4cnc(N)s4)nn32)C(=O)O1
15.0,CSc1nnc(Nc2nnc(-c3nc(=O)n4nnnc4s3)o2)s1
14.0,CCn1c(N)nnc1C1N=C2OC(N)OC(OC)=C2C(c2nnc(SC)o2)O1
12.0,Cc1cc(C(=O)CSc2nnc(SCOc3nnc(N)n3C)[nH]2)no1
12.0,COc1cc2c(cc1OC(=O)F)-c1nc3c(c4ncnc(=O)n4c(=O)n3C)n1CO2
15.0,COC(=O)c1nnc(-c2nc3nc4scc5c4c(n3n2)N2CCN3N=C4OOCC5=C4C32)n1C
12.0,C[NH+]1C(CSc2nc3n(n2)C(F)Oc2c-3cc3c(c2Cl)OCCO3)=NN=C1c1cnon1
13.0,CCSc1nc(N)nc2c(-c3nnc(CSc4nnco4)o3)ncn12
17.0,COCOC1SC(=O)N2C(=NCN2C2=NC=NC(Sc3nnno3)C2=O)N1CCOO
12.0,CCc1c(C(=O)O)c(C)c(C2=NN3N=C(OC(=O)C(=O)CC(=O)OC)NC=C3O2)n1C
13.0,COc1cc2c(c(N(C(C)=O)C(=O)O)c1)Oc1nnc(CSc3nnno3)n1O2
13.0,CCCn1c(SCc2nc3n(C)c(=O)n(C)c(=O)n3n2)nnc1[N+](=O)[O-]
13.0,COc1ccc2c(c1)c(C(=O)[O-])nn1c([S-]CC(=O)c3nnno3)nnc21
11.0,CCN1C(=O)C2=NC(c3nnc(-c4cc(OC)c(OC)c(OC)c4)o3)=NC2N(CCO)C1=O
16.0,CCCn1nnnc1CSc1nnc2n(C)c(=O)c3c(n12)=NC1=NN2N=C(C)SC2N1C=3
12.0,CCOc1c(C(=O)COC(=O)Nc2nnc(-c3scc(C)c3C)o2)cn(OC)c(=O)c1OC
16.0,CNCOCCn1c(=O)c2c(nnn2-n2nnnc2-c2nccs2)n2cnnc12
14.0,C[NH+]1C(SCC2N=NN=N2)=NN=C1c1nnc(COc2ccc([N+](=O)[O-])cc2)nn1
14.0,CCCNc1nnc2c(=O)c(Nc3nc(-c4nnnn4C)n(CC)n3)c(C)sn12
16.0,CN1c2ncnn2-c2nnnn2C1c1nnc(CSc2nnnn2C)n1C
12.0,CCOc1cc(-c2nnc(-n3nc4c(n3)C(c3ccccc3)N(C)C=N4)o2)c(OC)c(O)c1OC
15.0,CCn1nnnc1CSc1nnc(-c2nnc3n2C(=O)C(OC)C(SC)=N3)n1C
13.0,CC1=NN2N=NN(CC(=O)CCn3nnc4sc(C)nc4c3=O)C2N1C
15.0,CNc1nc(-c2nnc3n2CC(=O)N2C4=NON(C5CCOOC5)N4OC32)oc1O
12.0,CCCN1CC(C(=O)OC)=CN(c2nnc(-c3nc4n5c(nn4c3N)CCOC5)o2)C1=O
14.0,COC(=O)c1sc2c(=O)on(CC(=O)Nc3sc4nc(N)nc(=O)n4c3C)c(=O)c2c1C
12.0,CCn1c(COc2cc(Cl)cc(OC)c2)nnc1SC[C@H]1N[C@@H]([NH3+])n2nnnc2O1
14.0,CSc1nc2nc(CSc3nnc(N)s3)nn2c(=O)n1CCOC(C)=O
10.0,CN1C(=O)c2cccc(C(=O)OCC(=O)Nc3nnc(-c4ncn[nH]4)o3)c2C1=O
11.0,COCCn1nnn2nc(SC[N+](=O)c3ccc(OC)c(OC)c3)nc12
13.0,COc1nc(-c2nc3oc(-c4ccc([N+](=O)[O-])cc4)nn3n2)ncc1C1=NNCO1
14.0,Cc1nc2nc3c(nc2o1)N1C(=NNn2c(Nc4ccc(C(=O)[O-])cc4)nnc21)S3
14.0,COc1cnc(-c2nnc(SCc3cnc4oc([N+](=O)[O-])nn4c3=O)n2C)n1C
16.0,COc1nn2nc(-c3nnc(C(=O)CSc4nn(C)c5c(OC)onc45)o3)nc2s1
12.0,COCCNc1nnc(COC(=O)c2nc3cc(OC)c(C(=O)[O-])cc3o2)o1
14.0,COc1oc(=O)c2c(c1OC)OC(=O)C(=O)[C@H]2CSc1nnc(-c2nnc(C)o2)o1
12.0,Nn1nnnc1C[S-]c1nc2sc(OC3CCCCC3)nn2n1
14.0,COC(=O)c1nnc(-c2nnc(CSc3nc4sc(C#N)nc4o3)n2C)n1C
10.0,CCO/C1=N/C(=N\C)N/C(=C/Sc2nnnn2C)O/C(C)=C/C(=O)N(C)C(=O)C1
13.0,CCOc1c2con3c(-c4nc5sc(SC)c(C)n5n4)nnc3n-2c(=O)c(=O)c1C
11.0,COc1ccc2c(c1)nc1n(C)c(-c3nc4cc(OC)c([N+](=O)[O-])cc4o3)nc(=O)n21
14.0,C[C@@H](Sc1nnc(Nc2cccs2)o1)c1nnnn1CCc1nnn(C)n1
13.0,CCn1c(=O)n(Cc2nnc(NCCOC)s2)c(=N)n2nnnc12
9.0,CC[n+]1ccc2c(c1)C(=O)[N+](=O)N=C2CSc1nnc(COc2ccc(C(=O)OC)cc2)o1
17.0,COCOc1c(C(=O)O[s+]2c(C)ccc2-n2c(C)nnc2[S-])n(CSc2nnc(C)n2C2=CC=C(C)[S+]2)c(=O)n(C)c1=O
14.0,Cn1c(CSc2nnno2)nnc1-c1nc(C(=O)Nc2nncs2)c(-c2ccccc2)o1
17.0,O=C([O-])c1cccc(-n2nnnc2-c2nnc(-c3nnc(Nc4nnns4)s3)o2)c1
13.0,CCOC(=O)c1nc(N)nn1Cc1nnc(-c2nnno2)o1
13.0,COc1cc(OC)c(-c2nnc(Cn3nc4c(c3N)/c(=N/O)on4C)o2)cc1OC
14.0,COC(=O)c1c(Nc2nnc(Cn3nnc(SC)c3C(=O)O)o2)sc2onc(C)c12
15.0,COC(=O)c1c2cc(nc1N)/N=C1\NC(=Nc3nc4nscc4c(=O)n31)S/C=C/N(C)O2
13.0,CCOc1ccc2c(c1)nc1n2CC(C2=NN=C(c3nnon3)C(OC)N2)N=N1
10.0,CCOc1cc(NC(=O)Nc2nc3c(ncn4c([N+](=O)[O-])nnc34)[nH]2)ccc1OC
12.0,COC(=O)c1ccc(-c2nn3c(SC(OC)C(=O)OC)nc(=O)nc3o2)cc1Cl
15.0,CNC(=O)C(=O)Oc1nnc2n1CC(OC)n1c(Cc3nnc(C(=O)OC)o3)nnc1-2
12.0,Cc1nc(-c2nnc([S-]Cc3nnc(-c4ccco4)o3)o2)n(N)n1
11.0,Cc1cc(-c2nnc(SCc3nn4nc(C)nc4n3Cc3ccccc3F)n2C)on1
14.0,COc1cc(COc2nnc(COc3nnno3)n2C)nc(OC(C)=O)c1C(=O)O
15.0,CCSc1nc2n(c(=O)c1OCCSc1nnns1)c(=O)n(CC)c1ncnn12
10.0,CCCN1N=NN2C1=NN=C(c1ccc3c(c1)OCC(OC)O3)N2C(C)=O
12.0,CCn1cnnc1COc1nnc(OCc2nnc(-c3ccco3)o2)o1
14.0,Cc1c(NCCSc2nnc(-n3nccn3)n2C2CCCOC2)n(C(N)=O)c(=O)n(C)c1=O
11.0,COc1ccc(-c2nnc(C3N=Cn4c3nnc4N(C)[NH2+])o2)cc1OC(F)F
9.0,COc1ccccc1N(C(C)=O)c1nnc(-c2ccc(-c3nnco3)cc2N)o1
12.0,COc1ncc(C(C)=O)c(NC(=O)CSc2nnc(-c3nnco3)n2C)c1OC
13.0,CN1SC2=NOC(CSc3nnc(SCC(=O)[O-])n3N)=NN2C1=O
13.0,C=C1C(=O)c2c(ccc(OCC(N)=O)c2-n2cnnn2)N(c2sc(NCOC)nc2N)C1=O
14.0,CN(O)c1nnc(C2N=CN3N=NN(c4cncs4)C3=N2)n1N
9.0,CCOc1ccc2nc3nc(-c4nnc(N)o4)oc3nc2c1
13.0,CSC1N=C2C=C(c3nnc(Nc4nnc(-c5ccc([N+](=O)[O-])o5)s4)o3)C=CC2O1
12.0,COc1c(O)ccc2c(-c3nnc(CCc4nnc(SC)n4N)o3)cc(=O)oc12
12.0,CCOC(=O)c1nc2n(/c(=N/CSC)c1N)N1C(=O)N(CC)c3nncn3C1O2
13.0,CSc1nnc(COc2nc3nnc(SCC(N)=O)n3c(=O)n2C)n1C
13.0,CCn1c(SCc2nc3c(COC)c(OC)c(C(=O)OC)nc3o2)nc2scnc2c1=O
15.0,Cc1nnc(CSc2nnc(-c3nnc(COc4nnns4)o3)n2C)o1
14.0,COc1ccc(Cc2nnc(SCc3nnnn3-c3nncs3)o2)cc1[N+](=O)[O-]
14.0,CCCn1c(=O)sc2nc(C(=O)OCc3nnc4n(CC)c(=O)ncn34)sc2c1=O
14.0,CCNc1nnc(-c2nnc(OC[C@@H]3C=NN=C4C5=C(NN43)OCS5)n2C)o1
10.0,COc1ccc(C2N=C3N=C([S-]C)N4C(C)=NC(=O)OC4N3C(=O)N2C(C)=O)cc1OC
15.0,COC(=O)Cn1cnc2nc(-n3nnnc3Sc3nc(C(=O)OC)no3)ccc21
15.0,COc1c(SC)oc(N)c1-n1nnnc1[S-]c1nnc(-c2cnon2)o1
12.0,CCn1c(SCC2=NCN(c3nnc(NC(C)=O)s3)C(Cl)=N2)nnc1N(C)C
10.0,COCc1nnc(SCN2C(=O)C3=NCN=C(N)N3c3ccccc32)n1C
10.0,CCCc1nn(OC)c2c1C(=O)C1=C(/C(=C/OC)C(=O)[O-])C(=O)N(C)C(=O)C1=N2
13.0,Cc1ncc(-c2nnc(Nc3nnc(C4=C5C(O)=CC(C#N)=CC5N(C)C(=O)O4)s3)s2)o1
14.0,CSCc1nnc(SCc2nnc(NC3=NN(C)NN3N)o2)n1C
16.0,Cc1nc(N(c2nnno2)c2nnc(-c3nnc(-c4nnc(C)n4C)n3C)o2)sc1C
10.0,CCOc1ccc2c(c1)N1C(=O)CN3C(c4cnn(C(=O)OC)c4C)=NN=C(O2)C31
11.0,COc1nc2[nH]c(-c3nnc(CSc4nnc(C)o4)n3C)nn2c1C
12.0,CCOC1=C(C(=O)OC)C(c2nnc(C)s2)C2N3C(=O)N(CC)C(SCC)=NC3=NN2N1C
13.0,CSc1nnc(SCCc2nnnn2-c2ccccc2)n1-c1noc(C)c1OC(C)=O
12.0,CCSc1nc2[nH]n3c(=O)cc(-c4nc(C5=NN=C(C)C5)n[nH]4)nc3c(=O)n2n1
11.0,COc1ccc(-c2nnc(-c3nnc(-c4nc(C)c(C)o4)o3)o2)cc1[N+](=O)[O-]
12.0,Cn1c(CSc2ncc3nc(-c4nnco4)n(C)c3n2)nnc1C1CCOCC1
13.0,CCOCCNc1nnc(-c2nnc(-n3nnc(NC)n3)o2)o1
11.0,CCNc1nc(N2CCOCC2)nc2nnc(COc3ccc(OC)cc3OCF)n12
15.0,CCNc1nonc1-c1nnc(N2CC(=O)N3C(=N2)N=C(OC)C(OC)=C3N=O)o1
13.0,COCCn1nnnc1CNc1nc2c(o1)N(C(=O)OC)C=C(C(=O)OC)O2
