rotatable,SMILES
5.0,Cc1[nH]c(C(=O)[O-])c(C)c1C(=O)OCC(=O)Nc1ccc(F)cc1Br
6.0,O=C(CCC(=O)Nc1ccc(F)cc1)N/N=C/c1ccccc1
6.0,Cc1ccc(C)c(NC(=O)CCC(=O)Nc2ccc(C=O)cc2Br)c1
7.0,O=[N+]([O-])c1ccc(S(=O)(=O)NCCCc2ccccc2Cl)cc1
6.0,COc1ccccc1NC(=O)CCC(=O)n1ccc(-c2ccccc2)n1
7.0,O=C(CC(=O)c1ccccc1Cl)c1ccc(OCc2ccccc2)cc1
6.0,COc1ccc2nc(CSCC(=O)NC(=O)Nc3ccccc3)oc2c1
6.0,Cc1ccc(OCc2nnc(COc3ccc(Br)c(Cl)c3)o2)cc1
5.0,O=C(CCOc1ccc(Cl)cc1Br)NNC(=O)c1ccccc1F
6.0,COc1cc(Cl)c(NC(=O)COC(=O)c2ccc(Cl)cc2)cc1OC
8.0,CC(C)CC(=O)N(CC(C)Sc1nnc(-c2ccccc2)o1)c1ccccc1
7.0,COc1ccc(/C=N/NC(=O)Cc2ccc(OC)c(OC)c2)cc1
6.0,COc1ccc(OCC(=O)Nc2ccccc2Br)c([N+](=O)[O-])c1
5.0,Cc1ccc(C)c(NC(=O)COC(=O)/C=C/c2c(F)cc(Cl)cc2F)c1C
6.0,CCCCCCOc1ccc(C)cc1C
7.0,N#Cc1ccc(NC(=O)COC(=O)CCOc2ccccc2Cl)cc1
8.0,COc1ccc(NC(=O)COc2c(OC)cc(OC)c(OC)c2Br)cc1
6.0,Cc1ccc(NC(=O)/C=C/c2c(Cl)cc(OC(F)F)cc2[N+](=O)[O-])cc1
8.0,COc1ccccc1C(=O)OCC(=O)c1cc(OC)c(OC)c(OC)c1
5.0,O=C(COc1ccc2c(c1)[nH]c(=O)c1ccccc12)Nc1ccc(C(=O)O)cc1
6.0,Cc1ccc(OCC(=O)COC(=O)c2ccc(Cl)c(Cl)c2C)cc1C
7.0,O=C(CCSc1nc(-c2ccccc2)no1)NCc1ccc(Cl)cc1Cl
7.0,COc1ccc(/C=C/C(=O)OCc2cccc(C(=O)O)c2)cc1OC
7.0,COc1ccc(NC(=O)COC(=O)c2ccc(OC(F)F)cc2)cc1
7.0,COc1ccccc1Nc1nnc(SCC(=O)Nc2c(C)cccc2Cl)o1
7.0,CCc1ccc(C(=O)OCC(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)cc1
6.0,CCNC(=O)COc1ccc(Oc2ccccc2)cc1
7.0,CCc1c(NC(=O)c2ccccc2OC)nc(/C=C/c2ccc(OC)cc2)n1C
5.0,O=C(Nc1ccccc1F)c1coc(COc2ccc(F)cc2)n1
6.0,COc1ccc2ccc(C(=O)OCC(=O)NCc3ccccc3)cc2c1
5.0,CCc1ccc(C)cc1NC(=O)CSc1nc2oc3ccccc3c2c(=O)[nH]1
6.0,CCOc1ccc(NC(=O)CCc2oc3c(c2Cl)CN(C)C(C)C3)cc1
6.0,COc1cc(C)ccc1Nc1nc(COc2ccc(Cl)cc2Cl)no1
6.0,O=C(NCCc1ccccc1Cl)c1ccc(Nc2ccccc2)cc1Cl
5.0,Cc1nc(NCCNC(=O)c2ccccc2F)nc2c1oc1ccccc12
6.0,O=C(NCCSc1ccccc1)c1ccc(O)c([N+](=O)[O-])c1
6.0,CC(=O)Nc1ccc(OCCCc2nc3ccccc3[nH]2)cc1
7.0,COc1cccc(Oc2ccc(C(=O)OCC(=O)Nc3ccccc3)cc2)c1
7.0,Cc1ccc(OCCNCCCO)c(Br)c1
5.0,O=C(CSc1nnc(-c2ccc(Br)cc2)o1)Nc1ccccc1
7.0,Cc1ccc(C)c(NC(=O)/C=N/NC(=O)CCC(=O)Nc2ccc(Cl)cc2Cl)c1C
7.0,O=C(CSCCc1ccccc1[N+](=O)[O-])Nc1ccccc1Cl
5.0,O=C(COC(=O)Cc1ccccc1Cl)Nc1ccc2ccc(=O)oc2c1
5.0,O=C(COC(=O)Cc1cc(Cl)cc(Cl)c1)Nc1nncs1
6.0,O=C(CCC(=O)OCc1cccc(Cl)c1)Nc1ccc(Cl)cc1Cl
7.0,CCN(C)S(=O)(=O)COc1cc(C)c(Oc2ccccc2)cc1Br
5.0,COc1cc(C(=O)OCC(=O)c2c[nH]c3ccccc23)c(O)cc1Cl
6.0,O=C(NCCCCn1c(=O)[nH]c2cc(Cl)ccc2c1=O)c1ccccc1Cl
5.0,O=C(NCc1ccc2ccccc2c1)c1ccc(-c2ccccc2)c(C(=O)O)c1
7.0,COc1ccc(NC(=O)CSC(C(N)=O)c2ccccc2O)cc1
6.0,O=C(Cc1nnc(COC(=O)c2ccccc2)[nH]c1=O)Nc1ccc(Cl)cc1
8.0,CCOc1cc(OCc2ccccc2)ccc1CNc1ccccc1
8.0,CCC(CNC(=O)Cc1ncc(Cc2ccccc2)o1)c1ccccc1
7.0,O=C(CCOc1cc(Cl)ccc1[N+](=O)[O-])N/N=C/c1cc(Cl)ccc1Cl
7.0,CCc1ccc(CC)c(NC(=O)CCC(=O)Nc2c(C)cc(C)cc2C)c1
7.0,O=C(COc1ccccc1)NC(=O)NCCOc1ccc(Cl)cc1Cl
6.0,COc1cccc(C(=O)OCC(=O)Nc2ccc([N+](=O)[O-])cc2)c1
5.0,O=C(COc1ccc2c(c1)OCO2)NCc1cc(F)ccc1F
7.0,COc1ccc(Br)cc1Nc1nnc(NC(=O)COc2ccccc2)s1
5.0,O=C(COc1ccc(Br)cc1Br)N/N=C/c1ccc2c(c1)OCO2
5.0,N#Cc1cccc(NC(=O)NC(=O)COc2cccc([N+](=O)[O-])c2)c1
5.0,COc1ccc(/C=C/C(=O)OC(C)C)cc1OC
5.0,COc1ccc(C(=O)COC(=O)c2cc3ccc(Br)cc3[nH]2)cc1
6.0,COc1ccc(C(=O)OCC(=O)Nc2ccccc2[N+](=O)[O-])cc1Br
6.0,CC(=O)c1ccc(NC(=O)COC(=O)Cc2cc3ccccc3o2)cc1
5.0,O=C(CNC(=O)c1ccc2c(c1)OCO2)NCc1nc(=O)c2ccccc2[nH]1
6.0,COc1ccc(NC(=O)CNc2ccccc2[N+](=O)[O-])cc1C
5.0,NC(=O)Nc1ccc(C(=O)OCc2n[nH]c(-c3cccc(F)c3)n2)cc1
5.0,COc1ccc(NC(=O)COC(=O)c2ccc(Cl)cc2Cl)cc1Cl
5.0,N#Cc1ccc(Nc2nnc(NC(=O)/C=C/c3ccccc3)o2)cc1
8.0,COc1cc(C)ccc1/C=C/C(=O)OCC(=O)COc1ccc(Cl)cc1Cl
8.0,CC[C@@H](NC(=O)COC(=O)/C=C/c1ccc(OC)cc1)C(=O)OC
7.0,CCc1cc(C)cc(NC(=O)CCC(=O)Cc2cccc(F)c2)c1
5.0,Cc1cccc(NC(=O)COC(=O)Cc2nc3ccccc3[nH]2)c1
5.0,COc1ccc(C(=O)NC(=O)CNC(=O)c2ccc(Cl)c(Cl)c2)cc1
6.0,Cc1ccc(-c2nc(C=O)n(NC(=O)COc3ccc(C)c(C)c3)n2)cc1
7.0,Cc1cc(C)c(OCC(=O)NCCC(=O)Nc2ccccc2F)c(C)c1
6.0,COC(=O)c1ccccc1C(=O)NNC(=O)CSc1nnc(-c2ccccc2)o1
5.0,COc1ccc2cc(C(=O)NCCc3ccccc3)c(=O)n(C)c2c1
7.0,COc1ccc(C(=O)OCC(=O)NCc2ccccc2Br)cc1[N+](=O)[O-]
5.0,CCn1c(COc2ccc(Br)cc2)nnc1-c1ccnc(Br)c1
6.0,Cc1ccc2nc(SCC(=O)NCCc3ccc(F)cc3)n(C)c(=O)c2c1
7.0,COc1cc(OC)c(OC)c(C(=O)O[C@@H](C)C(=O)Nc2cccc(Br)c2)c1
5.0,CC(C)c1ccccc1NC(=O)COC(=O)c1ccc(F)c(Cl)c1
6.0,CCOC(=O)c1ccc(C(=O)N[C@H]2CC(=O)N(Cc3cccc(Cl)c3)C2=O)cc1
8.0,COc1ccc(S(=O)(=O)NCCC(=O)Nc2ccccc2C)c(OC)c1
6.0,COc1ccc(Cl)cc1NC(=O)COc1ccc(Br)cc1C(C)=O
6.0,O=C(COc1ccc(NC(=O)c2ccccc2)cc1)Nc1ccccc1
7.0,Cc1ccc(NC(=O)CNC(=O)CCOc2ccc(C)c(Cl)c2)cc1
5.0,O=C(COc1ccccc1F)Nc1nc2cc(-c3nc4ccccc4o3)ccc2s1
7.0,Cc1cc(C)c(NC(=O)CCOC(=O)CNC(=O)c2ccccc2)c(C)c1
6.0,O=C(COC(=O)/C=C/c1ccc(F)cc1)NCc1ccccc1Br
7.0,O=C(CNC(=O)c1ccc([N+](=O)[O-])cc1)COC1=CC2OCOC2C=C1
7.0,O=C(CCC(=O)OCC(=O)c1ccc(F)cc1)Nc1ccccc1F
6.0,CCOc1ccc(NC(=S)NC(=O)CSc2nc3ccccc3[nH]2)cc1
8.0,O=C(CSc1nnc(COc2ccccc2)o1)Nc1ccc([N+](=O)[O-])cc1
5.0,CCc1ccc(NC(=O)COC(=O)c2ccc(Br)cc2F)cc1
7.0,CCc1ccccc1OCC(=O)NCC(=O)c1ccc2c(c1)OCO2
6.0,COc1ccc(-c2cc(-c3ccc(NS(C)(=O)=O)c(OC)c3)[nH]c2C)cc1
5.0,NS(=O)(=O)c1cc(Cl)c(NC(=O)CCc2ccccc2)cc1Cl
7.0,Fc1ccc(Cl)c(CSc2nnc(SCCc3ccco3)o2)c1
6.0,COc1ccc(COc2c(Cl)cc([N+](=O)[O-])cc2OC)cc1Br
5.0,COc1ccc(/C=C/C(=O)NNC(=O)Cc2ccccc2)c(Cl)c1
6.0,Cn1c(=O)c(OCC(=O)NCCc2ccccc2)cc2ccccc21
7.0,COc1ccc(C(=O)OCC(=O)COc2c(C)cc(Br)cc2C)cc1
7.0,O=C(CSc1nnc(COc2ccccc2Cl)o1)Nc1ccccc1F
8.0,O=C(CNC(=O)COc1ccccc1C(=O)[O-])NCc1cccc(Cl)c1
7.0,Cc1ccc(S(=O)(=O)NCCC(=O)Nc2cccc(C(=O)O)c2)cc1
5.0,CC(C)NC(C)CCn1nnc2ccccc2c1=O
7.0,CCn1c(SCCC(=O)NCc2cccc(Br)c2)nc2ccccc21
5.0,O=C(COC(=O)Cc1nc2ccccc2[nH]1)Nc1cccc(Br)c1
5.0,COc1ccc(NC(=O)COc2ccc(O)cc2Br)cc1Br
6.0,COc1cc(Cl)ccc1C(=O)CC(C(=O)O)N1Cc2ccccc2C1=O
7.0,CC(=O)c1ccc(OCC(=O)NCCc2ccc(F)cc2)cc1
8.0,O=C(CCC(=O)OCC(Cl)C(=O)c1ccccc1O)Nc1cccc(Cl)c1
6.0,O=C(COc1ccc(Br)cc1)NCCc1ccccc1
6.0,CC(=O)c1ccc(NC(=O)COc2ccc(-c3ccccc3)cc2)cc1
7.0,O=C(CNC(=O)c1cccc(Cl)c1)OCCNC(=O)c1ccccc1O
6.0,CCNC(=S)NCCCNC(=O)c1cccc(F)c1
6.0,CCOc1c(OC)cc(N2CCN(C(=O)c3ccccc3)CC2)cc1OC
6.0,CCN1CCN(CCNC(=O)c2ccc(Cl)cc2OC)CC1
7.0,Cc1ccccc1CCNC(=O)Cc1ccc(Oc2ccccc2)cc1
5.0,Cc1nc2ccccc2c(CNCC(=O)Nc2ccccc2)c1C
6.0,COc1ccc(/C=N/NC(=O)COC(=O)c2cc(C)ccc2F)cc1
7.0,NC(=O)CCc1ccc(NC(=O)COc2ccc(Br)cc2Cl)cc1
7.0,Cc1ccc(OCCCC[NH2+]c2ccc(Br)c(Cl)c2)c(Br)c1
6.0,COc1cc2c(cc1NC(=O)COc1ccc(N3CCCCC3)cc1)OCO2
6.0,O=C(NCOc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1
6.0,CCCCC(=O)Nc1ccc(C(=O)Nc2ccc(Br)cc2F)cc1Cl
5.0,COC(=O)c1ccc(NC(=O)Cn2c(=O)[nH]c3cccc(SC)c3c2=O)c(C)c1
5.0,Cc1noc(C)c1NC(=O)C[S-]Cc1ccccc1F
6.0,COc1ccc(Cl)c(Cl)c1NC(=O)CSc1nnc(-c2ccc(Cl)cc2)o1
6.0,COc1cccc(/C=N/NC(=O)Cc2ccc(NC(C)=O)cc2)c1
7.0,COc1ccc(C(=O)N[C@H](CC(=O)Nc2ccccc2)C(=O)O)cc1
6.0,CCN1N[N+](C)N1c1cccc(S(=O)(=O)NCc2ccccc2)c1
7.0,COc1cc(OC)c(OC)c(OCC(=O)Nc2ccc(C)cc2)c1O
5.0,O=C(CCC(=O)Nc1ccc2ccccc2c1Cl)Nc1ccc(Cl)cc1
6.0,CCOc1ccc(/C=N/NC(=O)c2ccc(OC)cc2)cc1I
7.0,COc1cc(NC(=O)COc2ccccc2C)cc(OC)c1OC
7.0,CNC(=O)CCNC(=O)NC(C)Cc1ccc(-c2ccco2)o1
7.0,Cc1ccc(OCC(=O)CNC(=O)c2ccc(N(C)C)cc2)c(Br)c1
7.0,CCc1cc(Cl)ccc1NC(=O)COC(=O)c1ccc(N(C)C)c(OC)c1
5.0,O=C(CCC(=O)Nc1cc(Cl)ccc1Cl)NC(=S)Nc1ccc(Br)cc1F
5.0,Cc1[nH]c(CC(=O)OCC(=O)Nc2cccc(Cl)c2)c(C)c1C#N
6.0,O=C(COc1ccc2nc(-c3ccco3)oc2c1)NCc1ccc(Br)cc1
7.0,COc1ccc(CNC(=S)N/N=C/c2cc(Br)c(OC)c(OC)c2)cc1
8.0,COc1ccc(NC(=O)NC/C=C/c2ccc(S(N)(=O)=O)cc2OC)c(OC)c1
6.0,COc1ccccc1OCC(=O)Nc1ccc([N+]=O)cc1
8.0,COc1ccc(Cl)cc1OCC(=O)NCCCc1nc2ccccc2[nH]1
6.0,COc1ccccc1C(=O)NNC(=O)CSCc1ccccc1
5.0,COc1cc2c(cc1Cl)C[NH+](C)C(COc1ccccc1OC)N2
7.0,CCc1ccc(C)c(C)c1NC(=O)COc1ccc(OC(F)F)cc1Br
7.0,CCOc1ccccc1/C=N/NC(=O)CSc1nc2ccccc2[nH]1
6.0,Clc1cc(Br)ccc1OCc1nnc(COc2cnco2)o1
6.0,COc1ccccc1C(=O)NC(=O)Cc1nnc(Cc2cccc3ccccc23)o1
6.0,O=C(CCC(=O)c1ccc2c(c1)OCO2)NCc1ccc(F)cc1
6.0,COc1ccc(OCCOC(=O)c2c(C)sc3c2CCO3)cc1
7.0,Cc1ccc(C)c(NC(=O)CCCCC(=O)Nc2ccc(F)cc2F)c1
8.0,O=C(O)CCCOc1ccc(Nc2nc(-c3ccc(Cl)cc3Cl)cs2)cc1
6.0,COc1ccc(NC(=O)CCC(=O)NC(=O)c2ccccc2)c(Br)c1
7.0,COc1ccccc1OCCNCc1nc2ccccc2c(=O)[nH]1
6.0,CCCCNC(=O)COc1ccc2ccccc2c1
6.0,COc1cc(OC)c2oc(SCC(=O)Nc3ccccc3Cl)nc2c1
6.0,COC(=O)c1cccc(Cl)c1NCc1ccc(Oc2ccccc2F)cc1
7.0,COc1ccccc1C(CNC(=O)Cc1ccccc1)C(=O)[O-]
7.0,O=C(CCOc1ccccc1)N/N=C/C=C/c1ccccc1
6.0,O=C(COc1ccc(OC(F)F)cc1Cl)Nc1ccc(Cl)cc1
5.0,Cc1ccc(-c2ccc(NC(=O)CNC(=O)c3ccccc3)cc2)cc1C
6.0,Cc1ccccc1C(=O)COc1ccc(C(=O)Nc2cccc(F)c2)cc1
6.0,O=C(COc1ccc2c(c1)OCCO2)NCC(=O)c1ccc(O)cc1
7.0,O=C(CSCc1nnc(-c2ccccc2)[nH]1)Nc1cccc([N+](=O)[O-])c1
5.0,CNC(=O)CNC(=O)NC(=O)COC(=O)c1cc2c(C)cccc2o1
