HBA,SMILES
6.0,Cc1ccc(OCC[S-]c2nnno2)cc1
7.0,CC(=O)Oc1ccc(NC(=O)[C@@H](C)n2nnc3ccccc3c2=O)cc1
5.0,Cc1ccc(NC(=O)COC(=O)Cc2cccc3c2OCO3)cc1
7.0,Cn1c(SSc2nc3ccccc3[nH]2)nnc1-c1ccc(-c2ccncc2)cc1
6.0,COC(=O)c1cc(OCC(=O)NCc2ccccc2)ccc1[N+](=O)[O-]
5.0,Nc1nc(SCc2ccccc2Cl)nn1CCCc1ccccc1
5.0,COc1ccc(NC(=O)CSC(=O)Nc2ccc(C)cc2O)cc1
5.0,O=C(O)CNC(=O)CSC1=NC2CC(Br)=C(Cl)C=C2S1
5.0,COc1ccc(C(=O)OC(C(=O)Nc2ccccc2)C(C)C)cc1NC(C)=O
7.0,Cc1ccc(NC(=O)CSc2nnc(-c3nc4ccccc4o3)o2)cc1
4.0,c1ccc(CN2CCN(c3ccc(-c4ccccn4)cn3)CC2)cc1
8.0,Cc1ccc(-n2[nH]nc(CSc3nnc(-c4ccc(O)cc4)o3)c2=O)cc1
5.0,Cc1ccc(/C=N/Nc2nc(C)nc(CCc3ccccc3Br)n2)cc1
6.0,CNCSc1nnnn1Cc1ccc(Cl)cc1
5.0,O=Nc1cccc(/C=C/C(=O)OCC(=O)Nc2ccccc2Cl)c1
5.0,Fc1ccc(N2CCN(COc3ccc(C4CCOCO4)cc3)CC2)c(F)c1
6.0,CCSc1nnc(-c2ccc(C(=O)N/N=C/c3ccccc3F)cc2)o1
5.0,CCOC(=O)c1nnc(-c2ccc(Cl)c(Cl)c2)o1
6.0,O=C(CC[NH2+]P(=O)(O)c1ccc([N+](=O)[O-])cc1)NC1=CC2OCOC2C=C1
6.0,O=c1c2ccc(Cl)cc2nc2oc(COc3ccccc3Cl)nn12
7.0,CCc1nnc(SCc2nc3c(=O)oc4ccccc4c3[nH]2)n1C
6.0,O=[N+]([O-])c1nc(-c2ccc(COc3ccc(Cl)cc3)cc2)ns1
6.0,Cc1cc(-c2cccs2)ccc1OCC(=O)NNC(=O)c1ccncc1O
8.0,O=C(COc1ccc([N+](=O)[O-])cc1)OCC(=O)C1=CC2OCOC2C=C1
5.0,NC(=O)OCC(=O)CSCC(=O)Nc1ccc(F)cc1Cl
5.0,O=C(CCCOc1ccc(-c2ccco2)cc1[N+](=O)[O-])Nc1ccc(Cl)cc1
7.0,O=C(COC(=O)/C=C/c1ccc([N+](=O)[O-])cc1)Nc1nc2c(s1)CCC2
7.0,O=C(CNC(=O)c1cccnc1)OCCc1cc(C(=O)[O-])co1
7.0,N#Cc1ccccc1[S-]CC(=O)Nc1nnon1
7.0,C#CCSc1nnc(/N=C/c2ccc([N+](=O)[O-])cc2)n1C
5.0,Cc1ccc(C(CC(=O)OCC(=O)Nc2ccccc2)c2nccs2)cc1
6.0,CCN1C(O)=C(C2=NOc3ccccc3O2)C(=O)C1c1ccc(Br)cc1
7.0,O=C(CSc1nnc(-c2ccc(F)cc2)o1)c1ccc([N+](=O)[O-])cc1
4.0,O=C(/C=C/c1ccc(Cl)cc1Cl)COc1ccc(NO)cc1
5.0,COc1c(Cl)cccc1NC(=O)CCCOc1ccc(OCC(N)=O)cc1
