TPSA_label_continuous,SMILES
150.44,C=C(C(=O)NC)[C@H]1CCCCN1S(=O)(=O)c1ccc(NC(=O)CCn2c(=O)[nH]c3ccccc3c2=O)cc1
158.63,O=C1C(Oc2ccc(-c3ccc(O)cc3)cc2)Cc2c([nH]c(=O)[nH]c2=O)N1c1cccc([N+](=O)[O-])c1
121.41000000000004,N#Cc1ccc(N2O[C@@H](N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)C3(Oc4ccccc4O3)C2=O)cc1
154.19000000000003,COc1ccc(-n2c(O)c(C3=C[C@@H]4CNCOC4=CO3)c(NCCC(=O)c3ccc([N+](=O)[O-])cc3)cc2=O)cc1
176.25,CS(=O)(=O)C(=O)NC(=O)COc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)N(C(=O)O)c1ccc(Cl)cc1
185.28,CCC(=O)Nc1ccc([NH+]2NC(C(N)=O)=C(C(=O)Oc3ccc(C#N)cc3)C(c3ccc(O)cc3)C2=O)c(OC)c1
121.77999999999996,COc1ccc2c(c1)c(=O)c1c3ccccc3[nH]c1n2CC(=O)C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1
146.38,CCOC(=O)[C@H]1CN(NC(=O)c2ccc(NC(C)=O)cc2)C(=O)CC1c1nc(-c2ccccc2)n[nH]1
140.44000000000003,COc1cccc(NN(c2ccc(S(O)(O)N(C)C)cc2)C(C)C(=O)Nc2ccc([N+](=O)[O-])cc2Cl)c1
124.68,O=C(Nc1cc(S(=O)(=O)c2cccc(NS(=O)(=O)Nc3ccccc3)c2)ccc1Cl)N1CCCCC1
187.1,COc1cc2c(cc1O)OCC(=O)C2C(C(=O)Nc1ccc([N+](=O)[O-])cc1)/C(OC(=N)c1ccccc1)=C(\C)N
181.81,O=C(OCc1ccc([N+](=O)[O-])cc1C(=O)Nc1ccc(Cl)cc1)c1ccc(C(=O)[O-])c([N+](=O)[O-])c1
168.44000000000003,COc1ccc(C(=O)C(=O)OC(=O)[C@H](C)OC(=O)COC(=O)C(=O)Nc2ccc(Cl)cc2C=O)cc1
162.92,CNS(O)(O)c1ccc(/C(O)=C2\C(=O)C(=O)N(Cc3ccc(O)cc3)\C2=N/Cc2ccc(Cl)c(O)c2)cc1
148.23,CC(C)NC(=O)c1ccc(NC(=O)C2=C(N)N(c3ccccc3)N(C(=O)c3ccc(O)cc3)C(F)=C2O)cc1
