rotatable,SMILES
12.0,CCCCCCCCCCCCCCC
15.0,CCCCCCCCCCCCCCCCC(C)O
14.0,CCCCCCCOc1cc(OC)c(CCCCC)cc1OCC
14.0,CCCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
14.0,CCCCCCCCCCCCCCCC(C)O
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCCCCCCOc1cc(OC)cc(OC)c1
14.0,CCCCCCCCCCCN(CCC)CCC
15.0,CCCCCCCCCOc1cc(OCCC)c(-c2ccccc2)cc1OCC
15.0,CCCCCCCCCOc1cc(OCC)ccc1OCCNC
15.0,C=CCOc1ccc(OCCCCCNCCO)c(OCCC)c1
13.0,CCCC[NH2+]CCCCCCOc1ccc(OC)c(OC)c1
13.0,CCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
15.0,CCCCCCCCCCC(CCO)C(O)CCCC
12.0,CCCCCCCCCCCCCCO
11.0,CCCCCCCCCCCCCC
13.0,CCCCCCCOc1ccc(OCCCCCC)cc1
15.0,CCCCCCCCCCC(CCCCC)C(=O)NC=O
14.0,CCCCCCCCCCCCCCCCC
15.0,CCCCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCOc1ccc(F)cc1
14.0,CCCCCCCCCCCCCCCCO
13.0,CCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
11.0,CCCCCCOc1ccc(OCCCCC)c(Cl)c1
14.0,CCCCCCCCCCCCCCCCC
13.0,CCCCOCCCCCCCOCCC
12.0,CCCCCCCCCCCCCCC
11.0,CCCCCCCCCCCCCC
13.0,CCCCCCCOc1ccc(OCCCCCC)cc1
12.0,CCCCCCOCCC(CCC)CCC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCc1ccc(OCc2ccc(OC)cc2)c(OCCCO)c1
15.0,CCCCCCCC(CCCC)CCCCCNC
11.0,CCCCC[NH2+]CCCOc1ccc(OCC)cc1
13.0,CCCCCCCCC[NH2+]CCCCCC
13.0,CCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
13.0,OCCCCCCCCCCCCOc1ccccc1
13.0,CCCCCCCCCCCCCCCC
14.0,CCCCCCCCCCCCCCCCC
12.0,CCCCCCCCCOc1ccc(OCCC)cc1
13.0,CCCCCCCCCCOc1c(C)cc(Br)c(OC)c1OCC
14.0,CCCCCCCCCCC([NH3+])CCCCCC
11.0,CCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCc1ccccc1
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
14.0,CCCCCCCCCCCCc1cc(OC)cc(OCC)c1
13.0,CCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
14.0,CCCCCCCCCNCc1cc(OC)c(OC)c(OCC)c1
12.0,CCCCCCCOc1cc(OC)cc(OCCCC)c1
12.0,CCCCCCCCOc1ccc(CCCCC)cc1
15.0,C=CCCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
13.0,CCCCCCCCOCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCCNCCc1cc(OC)c(OCC)c(OC)c1
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCOc1ccccc1
14.0,CCCCCCCCCCCCCCCCC
14.0,CCCCCCCCCCCCCCOCC
11.0,CCCCCCCCCCCCCC
14.0,CCCCCCCCCCCCCCCCO
13.0,CCCCCCCCCCCCCCCC
14.0,CCCCCCCCCCCCCCCCC
10.0,CCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
10.0,CCCCCCCCCCOc1ccccc1
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCOc1cc(OC)c(OCCC)cc1OC
13.0,CCCCCCCCCCCOc1cc(OC)cc(OC)c1
14.0,CCCCCCCCCC(O)CCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCOc1ccc(OCCCCC)cc1
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCOCCCCCCC
11.0,CCCCCCCCCCCCCC
13.0,CCCCCCCCc1cc(Cl)c(OCCCCC)cc1OC
12.0,CCCCCCCCCC[NH2+]CCCC
12.0,CCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
15.0,CCCCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCN
13.0,CCCCCCCc1cc(OC)c(OCCCCC)c(OC)c1
15.0,C=CCCCCCCCCCCCCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
10.0,CCCCCCCc1cc(OCC)cc(OCC)c1
13.0,CCCCCCCCCCOc1ccc(OCCC)cc1
11.0,CCCCCCCCCCCCCC
12.0,CCCOc1ccc(OCCCCCCCC[NH2+])cc1
14.0,C=CCCCCCCCCCCCCCCO
13.0,CCCCCCCCCCCCCCCO
14.0,CCCCCCCCCCCCCCCCC
15.0,CCCCCCCCCC(CCC)CCCCCC
13.0,CCCCCCCCCCCCCCCC
12.0,CCCCCCCCCCCCCCC
13.0,CCCCCCCC[NH2+]CCCCCCC
14.0,CCCCCCCCCCCCc1cc(OC)c(OC)cc1OC
