HBA,SMILES
4.0,O=C(C[S-]c1ccccc1Br)Nc1ccc([N+](=O)[O-])cc1
3.0,O=C(/C=C/c1ccc(O)cc1)Nc1ccc(OC(F)F)cc1
5.0,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)Nc1nccs1
5.0,O=C(CO/N=C/c1ccccc1Br)Nc1ccc2c(c1)OCO2
3.0,Cc1ccc(C[NH2+]Cc2ccc(OC(F)(F)F)o2)o1
4.0,Cc1ccc(NC(=O)CSC2=C(C(=O)O)c3ccccc3[S-]2)cc1
5.0,O=C(COC(=O)c1ccc([N+](=O)[O-])cc1)NCc1ccccc1
4.0,COc1ccc(NC(=O)COC(=O)C(c2ccccc2)C(C)C)cc1Cl
4.0,O=C(/C=C/c1ccc(Br)cc1)OCC(=O)c1ccccc1O
4.0,CCCC(=O)Oc1ccc(C(=O)Nc2ccc(OC)cc2)cc1
3.0,Cc1ccc(C(=O)N/N=C/c2ccccc2Br)o1
2.0,O=C(Nc1ccc(Br)cc1)C1CC(=O)N(c2ccccc2)C1
4.0,Clc1ccc(CNc2nn[nH]n2)cc1
2.0,CN(/N=C/c1c(Cl)cccc1Cl)C(=S)Nc1ccccc1Cl
5.0,O=C(OCC1NOc2ccccc2O1)c1ccccc1Br
2.0,CC(=O)c1ccc(CNC(=O)/C=C/c2ccc(Cl)cc2)cc1
5.0,Cc1cc(C)cc(NC(=O)N2N=CC(c3nc4ccccc4s3)=CO2)c1
3.0,O=[N+]([O-])c1cccc(-c2cc(-c3ccc(Cl)c(Cl)c3)[nH]n2)c1
4.0,CCCCCNC(=O)COC(=O)COc1ccc(Cl)cc1
4.0,O=C(CSCc1nc(-c2ccccc2Cl)co1)Nc1ccccc1Br
4.0,Cc1ccc(C(=O)NNC(=O)COC(=O)c2c(C)[nH]c3cc(C)ccc23)cc1
4.0,O=C(N/N=C/c1ccccc1O)c1ccc(O)cc1
2.0,O=C(NC1Cc2ccccc2NC1=O)c1ccc(Cl)c(Cl)c1
4.0,COc1ccc(/C=N/NC(=O)COc2ccccc2Br)cc1
2.0,O=C(/C=C/c1ccc(OC(F)(F)F)cc1Cl)Nc1ccccc1Cl
3.0,O=C(Nc1ccccc1I)c1ccc([N+](=O)[O-])c(Br)c1
4.0,O=C(CSc1nc2cc(Br)ccc2s1)Nc1ccccc1Cl
2.0,O=C(COc1ccc(Cl)cc1)Nc1cc(Cl)ccc1Cl
4.0,O=c1c2ccccc2oc2nc(/C=C/c3ccccc3Cl)sc12
3.0,O=C(COC(=O)CC1=CC=C2C=CCC=C2C1)Nc1cccc(Cl)c1
4.0,COc1c(C#N)cccc1SCC(=O)NCc1ccccc1
4.0,Cc1ccc(C/C=N/N=C/c2ccc(NC(=O)NCCC(C)C)cc2)o1
4.0,COc1ccc(/C=N/c2cc3cc4ccccc4cc3oc2=O)cc1
4.0,COc1ccc(/C=C/C(=O)Nc2ccc(C(=O)[O-])cc2Cl)cc1
5.0,CCc1ccc(CC(=O)OCC(=O)Nc2ncc(Cl)s2)cc1
4.0,O=C(COc1ccc(Br)cc1)Nc1ccc([N+](=O)[O-])cc1
3.0,O=C(CC(=O)c1ccccc1O)Nc1ccccc1I
2.0,O=[N+]([O-])c1ccc(/C=C/c2cc3ccccc3[nH]2)cc1
4.0,COc1ccc(NC(=O)COC(=O)C/C=C/c2ccccc2F)cc1
2.0,CCCc1c(C)[nH]c(=O)c2c1CC(=O)CC2c1ccc(Cl)cc1
4.0,CC/C(=N\Nc1c[nH]c(-c2ccc(OC)cc2)n1)c1ccc(F)cc1
4.0,O=C(COc1ccc([N+](=O)[O-])cc1)Nc1ccccc1
3.0,Cc1cc(C)c2c(/C=C/C(=O)c3ccc(C(=O)[O-])cc3)cccc2c1
4.0,COc1ccc(-c2csc(/N=C/c3ccc(Br)cc3)n2)cc1
4.0,COc1ccc(/C=N/NC(=O)Cc2c[nH]c3ccccc23)cc1OC
4.0,O=C(N/N=C/c1cccnc1)c1ccccc1O
3.0,CC(=O)c1ccc(OCC(=O)Nc2ccc(C)cc2Cl)c(Br)c1
3.0,COc1ccc(/C=N/S(=O)(=O)c2cccc(F)c2F)cc1Cl
4.0,O=C(CCC(=O)OCC(=O)c1cccc(Cl)c1)Nc1ccccc1Cl
4.0,CCC1(c2ccccc2)NC(=O)N(CC(=O)COc2c(C)cc(C)cc2C)C1=O
4.0,CC(C)CC(O)COc1ccc([N+](=O)[O-])cc1
2.0,CCOc1ccc(NC(=O)/C=C/c2cccc(Cl)c2)cc1
4.0,Cc1cccc(Nc2cc(C[S-]c3cccc(Br)c3)[nH]c(=S)n2)c1
2.0,C[C@@H](CNc1cccc(Cl)c1)C(=O)Nc1ccc(Br)cc1
5.0,COc1ccc(C(=O)Oc2cc3ccccc3oc2=O)cc1
4.0,COCCNCc1n[nH]c(-c2ccc3ccccc3c2)n1
5.0,COc1ccc(C(=O)N/N=C/c2ccccc2[N+](=O)[O-])cc1Br
3.0,O=[N+]([O-])c1c(Cl)cccc1/C=N/Cc1ccccc1Br
5.0,CCOc1ccc(-c2coc(SCC(=O)Nc3ccccc3Cl)n2)cc1
4.0,COC(=O)c1ccc(CC(c2ccccc2)[N+](=O)[O-])cc1
3.0,C/C(=N/NC(=S)N/N=C/c1ccccc1Cl)c1ccccc1
4.0,O=C(COc1ccc(Br)cc1)Nc1cc2c(cc1Cl)OCO2
2.0,CCN1C(=O)C(NC(=O)CCCc2ccccc2Cl)CCC1C
3.0,COc1ccc(CC(O)CNc2ccccc2)cc1
2.0,Cc1ccc(NC(=O)COc2ccccc2Br)c(C)c1
3.0,O=C(Nc1coc(/C=C/c2ccccc2)n1)c1ccccc1
