HBD,SMILES
1.0,O=C(COc1ccc(Cl)cc1Br)N/N=C/c1ccc(F)cc1
1.0,C[C@H](CS(=O)(=O)c1ccccc1)C(=O)OCC(=O)N[C@@H](C)c1ccccc1
0.0,Brc1ccc(-c2nnc(SCc3ccc4c(c3)CCC4)o2)cc1
0.0,O=C(CCN1CCN(C(=O)c2ccc(Cl)cc2)CC1)c1ccccc1
1.0,COc1ccccc1C(=O)NC(=O)c1ccc([N+](=O)[O-])cc1
1.0,O=C(COC(=O)c1ccc(Cl)c(Cl)c1Cl)c1cc2ccccc2[nH]1
1.0,NC(/N=C/c1ccc(I)cc1)=N\c1ccccc1
1.0,CC(=O)c1ccc(NC(=O)CCCSc2ccccc2)cc1
1.0,COc1cc(/C=N/NC(=O)c2ccccn2)ccc1Oc1ccccc1
1.0,O=C(C[S-]c1ccccc1)Nc1cccc(I)c1
1.0,Cc1ccc(NC(=O)COC(=O)c2nnc3c(=O)c4c(on23)CCC4)c(C)c1
1.0,CCCC(OC(C)C)C(=O)Nc1nc2c(=O)c3cc(Br)ccc3oc2s1
1.0,O=C(/C=C/c1ccccc1Br)NCc1nc2cc(Br)ccc2o1
0.0,O=C(COC(=O)COc1ccccc1Cl)COc1ccc(Br)cc1
1.0,CC(=O)c1ccc(NC(=O)COc2cc(F)c(Br)cc2Cl)cc1
1.0,O=C(COC(=O)c1ccc(OC(F)F)c(F)c1)Nc1cccc(F)c1F
1.0,CCc1ccccc1NC(=O)CCN1C(=O)c2ccccc2C1=O
1.0,CCn1c(SCC(=O)Nc2ccccc2)nc2cc(Br)ccc21
1.0,Cc1ccc(NC(=O)C[S-]c2nnc(-c3ccc(Cl)cc3)o2)c(Cl)c1
1.0,O=C(N/N=C/c1ccc(Cl)cc1)c1ccc(Br)cc1[N+](=O)[O-]
0.0,Cc1c(/N=C/c2ccccc2Cl)c(=O)oc2cc(OC(=O)[O-])ccc12
1.0,Clc1ccccc1-c1n[nH]c(SCCc2ccccc2Br)n1
1.0,CC(c1ccccc1O)N(C)C(=O)CSCc1nc(-c2ccccc2)no1
0.0,O=C1CC(c2ccc(Br)cc2)CN1c1ccc(Br)cc1
1.0,O=C(/C=C/c1ccccc1Cl)N/N=C/c1ccc2c(c1)OCO2
0.0,O=C(CSc1nc2ccccc2s1)OCC(=O)c1ccc2c(c1)OCO2
1.0,CC(Oc1ccccc1Br)C(=O)Nc1ccc([N+](=O)[O-])cc1
1.0,Cc1ccc(OCC(O)c2ccc(Br)cc2)cc1
1.0,COc1ccc(/C=N/Nc2nc(-c3ccc(Br)cc3C)cs2)cc1OC
1.0,O=C(CN1CC2=Cc3cc4ccccc4n3CN2C1=O)Nc1ccccc1F
0.0,COc1ccc(CSc2nc(C)cc(-c3ccccc3)n2)cc1
0.0,Cc1ccc(OCC(=O)/C=C/c2ccc3c(c2)OC(F)(F)O3)c(C)c1
1.0,O=C(Nc1ccccc1Cl)C1CC(c2ccc(Cl)cc2)Oc2ccccc21
1.0,N#Cc1nc(COc2ccccc2Cl)oc1C(=O)Nc1ccc(Cl)cc1
0.0,O=C(CSc1nnc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccccc1
1.0,N#Cc1cc(NC(=O)C[S-]c2ccccc2)ccc1Cl
1.0,O=c1[nH]c(CSc2nnc(-c3ccc(Cl)cc3)o2)nc2ccccc12
1.0,Oc1c(Cl)c(Cl)cc2c1Oc1ccc(Cl)cc1C2
1.0,CCNCCc1ccc(OCc2ccccc2)cc1
1.0,O=C([O-])c1ccccc1NCc1ccccc1Cl
0.0,O=C(/C=C\CCCc1ccccc1)C1CN2CCCC12
1.0,CCc1oc(SCCNC(=O)c2ccccc2)nc1-c1ccccc1
1.0,COc1ccccc1COC(=O)C1=NC2=C(CCCC2)C1(C)O
0.0,COc1ccc(/C=C2\C(=O)COc3c2ccc(OC)c3OC)cc1
0.0,Cc1cc([N+](=O)[O-])ccc1C(=O)CS(=O)(=O)CCc1ccc(F)cc1
1.0,O=C1OC(c2ccc(Br)cc2)=N/C1=C(\O)c1ccc(Br)cc1
1.0,Cc1ccccc1Sc1nc2ccccc2c(=O)[nH]1
1.0,COCc1c(C(=O)Nc2nnc(-c3ccc(Br)cc3)s2)oc2ccccc12
0.0,Cc1cccc(C)c1OCC(=O)CN1CCN(c2ccccn2)CC1
1.0,CCc1cccc(C)c1NC(=O)COc1ccc(C(=O)OC)cc1
0.0,COc1ccc(C(=O)COC(=O)c2ccc(Cl)c(Cl)c2)cc1
1.0,COc1ccc(CCNC(=O)Cc2nc3ccc(Br)cc3s2)cc1
1.0,COc1ccc(C(=O)OCC(=O)Nc2cc(C)c(C)s2)cc1
0.0,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1
1.0,COc1ccc(C(=O)Nc2cc(=O)c3ccccc3o2)cc1
1.0,O=C(/C=C/c1ccc2c(c1)OCO2)N/N=C/C1C=CC2=CC=CCC2=C1
1.0,O=C1Nc2ccccc2C(=O)C1/N=C/c1cccs1
1.0,Cc1cccc(C)c1NC(=O)CSc1nnc(-c2ccc(C(C)C)cc2)o1
0.0,O=S(=O)(c1ccccc1Cl)N1CCN(c2ccccc2)CC1
1.0,O=C(c1cccc([N+](=O)[O-])c1)N1CCc2[nH]c(-c3ccccc3)cc2C1
1.0,O=C(COC(=O)c1ccc2c(c1)OC=CO2)Nc1c(F)cccc1Cl
0.0,Cc1ccccc1-c1nnc(COC(=O)/C=C/c2ccccc2Br)n1C
0.0,COc1ccc(-c2cnc3nc(-c4ccc(Cl)c(Cl)c4)sc3c2)c(OC)c1
1.0,COc1ccc(/C=C/C(=O)OCC(=O)Nc2cccc(OC)c2OC)cc1
1.0,O=C(/C=C/c1ccccc1Br)NCC1=CC2OCOC2C=C1
1.0,CCOC(=O)c1ccc(NC(=O)/C=C/c2ccccc2)cc1
1.0,Cc1c(O)oc(=O)c2cc(/N=C/c3ccccc3)ccc12
1.0,Cc1cc(C)c(NC(=O)CSc2nnc(-c3ccccc3)o2)c(C(C)C)c1
0.0,Brc1ccccc1/C=N/N=C/c1ccccc1
