HBD,SMILES
4.0,O=Cc1ccc(NC(=O)NNC(=O)NCCc2ccc(F)cc2)cc1
3.0,O=C(CCc1ccccc1)NC(=S)NNC(=O)c1ccc(Br)cc1
3.0,CCOc1ccc(NC(=O)CC(=O)Nc2coc3cc(CN)ccc23)cc1
3.0,Oc1ccc(NC(=S)Nc2nncs2)cc1
3.0,CC(OC(=O)c1cc2ccc(Cl)cc2[nH]1)C(=O)Nc1ccccc1O
3.0,Cn1[nH]/c(=N\N/N=C/c2ccccc2)[nH]c1=O
4.0,O=C(/C=C/c1ccccc1)N[NH2+]C[C@@H](O)CCCC(=O)Nc1ccccc1
3.0,CC(C)c1ccc(OCC(=O)NNC(=S)NC2CCCC2)cc1
3.0,CCC1CCC(CNC(=S)NC(=O)O)C(CC)C1
3.0,C/N=C(\OC)c1ccc(NC(=S)NCC(=O)NC(C)C)cc1
4.0,CCCC(O)CCCNc1ncc(C(=O)O)[nH]1
4.0,Cc1ccccc1Nc1ccc(C(=O)NC(=S)Nc2cccc(O)c2)cc1
4.0,Oc1ccc(NC(=S)NCc2ccccc2O)cc1Cl
3.0,Cc1ccc(NC(=O)c2ccc(C(=O)NC(=S)NCc3ccccc3)cc2)c(C)c1
3.0,COc1cc2c(cc1NC(=S)NC(=S)Nc1ccc3c(c1)OCCO3)OCCO2
3.0,CC(C(=O)NC(=S)Nc1ccc(C(N)=O)cc1)S(=O)(=O)c1cccc(Cl)c1
3.0,Cc1cc(NC(=S)NC(=S)NC2CCCC[C@@H]2C)ccc1Cl
3.0,CC(C)CNC(=S)NNC(=O)COc1cc(Cl)ccc1Cl
2.0,CC(=O)c1ccc(NC(=O)CCc2nc3ccccc3[nH]c2=O)cc1
3.0,Cc1cc(NC(=O)CC(=O)NC(=S)Nc2cccc(Cl)c2)ccc1Cl
4.0,NC(=O)NC(CCCCO)C(=O)Nc1ccccc1
3.0,O=C(CNC(=S)NC(=O)c1ccccc1)N/N=C/c1ccccc1
3.0,O=C(Nc1ccc(Br)cc1)C(=O)Nc1ccc(C(=O)O)cc1Cl
3.0,COc1cccc(NC(=S)NCc2ccc(O)c(Br)c2)c1
3.0,NC(=O)c1cccc(OCCNC(=S)Nc2nncs2)c1
3.0,COc1ccc(NC(=S)NNC(=O)CCc2ccccc2)cc1
3.0,O=C(O)CC1=C[S-]C(CCC(=O)NC(=O)Nc2ccc(Cl)c(Cl)c2Cl)=N1
4.0,Cc1ccc(NC(=O)/C=N/[NH2+]C(=O)C(=O)NC(=S)Nc2ccccc2)c(C)c1
3.0,COc1ccccc1NC(=S)NC(=S)Nc1ccccc1
4.0,CCCNC(=[SH+])NNc1ccc(C(=O)O)cc1
2.0,Cc1ccc(OCCNC(=S)NCCc2ccccc2)cc1
2.0,C/N=c1\oc2c(OC)c(OC)ccc2cc1C(=O)NNC(=O)c1ccc(OC)cc1
3.0,Nc1ccc(C(=O)NNC(=O)COc2ccccc2Cl)cc1
4.0,COc1ccccc1[NH+]1CC(=O)[NH+](c2cccc(N)c2)NC1C
4.0,Cc1ccc(C(=O)NC(=S)NC(=S)Nc2ccccc2O)cc1
4.0,NC(=S)NCC(=O)Nc1ccc(C(=O)N/N=C/c2cccc(Cl)c2Cl)cc1
3.0,S=C(NNc1ccc(Cl)cc1)Nc1ccccc1
2.0,CCc1nc(/C=N/[NH2+]C(=O)COc2ccc(C)cc2)c[nH]1
3.0,CC(C)Oc1ccc(CC(=O)NNC(=S)Nc2cc(Cl)ccc2F)cc1
3.0,O=C(CCc1ccco1)NNC(=O)C(=O)Nc1cccc(Cl)c1Cl
4.0,Cc1ccc(NC(=S)NC(=O)CNc2cc(C)ccc2O)cc1
3.0,Oc1ccc(CNC(=S)Nc2ccc(Cl)cc2)c(Br)c1
4.0,CCc1cc(C)cc(NC(=O)CNC(=S)Nc2ccccc2O)c1
4.0,Nc1c(NC(=O)CNc2ccc(OCc3ccccc3)cc2)ccc(F)c1O
3.0,O=C(C[NH2+]c1cc(Cl)ccc1Cl)Nc1ccc(Cl)cc1O
2.0,OCc1ccc(NCc2ccc(Br)cc2)cc1
3.0,O=C(COc1ccccc1)NNC(=O)C(=O)Nc1ccccc1
3.0,Cc1ccc(NC(=O)NNC(=O)COc2ccc(Br)cc2)cc1
4.0,C[NH+](Cc1ccccc1)NC(=S)NNC(=O)c1cccc(C(F)(F)F)c1
4.0,O=C(CNC(=O)Nc1ccccc1)NC(=S)Nc1ccc(Cl)cc1Cl
3.0,O=C(CCC(=O)Nc1ccccc1)NNC(=O)CSc1ccc(F)cc1F
2.0,O=C(COc1cc(Cl)cc(Cl)c1Cl)NC1=NC2=C(CC=CN2)[S-]1
4.0,CCc1cccc(NC(=[S-])NC(=S)NNC(=O)c2ccc(OC)c(OC)c2)c1
4.0,C[C@@H](CC(=O)NNC(=O)Nc1ccccc1Cl)NC(=O)c1ccccc1
3.0,COc1ccc(CCCNC(=O)NNC(=O)c2ccc(Cl)cc2)cc1
3.0,Cc1ccc(C(=O)NNC(C)c2ccc(N)cc2)cc1C
4.0,CCCCCCCCNC(=S)NNC(=O)Nc1ccccc1Cl
4.0,O=C(COc1ccc(O)cc1)NNc1ccc(Cl)c(O)c1
2.0,Clc1ccccc1CNc1ncc2[nH]nnc2n1
4.0,O=C(O)c1ccc(NC(=S)NCCc2cccc(O)c2)cc1
4.0,CC(O)c1ccc(C(=O)NC(=S)NCC(O)Cc2ccccc2)cc1
3.0,COc1cc(Br)cc(C2NOC(NC(=S)NC(C)C)CN2C)c1
4.0,Cc1ccc(S(=O)(=O)NNNC(=S)Nc2ccccc2C)cc1
3.0,Cc1cc(C)c(NC(=O)COC(=S)NC(=S)Nc2ccccc2Cl)c(C)c1
4.0,O=C(/C=C/c1ccccc1)NCC(=O)NC(=S)NCC(=O)Nc1ccccc1
2.0,COc1ccc(C(=O)NC(=[SH+])Nc2ccc([N+](=O)[O-])cc2)cc1
4.0,CCCc1ccc(NC(=S)NNC(O)=S)cc1
2.0,NC1C=c2nc(-c3ccc(O)cc3)oc2=CC1=O
2.0,O=C(COc1ccccc1Br)Nc1ccc(/C=N/[NH2+]C(=O)c2ccccc2)cc1
2.0,CCOc1cc(NC(=S)NC(=O)C(C)Oc2ccccc2OC)ccc1Cl
2.0,O=C(O)NC(=O)C(=O)OCCc1ccccc1
4.0,CNC(=O)CCCC(=O)O[C@@H](C)NC(=O)NC(=O)Nc1ccc(C)c(C)c1
3.0,Cc1cccc(NC(=O)CCCC(=O)NC(=O)C(=O)Nc2ccccc2Cl)c1
3.0,Cc1ccc(-c2ccc(NC(=O)NCC(=O)Nc3ccc(C#N)cc3Cl)c(C)c2)cc1
3.0,COc1ccc(/C=N/NNC(=S)Nc2sc(C)nc2C#N)cc1
3.0,COc1ccc(CNC(=O)CNc2ccc(Br)cc2C(=O)O)cc1
4.0,Nc1ccc(NC(=S)NCCCO)cc1
4.0,O=C(Cc1cccc(Br)c1)Nc1ccc(C(=O)NNC(=O)Nc2ccccc2)cc1
3.0,CCCC(=O)NC(=O)CCC(=O)Nc1ccc(C(N)=O)cc1
3.0,O=C(O)CN/C(=N\O)C1CC(c2ccc(Cl)cc2)OC1=O
4.0,Cc1c(Br)c(NCO)nn1CCCCNCCO
3.0,O=C(CCc1ccco1)NNC(=S)NC(=O)c1ccccc1
4.0,Nc1ccccc1NC(=S)NC(=S)Nc1ccc2c(c1)OCO2
4.0,[NH3+]C(=O)Cc1cccc(NC(=S)NCNC(=O)c2cccc(Cl)c2)c1
2.0,CCCCCNNC(=O)c1ccc(OCC)cc1
3.0,CCc1cc(C(=O)NNC(=O)CNc2ccccc2Br)ccc1C
3.0,CC1=NN=C(NC(=O)CNNC(=O)COc2ccc(C)cc2)[S-]1
3.0,CCc1cccc(NC(=O)NNC(=O)CCOc2ccccc2Cl)c1
3.0,CCCNC(=S)NNc1ccccc1
3.0,COc1ccc(CC(=S)NC(=S)NC(C)c2ccccc2)cc1O
3.0,COc1ccccc1NC(=O)CCC(=O)NNC(=O)COc1ccccc1
4.0,COc1cccc(NNC(=O)c2ccc([NH2+]C(=O)O)cc2)c1
3.0,NC(=O)[NH2+]c1ccc(OCC(=O)[NH2+]/N=C/c2ccccc2Cl)cc1
4.0,COc1cccc(O)c1NC(=O)CNNC(=O)c1ccc(Cl)cc1Cl
4.0,O=C(NCc1nc2ccccc2[nH]1)Nc1ccccc1O
3.0,CCOc1ccc(C(=O)NNC(=O)CCCO)cc1
3.0,COc1ccc(Cl)cc1NC(=O)CN1C(=O)NC(CC(=O)O)C1=O
3.0,COC(=O)OC(=O)c1ccc(C(=O)NNC(=S)NCc2cc(C)ccc2C)cc1
4.0,COc1ccc(C(=O)NNC(=O)c2ccc(O)cc2O)cc1
4.0,NC(=S)Nc1ccc(NC(=S)NC(=O)c2ccccc2Br)cc1
4.0,O=C(CCC(=O)Nc1cccc(Cl)c1)NC(=O)C(O)Nc1ccccc1
3.0,Nc1ccc(CCC(=O)Nc2ccccc2O)cc1
3.0,COc1ccccc1NC(=O)NC(=[SH+])NC(=O)COc1ccc(Cl)cc1
2.0,O=C(NC1CCCC1)C(O)Cc1ccc(Cl)cc1
2.0,Nc1ccc(NC(=O)COC(=O)c2cc3ccc(CBr)cc3oc2=O)cc1
2.0,O=C(COc1ccc(F)cc1)NNC(=O)c1ccc(Cl)cc1
3.0,Cc1nc(NC(=S)NC(=O)c2ccccc2)sc1N
4.0,COc1ccc(CNC(=S)Nc2c(N)[nH]c3ccccc3c2=O)cc1
4.0,C/C(=C/CNC(=O)c1ccccc1)C(C)[NH2+]NC(=S)Nc1ccccc1
2.0,CC(C)CCc1ccc(NC(=S)NCCC(F)(F)F)cc1
4.0,COc1ccc(NC(=O)CNc2ccc(C(N)=O)c(O)c2)cc1
