TPSA_label_continuous,SMILES
111.16,CCOc1cc(/C=C(/C(=O)NCc2cccc(Br)c2)C(=O)c2ccc(O)cc2)ccc1OCCC(=O)OC
182.7,CC/C=C(\CNC(=O)Nc1cccc(C)c1)NC(=O)C(=O)NC(=O)c1ccc(S(O)(O)[NH2+]C2CCCCO2)cc1
208.99,Cc1cc(C)c(O)c(N(C(=O)CNC(=O)COC(=O)CCc2ccc(NC(=O)C#N)cc2)C(=O)C(N)=O)c1
155.04999999999998,Cc1cc(C)c(Cl)c(NC(=O)O[C@H](C)C(=O)ONC(=O)c2ccc([NH2+]C([NH3+])=O)cc2)c1
141.08,CC1O[C@H](CCn2c(C(=O)CNC(=O)c3cccc(Cl)c3Cl)cc3nc4cc([N+](=O)[O-])ccc4c(=O)n32)CCN1C
131.98,CN(C)[C@H](O)c1ccc(C(=O)N2CCN(S(=O)(=O)N3C=C(C#N)C=C(C#N)C3)CC2)cc1
228.26,NC(=O)[C@H](O)CNC(=O)COC(=O)CCC(=O)Nc1ccc([N+](=O)[O-])cc1C(=O)O
144.32,CC(=O)C(=O)C1=C(Oc2ccccc2)C(=O)C(C)C(N(C)C(=O)CCC(=O)CCC(=O)C(=O)C(C)(C)C)=N1
156.33999999999995,CN[C@H](O)c1ccc2cc(C(=O)OCC(=O)Nc3ccccc3C(=O)NCCC#N)[nH]c2c1
177.51000000000002,CCOC(=O)c1cccc(NC(=N)SCC(=O)Nc2ccc([N+](=O)[O-])cc2C(N)=O)c1
142.7,CCc1ccc(NC(=O)COC(=O)NNC(=O)NC(=O)c2ccccc2)c(C=O)c1
150.02,CCOc1cc([N-]S(=O)(=O)c2ccc(NN3C(=O)C(=O)c4ccccc43)cc2)ccc1[N+](=O)[O-]
175.30999999999997,CCN1C(=O)C(C(c2cc(Br)cc(C(=O)OC)c2)c2coc3ccc(NC(N)=O)cc3c2=O)C(=O)C(C(=O)OC)=C1C
194.13,Cc1cccc(NNS(=O)(=O)c2cccc(OC(=O)C3=C(C(=O)NC(=O)NC4CCC(C)CC4)C=C(C#N)C(C)C3[NH3+])c2)c1
