TPSA_label_continuous,SMILES
186.04,CC1C(=O)C2=C3C(Oc4ccc(C(=O)O)cc4C3C(OC(=O)c3cc(Cl)cc(C(=O)N4CCC(N)CC4)c3)=CC2)/C1=C(/N)C#N
164.98999999999998,COc1ccc(-n2c(N)c(/C(S)=C(/NC(=O)Nc3ccccc3)C(=O)Oc3ccc(C)cc3)cc(O)c2=O)cc1[N+](C)=O
215.95,C/C=C1\C(CCC(N)=O)=CN=C(O)C2C1=C(C#N)C(NCc1ccc(NC(=O)O)cc1)=C1C(=O)Nc3c(ccc(N)c3C)C12
203.92999999999995,Cc1cccc(N(CC(N)=O)C(=O)N[C@H](C)OC(C(=O)NC(=O)C(=O)c2ccc([N+](=O)[O-])cc2)c2cccc(C(F)(F)F)n2)c1
165.22,O=C(O)NC1CN(S(=O)(=O)c2ccccc2)c2cccc(C(=O)NC3CCN(S(=O)(=O)c4ccccc4)CC3)c2N1
186.02,COC(=O)C1=C2CCCCC2C(=O)N(CC(N)C(=O)OCC(=O)NS(=O)(=O)c2ccc(Cl)c(Cl)c2C)C1=N
227.79,CNC1=C2Nc3c(c(C(=O)Nc4ccc(O)cc4C)cc(=O)n3-c3ccc([N+](=O)[O-])cc3)C(=O)C2NC(C(N)=O)=C1C(C)=O
154.14,O=C(CC(=O)Oc1ccccc1NNC(=O)N(Cc1ccccc1)C(=O)c1cccc(C(=O)O)c1)Nc1cccc(Cl)c1Cl
186.9,O=C(CCC(=O)N(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc(Cl)cc1)NC(=O)c1ccc([N+](=O)[O-])cc1
160.1,CC1=C(C(=O)C(=O)Nc2ccccc2)C(c2ccccc2C(=O)F)N=C(CC(=O)OCC(=O)NC2CCC(=O)C(C)C2)N1
166.28,NC(=O)c1ccc(Cl)cc1NSC(Cc1cccc(C(=O)O)c1)C(=O)OCC(=O)Nc1cccc2c1OCO2
231.06000000000003,COC(=O)C1=C(C(=O)OCC(=O)Nc2cc([N+](=O)[O-])cn(-c3ccccc3)c2=O)NC(=O)N[C@@H]1C(N)=O
129.12,O=C(CC(=O)Nc1cc(Cl)cc(O)c1Cl)NCC1Nc2cccc(Cl)c2C2OC(=O)C(c3ccccc3)N=C12
155.22,NC1=C(C2CCN(S(=O)(=O)C3CCCO3)CC2)C(NC=O)C(C2=NC(Cc3ccccc3)Nc3ccccc32)C(=O)N1
145.94,COc1cccc(NC(=O)NC(=O)c2ccc(Cl)cc2C(=O)Nc2ccc(CNS(=O)(=O)N3CCC(C)CC3)cc2)c1
186.91,CCC1OC(C)/C(=C\C#N)C(NC(=O)c2ccc(OC)c(NS(=O)(=O)c3cccc(F)c3)c2)=C1OC(=O)C1=CCC(C(N)=O)=CC1
144.70999999999998,COc1ccc([N+](=O)[O-])cc1NC(=O)CSCC(=O)c1ccc(Cl)c(NS(=O)(=O)c2cccc(Cl)c2)c1
193.39,COC(=O)C1=CC(=O)C2=C(C(=O)C(Nc3ccc(OC)c([N+](=O)[O-])c3)=C(C#N)C2c2ccc(OC)c(OC)c2)C1OC=O
169.00999999999996,CCc1c(C(=O)OCC(=O)Nc2ccc(S(=O)(=O)CC)cc2)[nH]c2c(c1=O)ON(C(=O)c1ccccc1)C(=O)C2
175.82999999999996,O=C(O)c1ccc(C(=O)c2c(O)c(O)c3n(c2=O)C(c2cccc(O)c2)C(=O)N3c2ccc3c(c2)OC2CCCCC2O3)cc1
188.36,NC(=O)C(=O)c1ccc(C2C=C(CCC(=O)Nc3ccc4c(c3)NC(=O)O[C@@H]4O)[C@H](O)N(c3ccc(Cl)cc3)C2=O)cc1
167.79999999999998,CC1=C(NC(=O)c2cccc(C(=O)OC(C)C)c2)C(NC(=O)c2ccc(N([O])C=O)c(C(N)=O)c2)c2ccccc21
