TPSA_label_continuous,SMILES
101.67,O=Cc1cc(/C=C/C(=O)NC2=Nc3ccccc3[S-]2)cc([N+](=O)[O-])c1
83.81,COc1ccc(/C=N/NC(=O)c2ccnc(Br)c2)cc1O
84.08000000000001,O=C(COC(=O)c1ccc(Cl)cc1)Nc1nc2ccccc2[nH]1
72.47,O=C([O-])CN(CC(=O)Nc1ccccc1)c1ccc(Cl)cc1
101.34,C=CCNC(=O)c1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1
93.73,COc1cc(C(C)=O)ccc1OCC(=O)Nc1ccc(NC(=O)c2ccccc2Cl)cc1
103.55,CCOC(=O)c1cccc(-c2nnc(NC(=O)c3ccc4c(c3)OCC=C4)o2)c1
72.24,O=C(Nc1ccc(-c2ccccc2)cc1)C1=CC([N+](=O)[O-])=C[S-]1
84.94,COc1ccc(NC(=O)COC(=O)C2=CN(c3ccccc3)C(=O)C2)cc1Cl
98.49,NS(=O)(=O)c1ccc(OCC(=O)Nc2cccc(Cl)c2)cc1
75.63,Cc1ccc(COc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc2)cc1
69.04000000000002,Cc1ccc(OCc2nnc(CCNC(=O)c3ccc(Cl)c(Cl)c3)n2C)cc1
88.25999999999999,CCc1c(C(=O)C(=O)OCC(=O)Nc2ccccc2Cl)[nH]c2ccccc12
92.43,O=C(O)CCC(=O)NC1CCc2cnoc2C1
81.05000000000001,O=[N+]([O-])c1cccc(-c2cc(-c3ccccc3Oc3ccccc3)n[nH]2)c1
93.02,NS(=O)(=O)c1cccc(-c2cc(=O)c3ccccc3[nH]2)c1Cl
102.91,O=C(CCC(=O)[NH2+]c1ccc(Br)cc1)Nc1ccc(C(=O)[O-])cc1
79.46,CCOc1ccc(NC(=O)/C=C2\C(=O)NNc3ccccc32)cc1
90.82,COc1ccc(/C=N/NC(=O)C[SH](=O)([O-])c2ccc(C)cc2)cc1
77.09,O=[N+]([O-])c1ccc(/C=N/C2=NC3=C([S-]2)c2ccccc2OC3)cc1
