aLogP_label_continuous,SMILES
7.126540000000004,Cc1ccc2c(c1)Oc1c(C)cc(-c3ccc(Cl)cc3Cl)cc1N2
5.9589000000000025,CC1CCc2nc(SCC(=O)Nc3c(Cl)cc(Cl)cc3Cl)sc2C1
6.4611000000000045,CCc1ccc(NC(=O)c2ccc3c(ccc4ccc(Cl)cc43)c2)cc1
7.547100000000004,CCc1cc(OCC(=O)Nc2cc(Cl)c(Cl)cc2Cl)c(Cl)cc1-c1ccccc1
6.444000000000002,O=C(Nc1cc2ccccc2cc1Cl)Nc1cccc(Cl)c1Cl
5.738600000000003,Clc1ccc2c(c1Oc1ccccc1)[S-]c1ccccc1O2
7.229700000000002,O=C(Nc1cc2c(cc1Cl)Nc1c(Cl)cc(Cl)cc1O2)c1cc2ccccc2[nH]1
5.741600000000003,O=C(Cc1cnc2cc(Cl)c(C(F)(F)F)cc2c1)Nc1cccc(Cl)c1
6.035040000000003,Cc1ccc(Cl)c(C)c1NC(=O)C(C)Oc1ccc(C(F)(F)F)cc1Cl
7.941700000000004,Clc1cccc(Oc2ccc(/C=C/C3=CC=C4C=CCC=C4C3)c(Cl)c2)c1
6.595800000000002,COc1cccc(Cl)c1OCc1ccc(NC(=O)c2cccc(Cl)c2)c(Br)c1
6.666960000000006,Cc1cc(C)c(NC(=O)COc2cc3ccc(Cl)cc3cc2C(=O)c2ccccc2)c(C)c1
5.464900000000004,O=C(Nc1ccc(C(=O)Oc2ccccc2Cl)cc1)c1ccc(Cl)cc1
6.242960000000003,Cc1ccc(C)c(NC(=O)COc2c(Cl)cc(Cl)c(Cl)c2Cl)c1C
5.899900000000003,COc1ccc(/C=C/C(=O)Nc2ccc3oc4ccccc4c3c2)c(Cl)c1
5.407000000000004,CCc1ccc(NC(=O)c2ccc(NC(=O)c3ccccc3Cl)cc2)cc1
6.200000000000003,Clc1ccc2c(c1Cl)OC1Cc3cc4c(cc3CC1O2)oc1ccccc14
8.092200000000004,CC(C)COc1ccc(-c2cc(Cl)cc(Nc3ccc(Cl)cc3)c2)cc1Cl
6.092500000000002,Clc1ccc(Cl)c(Oc2ccc(Cl)c(Cl)c2)c1
5.689200000000002,Clc1cccc2cc3c(nc12)Nc1ccc2ccccc2c1C3
6.087900000000003,CC(C)c1ccc(NC(=O)c2nc3c(Cl)cccc3s2)c(Br)c1
6.163900000000004,CC(C)(C)c1ccc(NC(=S)NC(=O)c2cc3c(Cl)cccc3o2)c(Cl)c1
5.036820000000003,Cc1cccc(NC(=[SH+])Nc2ccccc2Sc2ccccc2)c1
6.700000000000004,COc1cc(C(=O)Nc2ccc(Cl)cc2Cl)cc(Cl)c1Oc1ccccc1
6.530800000000003,O=C(CSc1ccc(Cl)c(Cl)c1)Nc1cc2ccccc2cc1Cl
7.414420000000003,Cc1c(Cl)cccc1NC(=O)CCCc1ccccc1Sc1ccccc1Cl
5.187200000000004,CCc1ccc(-c2csc(NC(=O)c3ccccc3)n2)c(CC)c1
7.580600000000002,Clc1ccc2ncc3c(COc4ccc(Cl)c(Cl)c4Cl)cccc3c2c1
5.377600000000002,O=C(CSc1ccccc1Cl)Nc1ccc(Cl)cc1Cl
5.338100000000005,CC(C)c1ccc(NC(=O)C(=O)Nc2ccc(C(C)(C)C)cc2Cl)cc1
7.776100000000002,S=C(Nc1cccc(-c2ccccc2Cl)c1)Nc1ccc(Cl)c(Cl)c1Cl
6.787500000000003,O=C(/C=C/c1ccc2c(c1)Oc1ccccc1O2)c1ccc(Cl)c(Cl)c1
6.742200000000001,COc1c(Cl)cc(NC(=O)COc2cc(Br)cc(Cl)c2Cl)c(Cl)c1Cl
6.146100000000004,COc1c(Br)cc2c(c1Br)CCC(c1ccccc1Cl)C2
5.710700000000002,O=C(Nc1nc2ccccc2s1)c1oc2cc(Br)ccc2c1Cl
5.613980000000004,CCc1cccc(C#N)c1NC(=O)c1ccc(OCc2ccccc2Cl)cc1OC
6.822900000000003,CCc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Br)cc3Cl)cc2)cc1Cl
6.273500000000004,O=C1CC(c2ccccc2)Cc2ccc3ccc(Oc4ccc5c(c4)OCO5)cc3c21
6.595800000000003,COc1cc(NC(=O)c2cccc(Cl)c2)ccc1OCc1ccc(Br)cc1Cl
6.456600000000004,O=C(CSc1ccc(Br)cc1)Nc1nc(-c2ccc3ccccc3c2)cs1
4.854000000000004,CC1=C2C(=O)N(C)c3cc(F)ccc3C2c2c(cc3c(c2O)CCC(C)(C)C3)N1
6.787700000000004,COc1cc(Br)ccc1Oc1ccc(/N=c2/[nH]c3ccccc3s2)c(Br)c1
