HBA,SMILES
9.0,CCOC(=O)c1ccc2c(c1)C1=NC=NC(Nc3nncn3CC)C1O2
10.0,COc1ccc(-c2nc3oc(=O)n(C(=O)CCl)c(=O)c3n2N)cc1OC
11.0,Clc1ccc(OCc2nnc(COc3nnc(-c4nncs4)o3)o2)c(Cl)c1
13.0,CCc1nnc(-c2nn3c(nc2=O)sc2nc(-c4ccccc4[N+](=O)[O-])nnc23)o1
11.0,CCOc1ccc(COc2nnc(-n3nnnn3)n2-c2cccc(OC(F)F)c2)cc1
13.0,CCn1nc2nc(-c3nnc(-c4cc(OC)c5c(c4)OOC(OC)=N5)o3)sc2c1N
13.0,O=[N+]([O-])c1ccc2nc3c(nc2c1)N1C(=Nn2nnnc2N1CO)O3
11.0,COCC(=O)Nc1nnc(SCc2nnc(-c3ccc([N+](=O)[O-])cc3)o2)n1C
15.0,CCCOc1cn2c(SCC3=N[NH+]c4nc(-c5nnco5)nn4N3)nnc2cc1OC
14.0,COc1nc(SC)nc2nnc(SCC(=O)Nc3nnc([N+](=O)[O-])s3)n12
12.0,COC(=O)OC(=O)C1=CCN(c2nnc(Nc3ccc(OC)c(OC(C)=O)c3)o2)CC1
11.0,Cn1c(CSc2nncs2)nnc1SCc1nnc(-c2ccccc2)o1
11.0,CCSc1nnc(SCc2nc3cc(N=O)c([N+](=O)[O-])cc3o2)s1
9.0,CCOC(=O)CSc1nnc(Nc2ccc(OC)c(OC)c2)o1
11.0,CCn1c(=O)nnc2nc(C(=O)n3c4scnc4c4c5c(sc43)CCCC5)sc21
10.0,CCOC(=O)C(=O)Nc1nnc(SCC(=O)Nc2nc3ccccc3s2)n1C
11.0,Cn1c(OCCOc2ccc(Cl)cc2[N+](=O)[O-])nnc1Sc1nncs1
12.0,CCn1nncc1-c1nc(N)c(-c2nc3c(n2C)N2Cc4ccccc4OC2=NO3)o1
11.0,CCc1cc2c(oc1=O)c(=O)[nH]c(=O)n2-c1nnnn1Cn1ccnc1
11.0,C=CCn1nc(-c2nnc(CSc3nnc(-c4ccccc4)o3)o2)nc1NC
9.0,C[C@@H]1OC(=O)Nc2nc(SCC(=O)Nc3nnc(-c4ccco4)o3)[nH]c21
