HBA,SMILES
12.0,Nc1nnc(SCc2nnc(C3=NN=C(c4ccco4)CS3)o2)o1
12.0,CCCn1c(Sc2nnnn2-c2nncs2)nc(C)c1C(=O)OC
13.0,CNc1nc(SCC2=NN=C3N(O2)C(=O)c2onc(SC)c2N3C)n(C)c1SC
11.0,COCn1cnnc1COC(=O)CSc1n[nH]c(=O)n2c3c(nc12)CCC3
14.0,O=[N+]([O-])c1cccc(Nc2nnc(-c3nc4c5ncnn5ncn4n3)o2)c1[O-]
13.0,C[S-]Nc1nnc(-c2nn3c(=O)cc(-c4nnc(C)o4)nc3s2)o1
13.0,Cc1csc2nnc(-c3nnc(-c4nc(SCCO)n(Cc5ccco5)n4)o3)n12
13.0,CN(C)c1nn2c(Sc3nnc(N4C(=O)SC(c5ccccc5)C4=O)s3)nnc2n1C
13.0,CCOC(=O)c1ccc2nc(C(=O)c3nc4nc5oc6c(c(=O)c5nc4n3C)OCO6)oc2c1
12.0,COc1cc(C(=O)[O-])c(-n2nnc(-c3nnc(N)s3)n2)cc1O
13.0,CCCCn1c(CSc2nnc(Nc3nnns3)s2)nnc1SC
13.0,COC(=O)c1ccc(-c2nc3[nH]c4nc(=O)n5c(=O)n(C)c(C)c5n4c(=O)n3n2)o1
13.0,CCCn1nc(N)c(-c2nnc(-c3nnc(SCC(=O)OC)o3)o2)n1
14.0,CCOc1cc(-c2nnc3n2NN=C2N=C(SCC)ON23)n2c(=O)c(C(C)C)c(C)nc2n1
10.0,CCn1cnc2cc(COC(=O)CSc3nnc(-c4cc(C)no4)o3)ccc21
11.0,Cc1ccc(-c2nnc3on4c(CSc5nnc(C)n5C)nnc4n23)cc1
13.0,CCNC(=O)CSc1nnc(-c2nnc(-c3cnc4sc(OC)nn34)o2)n1C
12.0,COCc1nnc(CSc2nnc(-n3nnnc3-c3ccc(C)cc3)s2)o1
12.0,CCOC(=O)C1=NNc2nnc(SCc3nc4sc(CC)nc4c(=O)[nH]3)n2C1
11.0,Cn1c(SCCOC(=O)c2nn(C)c(=O)s2)nnc1-c1cccnc1
13.0,Cc1ccc(CSc2nnc3n2cnc2c(-c4nnco4)cc([N+](=O)[O-])c(=O)n23)o1
12.0,CCOc1nccc(-c2nnc(Nc3nc([N+](=O)[O-])sc3N)o2)n1
14.0,O=c1oc2cc(Cl)ccc2n(-c2nnc(-c3nnc(Nc4nncs4)s3)o2)c1=O
12.0,CCNc1nnc(SCCSc2nc3oc(=O)[nH]c(=O)c3c(=O)n2C)n1C
10.0,O=c1c2oc(-c3ccno3)nc2[nH]c2nc(-c3ccc(C4OCCO4)cc3)nn12
